propagation_time_s,shared_limit,shared_target,replication,included_execution,included_data,included_state,included_regular_metered,shared_gas_used,shared_fee_wei,shared_fee_log_return_sd,shared_limit_hit_fraction,shared_near_limit_fraction,shared_fee_floor_bounded_fraction,shared_target_deviation,shared_rationed_gas,regular_binding_fraction,runtime_bal_bytes,runtime_bal_floor_gas,base_fee_burn_eth_per_block,base_fee_exposure_proxy_eth_per_block,equilibrium_log_rmse
3.0,300000000.0,150000000.0,18,52492456.093553,3799585.1160355275,26206182.404116508,91328767.82620904,152197482.99636582,255745.90474538598,0.05957472362555955,0.06817460317460318,0.07337301587301587,0.0,0.3902303627966494,8482575.391714577,0.14640873015873015,300674.10549170314,28864714.1272035,3.8364229953454655e-05,5.651067152570506e-05,1.1704686612831994
3.0,300000000.0,150000000.0,19,53368647.12393725,3724348.7233911925,26023886.473863546,92294059.43541446,152187137.21747822,510351.52190850576,0.05996923523969307,0.07452380952380952,0.07918650793650793,0.0,0.3929453792225221,10957454.3678432,0.14912698412698414,301986.58333634475,28990712.000289097,7.655326242881448e-05,9.992463005019594e-05,1.218106721519052
3.0,300000000.0,150000000.0,20,55487406.19587598,4206258.563460282,25895347.89401015,97305253.44853903,152204675.07655543,520278.805896041,0.06062745563409967,0.07464285714285715,0.08003968253968254,0.0,0.39499017836351213,10020957.96907336,0.18998015873015872,313802.6400184826,30125053.441774327,7.804027787228152e-05,0.00011562848903398271,1.4280742670307058
3.0,300000000.0,150000000.0,21,53755651.163033575,4647488.629099807,25990058.43045546,96577029.83520459,152129915.31766936,221084.22865390466,0.059611150860068005,0.07003968253968254,0.07505952380952381,0.0,0.3860475935067717,8590134.616578514,0.1727579365079365,306112.94101412786,29386842.337356277,3.315900562576319e-05,5.0957842268912344e-05,1.1507481060569968
3.0,300000000.0,150000000.0,22,52771512.583687946,4197305.712558126,26184334.095802516,93336656.55403598,152241741.3693274,231922.41522139098,0.061187936698366904,0.07704365079365079,0.08208333333333333,0.0,0.4036480757995688,8564382.955785576,0.15853174603174602,303043.5769847762,29092183.390538514,3.478419347817921e-05,5.306167321467221e-05,1.0390206311617893
3.0,300000000.0,150000000.0,23,51298537.72399032,4160184.0249249535,26162461.64883999,91054158.98708044,152134877.77471417,289129.68811825017,0.059341240957625795,0.07033730158730159,0.07521825396825396,0.0,0.38686001055009256,7881928.272996339,0.15821428571428572,296588.90968797327,28472535.33004543,4.336962402659877e-05,6.398981181842219e-05,1.2143796922163947
3.0,300000000.0,150000000.0,24,50823851.768356316,4202265.418886007,26097680.17249559,90536529.89648743,152161198.5698155,340989.0067097064,0.05994151380921161,0.07478174603174603,0.0796031746031746,0.0,0.3889951904491249,10228736.328189299,0.1481547619047619,292453.32899880304,28075519.583885092,5.114709286329113e-05,7.71990255390959e-05,1.164486533992479
3.0,300000000.0,150000000.0,25,52904704.65070691,4276656.2774341265,26089712.144146394,93849497.72080399,152144530.20297283,186455.50680846546,0.059691868780684824,0.07742063492063492,0.08259920634920635,0.0,0.38822693490753163,10254879.374638984,0.15748015873015872,302866.4773554921,29075181.826127246,2.7967803909481178e-05,4.220389736939481e-05,1.0722586548803414
3.0,300000000.0,150000000.0,26,54160435.90552984,4908070.315023623,25984413.291922554,98213948.336445,152055982.21276146,188082.94045924078,0.05792143188219195,0.06428571428571428,0.06908730158730159,0.0,0.3745759759359106,7234175.1974714175,0.16107142857142856,307233.0669243131,29494374.424734056,2.8215179572972093e-05,4.374984949115022e-05,1.1188807362583673
3.0,300000000.0,150000000.0,27,51718603.31995768,4237147.722562301,26220896.86491291,91972755.20811296,152148912.57246673,381597.23867418355,0.060021395022730566,0.07829365079365079,0.08301587301587302,0.0,0.3920214799792408,9890941.753954932,0.13103174603174603,297580.5548633227,28567733.266878977,5.7238265772706546e-05,8.195554020126664e-05,1.12625144028575
3.0,300000000.0,150000000.0,28,49196392.11985791,3559007.441214616,26276783.091038257,85586071.7189488,152345658.1069168,418764.70010247716,0.062141318566155,0.08001984126984127,0.08523809523809524,0.0,0.4108167312645345,9436145.580864808,0.12295634920634921,283750.7137038141,27240068.51556615,6.281495400089617e-05,8.299408153506441e-05,1.02540301909367
3.0,300000000.0,150000000.0,29,50216725.6629077,3749045.8679646114,26317570.486494664,87829808.66705811,152355582.6916864,216914.11385220705,0.062142392686057854,0.08297619047619048,0.08767857142857143,0.0,0.4092911669916952,11218471.747534899,0.12666666666666668,290976.13872711227,27933709.31780278,3.253768518672439e-05,4.800810772363273e-05,1.0879207595311748
3.0,300000000.0,150000000.0,30,48711218.97866125,3786901.981692224,26314316.948621944,85802558.0082411,152275067.5792996,214932.52208653465,0.06186708666353323,0.07763888888888888,0.08287698412698413,0.0,0.4078815696021371,9237284.279911822,0.13267857142857142,285162.995640541,27375647.58149194,3.2237996101661546e-05,4.752392251885364e-05,1.089798045397747
3.0,300000000.0,150000000.0,31,59309807.40279681,4944483.077515814,25384425.376218766,105816847.21925636,152063545.7437242,331495.9069278418,0.05842201276193915,0.0650595238095238,0.06884920634920635,0.0,0.38098207667918815,8606127.675585242,0.26363095238095235,326476.3045986703,31341725.24147235,4.972434247849435e-05,7.02056364060118e-05,1.3418871481330517
3.0,325000000.0,162500000.0,0,54447705.568421066,3815108.289081277,28693269.191566046,94222480.71434766,164706263.5896044,141757.99527307597,0.058326208201066855,0.0733531746031746,0.07779761904761905,0.0,0.377179240844807,10658145.57094542,0.09079365079365079,317689.2975141862,30498172.56136187,2.3033715592166253e-05,3.469760468971729e-05,1.12880990817284
3.0,325000000.0,162500000.0,1,55074094.77377467,4773986.384514584,28405779.812903073,98996186.22263117,164798209.0422727,151683.86818960484,0.05925563709528563,0.0732936507936508,0.07785714285714286,0.0,0.38437679137338104,11573068.723866595,0.12978174603174603,318412.405351672,30567590.91376051,2.4648476848736877e-05,3.7846844220289544e-05,1.0585794081015552
3.0,325000000.0,162500000.0,2,58261090.841071874,4005137.9395124945,28466419.781286098,100510397.91743103,164711324.7402442,150062.22122559222,0.05870407293190371,0.07047619047619047,0.07521825396825396,0.0,0.38180251971708123,8719370.646791281,0.12696428571428572,331914.26657101774,31863769.590817705,2.4384584554983258e-05,3.6228702788503844e-05,1.2546275327284981
3.0,325000000.0,162500000.0,3,56016972.75640478,4437440.8341514105,28431553.33380383,99004295.9736818,164755578.1083622,759148.2515624546,0.05978809091485184,0.07293650793650794,0.07821428571428571,0.0,0.38989002374898035,9189093.503212422,0.13912698412698413,323875.7766863622,31092074.561890773,0.00012334618450492686,0.0001575354318953379,1.3995054845027777
3.0,325000000.0,162500000.0,4,49344566.19428512,3591328.2251778883,28764518.64544452,85930956.34018546,165074402.72480226,203070.10969781017,0.06292240156358588,0.08561507936507937,0.09152777777777778,0.0,0.4159646014974236,12828325.355320947,0.08446428571428571,292930.70848306664,28121348.014374398,3.299820343211911e-05,4.763217648656484e-05,1.1294323314409742
3.0,325000000.0,162500000.0,5,58116206.641565844,4607296.821347641,28057657.988130398,102728846.35624444,164914176.38358304,177799.29614621637,0.061218941173726935,0.07454365079365079,0.07978174603174604,0.0,0.4034493578672876,10258560.756629644,0.18541666666666667,330001.950692548,31680187.26648461,2.8891155446859146e-05,4.309589889487385e-05,1.3188309841587076
3.0,325000000.0,162500000.0,6,55753595.943977885,4584383.783246841,28444553.611889955,99215492.41189317,164951278.41239414,91821.34485620423,0.06068267094892784,0.08817460317460317,0.0926984126984127,0.0,0.3956621926969561,15658510.34277158,0.1418452380952381,322992.5576055325,31007285.530131124,1.4921658735196775e-05,2.2334878311780527e-05,1.2896770365696735
3.0,325000000.0,162500000.0,7,54495968.43711689,5712916.116464027,28247234.89942926,101945363.65617405,164652241.7061901,90808.21287210895,0.058169147365331915,0.06962301587301588,0.07371031746031746,0.0,0.37765589774534547,8565467.672524596,0.1461904761904762,315773.32297220675,30314239.005331848,1.475418000914267e-05,2.2656386293430313e-05,1.212803003272197
3.0,325000000.0,162500000.0,8,56917981.27728348,4576078.809029568,28280457.288194533,100867980.78568174,164787442.67883718,189544.6211856897,0.0594701061614961,0.07821428571428571,0.08333333333333333,0.0,0.38776772690205935,12272467.813874736,0.15003968253968253,328473.01202485274,31533409.154385865,3.079961553378747e-05,4.778970725792478e-05,1.2849065579182997
3.0,325000000.0,162500000.0,9,58735346.01294868,5292121.420308638,27989499.61329533,106386920.64988388,164743305.05813164,335876.4720390127,0.05835347300651698,0.07396825396825397,0.07849206349206349,0.0,0.3773324255355763,12286464.316087794,0.18968253968253967,334879.1469530121,32148398.10748916,5.458014495503002e-05,7.667590092766337e-05,1.3134360614358525
3.0,325000000.0,162500000.0,10,51736801.90979745,5374419.036875135,28457853.85497684,96585206.69508718,164787736.25756794,117745.46213808109,0.05958753052890299,0.07688492063492064,0.08128968253968254,0.0,0.3866012801943545,10602703.86440294,0.12454365079365079,304114.8052574684,29195021.304716967,1.9132723825925164e-05,2.873091499046308e-05,1.199093927003465
3.0,325000000.0,162500000.0,11,54602595.770731896,3913232.030622403,28707110.931710016,94842443.55235444,164808666.61732465,126431.69142376665,0.058723137419478336,0.07063492063492063,0.07583333333333334,0.0,0.37986510617858116,8887845.452492598,0.09902777777777778,319267.3194269433,30649662.66498656,2.054743641657112e-05,3.109607192226362e-05,1.1518484234109971
3.0,325000000.0,162500000.0,12,54081692.47964495,3849267.9889667127,28632291.39806247,93830260.53059208,164767857.72986668,101492.47011420477,0.059260487565212155,0.07140873015873016,0.07672619047619048,0.0,0.3852239999578742,9811716.60850755,0.10736111111111112,314555.97468017804,30197373.56929709,1.649077439458941e-05,2.4811917177682632e-05,1.105264987922468
3.0,325000000.0,162500000.0,13,51442068.57582415,4390977.701383801,28493996.85176609,92192671.81720847,164967656.59920412,278754.9377533683,0.06213521223447749,0.07587301587301587,0.08156746031746032,0.0,0.40811171958663145,9286890.679501513,0.12178571428571429,302460.41861192667,29036200.18674496,4.529596984100945e-05,6.292293208738846e-05,1.2885262407248252
3.0,325000000.0,162500000.0,14,53761525.15485868,4256471.513706742,28489492.28099881,95008739.97803001,164846805.37888384,145949.20632466296,0.06031284548432493,0.0798611111111111,0.08448412698412698,0.0,0.39513096997326536,12862544.691696996,0.12478174603174604,312609.912367137,30010551.58724515,2.3715545549917737e-05,3.5135289351128e-05,1.056787883364954
3.0,325000000.0,162500000.0,15,55008274.444754146,4451137.372667804,28367012.543781977,97598977.27649763,165014733.2059911,142409.71352702976,0.06232057031921544,0.0860515873015873,0.09156746031746031,0.0,0.41020453703265436,13810343.757564709,0.1542261904761905,318045.7940590211,30532396.229666024,2.3140882512251894e-05,3.515602578621106e-05,1.20582053898332
3.0,325000000.0,162500000.0,16,48330964.131092556,3801882.69049262,28846744.416686237,85312376.19139114,164945224.9555759,178646.78922151538,0.060847706752662115,0.0840079365079365,0.0889484126984127,0.0,0.3970685542731737,11454113.550177319,0.06876984126984127,291473.43821257236,27981450.068406947,2.903101811099018e-05,4.212112933295534e-05,1.0437979749565514
3.0,325000000.0,162500000.0,17,52974811.90203513,4084639.277883219,28301224.787599925,93176692.23229657,165108990.15763697,445087.4386853268,0.06319036764778553,0.07990079365079365,0.08547619047619047,0.0,0.4185851055187734,9988155.426248644,0.14821428571428572,306145.4411663827,29389962.351972736,7.232657681287332e-05,9.461355525601856e-05,1.4529412237341468
3.0,325000000.0,162500000.0,18,54131770.68462599,4030994.081757429,28530140.826024413,94635590.68443494,164902913.56099996,199195.29912244773,0.059873377046934566,0.06972222222222223,0.07496031746031746,0.0,0.39223921113318405,9417867.07276942,0.12117063492063491,314000.71454359265,30144068.596184894,3.2371082962461654e-05,4.705309333271023e-05,1.1822569850850346
3.0,325000000.0,162500000.0,19,55056698.76206686,3953528.621814536,28350041.425258905,95662462.5669611,164881550.82099018,398554.9261453199,0.06012412200919093,0.07626984126984127,0.08067460317460318,0.0,0.3937604223826942,12186418.144334327,0.12488095238095238,315447.2738165546,30282938.28638924,6.476562319115052e-05,8.365051887627895e-05,1.2272109425836584
3.0,325000000.0,162500000.0,20,57267905.07857522,4472030.263655515,28251352.615789283,100955074.29363608,164908698.68010116,401025.6262648249,0.06088906409265072,0.07704365079365079,0.08240079365079366,0.0,0.3966170976922719,11237580.97093599,0.1606547619047619,327866.7750615976,31475210.405913368,6.516531850969498e-05,9.542210793965577e-05,1.438818810556667
3.0,325000000.0,162500000.0,21,55452886.82908241,4936994.959492644,28328360.88428696,100202000.24355389,164827656.3532521,170358.6376540932,0.05986292086548812,0.07200396825396825,0.07742063492063492,0.0,0.38737792430050266,9594362.262464954,0.1444642857142857,319757.7956753935,30696748.384837776,2.768030924600336e-05,4.2015029891219765e-05,1.157687073459819
3.0,325000000.0,162500000.0,22,54425992.45091316,4455470.00890865,28519791.024220746,96773330.2077307,164949902.73712155,179341.05967787566,0.061456131255702325,0.07867063492063492,0.08406746031746032,0.0,0.4054432448875572,9505103.160031352,0.1299206349206349,316519.2206965573,30385845.186869502,2.9139346576558552e-05,4.388334015603223e-05,1.0447628519753933
3.0,325000000.0,162500000.0,23,52910386.06694698,4416842.659139734,28493809.024960045,94423032.42072232,164837551.328827,222381.73374527672,0.05966950723429908,0.0722420634920635,0.07724206349206349,0.0,0.38918147675978715,8748900.444163393,0.12892857142857142,309871.22052132007,29747637.170046724,3.613713044043832e-05,5.271255299457277e-05,1.2193086151629966
3.0,325000000.0,162500000.0,24,52411075.73008601,4460542.210414347,28417039.445130117,93876273.60921979,164860461.36234632,264829.8482096769,0.06018408649475929,0.07668650793650794,0.08152777777777778,0.0,0.39044155782320983,11355966.360892424,0.1257738095238095,305517.1826646531,29329649.5358067,4.303377202284998e-05,6.409137224145834e-05,1.1677546129449479
3.0,325000000.0,162500000.0,25,54570086.14489959,4539911.578064864,28424244.90164768,97322486.16645022,164839759.75920603,144526.27507466447,0.05989905258324449,0.07928571428571428,0.08422619047619048,0.0,0.38946563900676345,11405542.344443478,0.13198412698412698,316364.9960917377,30371039.62480682,2.3485083705767377e-05,3.498092532300089e-05,1.0860632456601245
3.0,325000000.0,162500000.0,26,55868217.1582919,5215957.324656818,28314889.339353774,101928309.25329907,164744727.22418573,145130.7122967969,0.05815318338013252,0.06585317460317461,0.07029761904761905,0.0,0.3761396097255076,8047417.7480991725,0.13420634920634922,320879.4398252737,30804426.223226275,2.3586023318945147e-05,3.609355256766617e-05,1.1244205501218678
3.0,325000000.0,162500000.0,27,53325661.813927524,4494427.822449536,28534697.114378106,95337199.24171668,164841071.19478646,297434.458923986,0.06019483287094503,0.07954365079365079,0.08406746031746032,0.0,0.3930629122999952,10977634.041699812,0.10811507936507936,310749.34593400994,29831937.209664956,4.83319612253264e-05,6.832616968185843e-05,1.1324007714617035
3.0,325000000.0,162500000.0,28,50714748.085376374,3773617.3365340685,28580249.163489792,88650008.77395271,165060025.8984082,327007.97251511546,0.06237080974696154,0.08170634920634921,0.08678571428571429,0.0,0.41221284621343707,10473740.650004443,0.10406746031746032,296384.87149251765,28452947.663281694,5.313900166837473e-05,6.946552132501991e-05,1.0304994348324377
3.0,325000000.0,162500000.0,29,51770278.08400341,3974854.904072804,28632548.595362566,90989869.70503859,165071093.4680331,168266.3388444197,0.06236295680576765,0.08446428571428571,0.08908730158730159,0.0,0.41065682797622466,12412956.851187052,0.10617063492063492,303911.04232540145,29175460.06323854,2.734377029243119e-05,3.9834669154697546e-05,1.094471224568229
3.0,325000000.0,162500000.0,30,50220192.28054021,4015954.087269257,28630688.081913486,88911148.28096154,164986504.16491655,166615.7562056673,0.0621343487027048,0.07938492063492064,0.08450396825396825,0.0,0.40960570549383113,10212330.621974217,0.11265873015873015,297932.095683138,28601481.18558125,2.7073475782502632e-05,3.9421859018327134e-05,1.095505571973221
3.0,325000000.0,162500000.0,31,61305870.01291456,5273629.039913924,27797774.726829596,110034354.55896346,164760004.2305153,255978.66549130876,0.05874609809495791,0.06736111111111111,0.07168650793650794,0.0,0.3836823193210462,9725345.900252076,0.21966269841269842,341509.5500030706,32784916.80029478,4.159648331986058e-05,5.801341882318264e-05,1.3599262896137385
3.0,350000000.0,175000000.0,0,55981715.72333529,4022766.7687308206,30985008.048587844,97281052.43005472,177387652.53294683,112748.87287511856,0.05847663294187638,0.07412698412698412,0.07851190476190475,0.0,0.3780687659545599,11617836.115790278,0.07537698412698413,330538.7138779823,31731716.5322863,1.9729348441215307e-05,2.9329160179419397e-05,1.134257337025391
3.0,350000000.0,175000000.0,1,56656735.085198306,5043831.740382802,30719023.87915975,102375943.79859598,177490490.2479747,120531.30521638926,0.05944340986178653,0.07456349206349207,0.07904761904761905,0.0,0.38552500799833894,12643610.130567783,0.11053571428571428,331486.1883951116,31822674.085930713,2.1092828920566397e-05,3.195201421992639e-05,1.069081867104482
3.0,350000000.0,175000000.0,2,59936992.642678455,4229420.789179693,30785604.823380616,103841461.03956194,177396454.20360643,118395.77509735692,0.0588957454379822,0.07160714285714286,0.07626984126984127,0.0,0.38304134144966645,9580114.603176704,0.10507936507936508,345390.49802774633,33157487.810663648,2.0718790404148318e-05,3.041656309891655e-05,1.2635988368046487
3.0,350000000.0,175000000.0,3,57635130.45773541,4689111.015120848,30755894.9736255,102362188.90455067,177447659.5350826,605541.4641648184,0.060013209895531945,0.07436507936507937,0.07956349206349206,0.0,0.3912847670314951,10131437.382093042,0.11628968253968254,337183.36848731874,32369603.3747826,0.00010595651359263458,0.00013410948277311224,1.407133524226561
3.0,350000000.0,175000000.0,4,50726461.29586544,3785802.5977076595,31048082.30774927,88716106.63178043,177787278.14779562,160574.4507521093,0.06309104841364681,0.08680555555555555,0.0926388888888889,0.0,0.4170281430987657,13964218.269097518,0.07240079365079365,304992.3454019524,29279265.15858743,2.8099918953295613e-05,4.011347404495874e-05,1.1296722293205
3.0,350000000.0,175000000.0,5,59849197.19611809,4877704.4171450585,30414693.873170666,106328571.7085274,177620541.73660752,138886.52602989375,0.061466996750711364,0.07670634920634921,0.08238095238095237,0.0,0.4049151352728964,11359509.355914166,0.1574404761904762,343810.72818855045,33005829.906100843,2.4304054102521047e-05,3.588199382558411e-05,1.3306251231945339
3.0,350000000.0,175000000.0,6,57367437.473904446,4842817.559943505,30777083.306480285,102594410.23889638,177654921.91967955,72588.03188303896,0.060860849611259794,0.08962301587301587,0.09418650793650794,0.0,0.39680879594021223,17189317.420676026,0.11970238095238095,336305.7365071293,32285350.70468441,1.2703470584932018e-05,1.8782279033475824e-05,1.3030763246093946
3.0,350000000.0,175000000.0,7,56086792.1370334,6038853.14793473,30570145.937426884,105563162.77050027,177327904.9248603,71901.42739893035,0.05831704336479339,0.07087301587301588,0.07496031746031746,0.0,0.37865654274448945,9446564.10052216,0.12398809523809524,328910.54445598484,31575412.267774545,1.2580866821218321e-05,1.907680228359312e-05,1.2306480685225971
3.0,350000000.0,175000000.0,8,58608665.98207144,4846666.438405721,30624699.94278762,104407175.1284615,177476628.10563228,150742.5420814531,0.05963972346617077,0.07932539682539683,0.08442460317460318,0.0,0.3889211759467378,13487201.459308324,0.12751984126984128,342191.896795698,32850422.092387006,2.637871568436329e-05,4.036385515286374e-05,1.305714293118676
3.0,350000000.0,175000000.0,9,60485640.45610721,5607252.783617261,30341530.583483435,110192051.99148417,177435545.23610127,264620.0596211556,0.05859355091186475,0.07555555555555556,0.08011904761904762,0.0,0.37889869901203455,13568100.466949195,0.1605952380952381,348856.22644787893,33490197.73899638,4.630867689462655e-05,6.43315802940983e-05,1.3156608998753523
3.0,350000000.0,175000000.0,10,53215454.450951636,5673578.670273174,30761751.770878784,99932605.78881714,177477714.88665354,93197.22364893135,0.05975666810685603,0.0776984126984127,0.0825,0.0,0.38763941407032015,11615182.375128996,0.10527777777777778,316708.6083262244,30404026.39931754,1.6308721875154437e-05,2.41974487893294e-05,1.208227205049421
3.0,350000000.0,175000000.0,11,56141079.05635444,4126529.9807198867,31004969.812124375,97930233.59705926,177502086.97118667,100360.4904346339,0.058921670368988315,0.0717063492063492,0.07686507936507936,0.0,0.38113706153684235,9728178.092560794,0.08301587301587302,332180.1085954222,31889290.425160527,1.7565021697438902e-05,2.624223010690171e-05,1.1575254573348013
3.0,350000000.0,175000000.0,12,55610958.428682715,4059804.7133763116,30930590.64965795,96893569.50461137,177458867.82112056,80625.21704178864,0.05946295754756011,0.07248015873015873,0.07742063492063492,0.0,0.38637820382573274,10732055.411859622,0.08968253968253968,327350.0279808663,31425602.686163165,1.4107893482442064e-05,2.095426481379885e-05,1.1132968899180145
3.0,350000000.0,175000000.0,13,52912021.07686284,4639952.688228179,30801232.732082937,95325101.6597586,177674720.47163853,220765.23194258448,0.062341051092285354,0.07748015873015873,0.08319444444444445,0.0,0.4095588555644706,10193190.44583414,0.10442460317460317,315008.36644614284,30240803.178829715,3.863242823892332e-05,5.3111009279606055e-05,1.293901679516505
3.0,350000000.0,175000000.0,14,55307535.51543338,4496056.8835670585,30805177.620848175,98213434.1670973,177541391.77499512,115904.39420449802,0.06048285232690516,0.08089285714285714,0.08589285714285715,0.0,0.3963065770053639,14114144.422414372,0.10496031746031746,325515.0558320215,31249445.359874066,2.0282204083398117e-05,2.967042299748546e-05,1.0671308259834742
3.0,350000000.0,175000000.0,15,56606034.626603,4702313.617235576,30700065.4619735,100925343.67724682,177724380.00625318,112355.5564663937,0.06253488767555827,0.08775793650793651,0.09301587301587301,0.0,0.4115947365146487,15182606.977944816,0.1308531746031746,331236.5786264259,31798711.548136882,1.9661577131604504e-05,2.9512765151666915e-05,1.2170762121855312
3.0,350000000.0,175000000.0,16,49678139.84014987,4007003.17295039,31124374.68447652,88090185.28004801,177643650.9574282,142571.6461886119,0.06097370304850049,0.0847420634920635,0.08944444444444444,0.0,0.39792973600652704,12440785.602634871,0.05728174603174603,303476.06902840314,29133702.6267267,2.4950795316245773e-05,3.574764897490587e-05,1.0479899533281778
3.0,350000000.0,175000000.0,17,54517636.236918196,4317397.192670393,30628066.26190882,96349241.1590588,177828833.26167944,352856.3354545031,0.06339848915794752,0.08186507936507936,0.08734126984126984,0.0,0.41974895164632514,11026215.18568129,0.1282936507936508,318975.21439657547,30621620.582071245,6.174973442113217e-05,8.002731801833481e-05,1.4592312784934274
3.0,350000000.0,175000000.0,18,55675735.94064629,4254515.0678695,30836946.175495513,97772543.25990604,177606545.84202373,158322.82116879115,0.06011069819175557,0.07134920634920634,0.07601190476190477,0.0,0.3937697994649111,10332507.079885501,0.10196428571428572,326861.7754890531,31378730.4469491,2.7707979851025788e-05,3.9787475685875174e-05,1.1910279733685785
3.0,350000000.0,175000000.0,19,56645779.369134076,4174916.7164320224,30659547.640140094,98856139.19326718,177575066.22186553,317406.6634306931,0.06025115869802805,0.07714285714285714,0.08194444444444444,0.0,0.3943594130978134,13392027.91316386,0.10684523809523809,328432.83985915803,31529552.62647917,5.5546525437342975e-05,7.106831116615231e-05,1.2343958948040237
3.0,350000000.0,175000000.0,20,58938056.98595619,4727670.869986634,30585406.34307311,104404263.46968284,177611336.0691478,316086.4248592389,0.06110417663315508,0.07873015873015873,0.0839484126984127,0.0,0.39793388328953117,12433875.072144264,0.13759920634920636,341386.66372791154,32773119.717879508,5.5313921727661505e-05,8.010575853882255e-05,1.4473150358599145
3.0,350000000.0,175000000.0,21,57050004.50397394,5216373.417311897,30648211.24483222,103641163.09051274,177524009.44555932,134298.33134735876,0.06006845050123285,0.07343253968253968,0.07918650793650793,0.0,0.38843498213494393,10579296.926396027,0.12450396825396826,332911.64618105884,31959518.03338165,2.3499718357895538e-05,3.525398474192011e-05,1.163173808223405
3.0,350000000.0,175000000.0,22,55983540.70763372,4704562.685703751,30836415.224795766,100033069.42920123,177656122.819703,141791.87366878285,0.06166824986165354,0.07982142857142857,0.0855952380952381,0.0,0.4068116406910618,10423933.166711822,0.10878968253968253,329515.839725399,31633520.613638304,2.4810459151141087e-05,3.6916869852254425e-05,1.0492854701807885
3.0,350000000.0,175000000.0,23,54424906.429617524,4664072.563693081,30804266.853602584,97612957.43267377,177537705.5956532,174844.55985924418,0.05992603187429723,0.07373015873015873,0.07875,0.0,0.39094480715469787,9597967.804368982,0.10696428571428572,322666.46104547445,30975980.260365546,3.059782476189859e-05,4.416103978415639e-05,1.222300685649325
3.0,350000000.0,175000000.0,24,53908458.82446643,4710455.3921540305,30722469.824091874,97052205.05599509,177558870.28460237,210055.4293037094,0.06038455564511899,0.07795634920634921,0.08259920634920635,0.0,0.39160515065298007,12467968.859572776,0.10886904761904762,318148.54305671796,30542260.133444924,3.675874684803508e-05,5.407245322395463e-05,1.170556640881896
3.0,350000000.0,175000000.0,25,56138010.38176037,4794006.980658957,30740875.689172827,100617423.07928114,177533955.7425081,114454.27708146902,0.06006891051488129,0.08053571428571428,0.0853968253968254,0.0,0.39041998561119834,12534718.630762815,0.11285714285714285,329385.8450195882,31621041.121880464,2.0029109864644604e-05,2.9475154613239243e-05,1.0965176888098012
3.0,350000000.0,175000000.0,26,57475865.26125327,5512942.806906685,30627447.32557107,105453720.85985714,177432240.78705326,114582.66156558493,0.058342705711991724,0.06718253968253968,0.07162698412698412,0.0,0.3773855176970893,8846364.92203475,0.11480158730158731,334036.9856373795,32067550.621188432,2.0053877645889295e-05,3.030865904429299e-05,1.128749053972977
3.0,350000000.0,175000000.0,27,54841455.45966989,4743219.365841368,30832960.059862316,98535265.29434913,177531755.09054548,236565.6415854481,0.06032953873685647,0.08027777777777778,0.08478174603174603,0.0,0.3938175461932966,12045524.850580608,0.09033730158730159,323473.9822026621,31053502.29145556,4.139797473882013e-05,5.784464495411812e-05,1.1371021381340964
3.0,350000000.0,175000000.0,28,52149567.452941984,3981592.2945615165,30872824.126130696,91566232.82104172,177773234.71183327,260408.25837115396,0.06255775684646839,0.08285714285714285,0.08801587301587302,0.0,0.41332260425632933,11499400.62590263,0.09003968253968254,308625.258194816,29628024.786702335,4.557160031790822e-05,5.9002036896295205e-05,1.0345258571533087
3.0,350000000.0,175000000.0,29,53236772.54136819,4193370.6011012117,30933882.57247076,93994463.9162955,177785045.41741613,133328.564740201,0.06254011640039163,0.0854563492063492,0.09039682539682539,0.0,0.4117397362954806,13586875.856657466,0.08964285714285715,316425.562098869,30376853.961491425,2.3332906239251078e-05,3.359379635221596e-05,1.0994654932149406
3.0,350000000.0,175000000.0,30,51644956.59930626,4237562.997655128,30934357.760621436,91867792.62325837,177696524.54175085,131923.07942274856,0.06235173380220135,0.08045634920634921,0.08581349206349206,0.0,0.410980500928587,11172699.041408679,0.09696428571428571,310294.9962633711,29788319.641283624,2.3085161482725036e-05,3.32338473427622e-05,1.0998702310933273
3.0,350000000.0,175000000.0,31,63162228.28890742,5588461.996567528,30174417.86263575,113991858.31081577,177454837.87775382,202244.50202195861,0.05900751949398286,0.06946428571428571,0.07353174603174603,0.0,0.38570583975737766,10822731.02979227,0.18563492063492062,355839.33980159496,34160576.62095311,3.5392718235401664e-05,4.881139294800052e-05,1.3741698122162038
3.0,375000000.0,187500000.0,0,57438342.69536427,4224526.741453248,33266185.205311928,100203790.70182782,190068484.43387187,91233.25596679303,0.05859777441658131,0.07468253968253968,0.07912698412698413,0.0,0.37879151703045394,12560569.288429568,0.06311507936507936,343016.2969638916,32929564.508533593,1.7104742987964035e-05,2.5119821835049962e-05,1.1383736925916088
3.0,375000000.0,187500000.0,1,58156646.764538504,5305633.585275831,33019701.58162201,105603478.125113,190182138.30768546,97449.02862552178,0.05959684714380203,0.07539682539682539,0.0801984126984127,0.0,0.38643268825339555,13700613.32104098,0.09583333333333334,344160.43673554267,33039401.926612094,1.827155445312595e-05,2.733529151391574e-05,1.0774462167572219
