propagation_time_s,shared_limit,shared_target,replication,included_execution,included_data,included_state,included_regular_metered,shared_gas_used,shared_fee_wei,shared_fee_log_return_sd,shared_limit_hit_fraction,shared_near_limit_fraction,shared_fee_floor_bounded_fraction,shared_target_deviation,shared_rationed_gas,regular_binding_fraction,runtime_bal_bytes,runtime_bal_floor_gas,base_fee_burn_eth_per_block,base_fee_exposure_proxy_eth_per_block,equilibrium_log_rmse
3.0,50000000.0,25000000.0,10,15840794.420278063,548353.430977409,1178611.6594448914,25148032.5826352,25245069.22375762,1759113649.151035,0.049834976794748326,0.024484126984126983,0.029424603174603176,0.0,0.3098499643596857,94023.24899520507,0.9843650793650793,73489.08677284498,7054952.330193118,0.04396882192604734,0.0544364816376306,0.9384167820829535
3.0,50000000.0,25000000.0,11,16310891.794910554,391939.6763549885,1075200.4124023905,25197966.921543922,25242275.68240645,2444554388.407825,0.048698086272245755,0.020317460317460317,0.025615079365079365,0.0,0.3000856606600581,65932.23339911591,0.9928373015873015,75639.67892229371,7261409.176540196,0.06111632040155456,0.07490837060582901,0.8581608574876793
3.0,50000000.0,25000000.0,12,16320139.974353118,390174.138751006,1120365.9174715185,25204238.262787208,25252155.12937853,1818882265.2446659,0.05031758185545634,0.025376984126984126,0.03125,0.0,0.3138791477527136,86317.43118283132,0.9918055555555556,75341.17133080264,7232752.447757053,0.04547091208514261,0.0558920523489705,0.8423008952677237
3.0,50000000.0,25000000.0,13,15982858.46834545,456741.2821375576,1307420.3279467584,24984304.70210832,25253141.803567886,2404541876.887179,0.05045510336178298,0.02492063492063492,0.0301984126984127,0.0,0.3111728983848677,96981.42420871874,0.9616666666666667,74184.06883241679,7121670.607912011,0.060110615979482675,0.07427528193194936,1.0323221395620936
3.0,50000000.0,25000000.0,14,16141940.347476453,421430.1662032111,1194653.1121649512,25072254.486213103,25254617.883506205,2970739703.2319574,0.05075213840640911,0.028511904761904763,0.03380952380952381,0.0,0.3164160654200663,130861.17502884836,0.9818253968253968,74697.58597938469,7170968.25402093,0.0742649343825513,0.0888217249295339,1.0665163878873334
3.0,50000000.0,25000000.0,15,16136744.11622061,427261.26435017434,1144440.7055888018,25088244.753622346,25291674.757822536,4719298222.829719,0.053094455183601126,0.0323015873015873,0.038908730158730157,0.0,0.3351152222710572,142292.80964340724,0.9797619047619047,74556.26479854832,7157401.420660639,0.11799345774719865,0.1383624338200497,1.3627679982894843
3.0,50000000.0,25000000.0,16,15984086.757233165,451143.43681945215,1487713.0754964303,24963509.63239727,25239471.088091187,1590148209.4378529,0.04928535969005306,0.023035714285714284,0.028174603174603175,0.0,0.30401264072444695,105443.6828120409,0.967579365079365,75206.8882472726,7219861.27173817,0.039750509547334625,0.051205791905855315,1.1860096405576537
3.0,50000000.0,25000000.0,17,16063162.033611853,412071.1006091062,1265334.0941293004,24920446.086569577,25293948.602194976,2739126312.5319147,0.05396403750606706,0.03571428571428571,0.04351190476190476,0.0,0.3412496246960668,172852.64588503834,0.9614484126984127,73824.95821805803,7087195.988933571,0.06847916820022155,0.08449122407707328,0.9354666911813775
3.0,50000000.0,25000000.0,18,16256783.436457677,406765.5868204613,1132014.0708906504,25179406.596293584,25254723.078375913,2901118002.7045875,0.04982981113189899,0.023551587301587303,0.029007936507936507,0.0,0.31056984651545705,97043.64906313013,0.9874404761904761,74895.06902229262,7189926.626140092,0.07253363804450186,0.08863514859552189,0.9136791253485286
3.0,50000000.0,25000000.0,19,16224633.031493561,390538.6620752106,1109770.3758670422,25067418.38195214,25291003.633291606,3644721155.882454,0.052828815430797565,0.0339484126984127,0.040873015873015874,0.0,0.3330129161286535,136491.00538836274,0.9806746031746032,74246.67055407,7127680.373190721,0.0911240220344578,0.10912974938558072,1.080272363373087
3.0,50000000.0,25000000.0,20,16292330.577077612,401597.08728629764,983332.6843575655,25210035.06670355,25283827.869980894,6911230931.601826,0.05244967566923303,0.029186507936507938,0.03591269841269841,0.0,0.32937877747951816,99812.34707408704,0.9899404761904762,74895.3012894019,7189948.923782583,0.1727828694698112,0.20852709272543876,1.2975672681326542
3.0,50000000.0,25000000.0,21,16126140.4320638,459110.32914015505,1012481.0889268109,25201323.95733083,25268153.68743304,4536746275.802248,0.05176620279475731,0.028194444444444446,0.034861111111111114,0.0,0.3227685659117747,107953.91389317988,0.9909920634920635,74135.44906686812,7117003.11041934,0.11341318794458241,0.1351165028910411,1.1903163905926144
3.0,50000000.0,25000000.0,22,16200094.92839161,435074.87285634404,1080270.099613739,25211482.682333402,25255968.87705916,3665571140.0357738,0.05064327341263111,0.02654761904761905,0.03251984126984127,0.0,0.3162909663075454,92373.75138359485,0.9921230158730159,74882.4926589399,7188719.29525823,0.09163420369612246,0.11124806786945617,0.9020942276199554
3.0,50000000.0,25000000.0,23,16087983.200674092,449866.67448198673,1225528.1449061045,25108798.492579952,25240732.998310003,3634692425.2343354,0.04884723091641562,0.022718253968253967,0.027281746031746032,0.0,0.3015741635169313,97783.9478919144,0.9807936507936508,74718.11503148776,7172939.043022824,0.09086912067701301,0.11025334815796368,1.3676754066112704
3.0,50000000.0,25000000.0,24,16095338.167889733,465265.0695186415,1171681.8156415191,25181542.921790022,25277596.732402533,4217263415.929384,0.05262621328471352,0.031507936507936506,0.03795634920634921,0.0,0.33144709527069716,126044.73497428607,0.9869642857142857,74175.09436706203,7120809.059237955,0.10543088618327992,0.13025144820975168,0.9963359733465577
3.0,50000000.0,25000000.0,25,16167788.85335895,440372.2797254826,1057354.5893251707,25186066.956830293,25258833.96470824,2703963241.4051046,0.05088382312183782,0.02740079365079365,0.032996031746031745,0.0,0.3166096638699575,95547.79338397113,0.9906349206349206,74507.32758575595,7152703.448232571,0.06759714793640909,0.08230479374308988,0.7474831495692564
3.0,50000000.0,25000000.0,26,16080036.161440348,480654.73673100147,948898.2329217675,25221445.857627254,25268166.1012817,4065072992.8965893,0.05141357522504158,0.029047619047619048,0.03577380952380953,0.0,0.321607017132895,98436.09076810765,0.9950992063492063,73579.40665796043,7063623.0391642,0.10163008580190677,0.12094940926589579,1.011552514071831
3.0,50000000.0,25000000.0,27,16065908.678968057,454965.19226286473,1133166.6607411474,25097395.575051356,25257550.58897531,3077156514.443844,0.05039388287521387,0.02591269841269841,0.03101190476190476,0.0,0.3144135407665858,119220.01533323867,0.9836904761904762,74173.34148679304,7120640.782732132,0.07693119928003421,0.09585670958432663,0.7808011633289959
3.0,50000000.0,25000000.0,28,16127920.759881806,423562.0921380424,1352288.7964177548,25060551.83492125,25289995.453589197,2111055288.355577,0.05335080553803688,0.032341269841269844,0.04013888888888889,0.0,0.3365507934624181,136344.97597254917,0.9714087301587302,74279.41411710357,7130823.7552419435,0.05277691452729094,0.06554351275349635,1.0946313243056542
3.0,50000000.0,25000000.0,29,16153228.21239195,426770.9285120868,1265992.5124125856,25110135.694811042,25268007.684291434,2022920306.4276838,0.051963953831485096,0.029444444444444443,0.03571428571428571,0.0,0.3258682150843363,114863.50811388963,0.9776388888888888,74838.10209428277,7184457.801051146,0.05057156150765519,0.06318054001853116,0.9055739895607513
3.0,50000000.0,25000000.0,30,16063345.754251556,451090.3865236769,1368894.4744585103,25078059.234503157,25265644.430881217,1906943209.7555256,0.05161514477121272,0.02886904761904762,0.03454365079365079,0.0,0.3224667020636177,119914.52255475029,0.9770833333333333,75036.16117924007,7203471.473207046,0.04767275857533631,0.0593267873662132,1.2018214600057369
3.0,50000000.0,25000000.0,31,16162089.970669648,415779.1500699987,810401.1204937166,25078642.25972579,25258194.5422713,10267867102.986532,0.051288166349843366,0.02859126984126984,0.035595238095238096,0.0,0.32011971904214265,109265.83610230622,0.9859722222222222,73213.1090763942,7028458.471333844,0.25668920889784036,0.2907908739067082,1.514246757646764
3.0,75000000.0,37500000.0,0,23532161.030954015,764142.6329963756,2981732.4386436953,37154972.24465964,37876276.26164542,132373721.44156767,0.049934543312340006,0.0260515873015873,0.031686507936507936,0.0,0.3107937146366469,311707.48223113845,0.9468253968253968,112671.36633319614,10816451.167986829,0.004964034205367322,0.006964343042839542,0.8832767075592645
3.0,75000000.0,37500000.0,1,23226585.473105304,900562.6405455798,2769946.4105574326,37262632.49885787,37914530.30492457,173376052.92329386,0.052153041782564795,0.030912698412698413,0.0366468253968254,0.0,0.32734800263770325,349306.3567864467,0.9542460317460317,110238.80406002815,10582925.189762702,0.006501742504514017,0.009020825172277492,0.8365501888121372
3.0,75000000.0,37500000.0,2,23856162.249288965,720056.1687269872,2569673.3548685242,37446330.94392602,37891622.77138717,169469053.44962773,0.051256723341033344,0.02654761904761905,0.032817460317460315,0.0,0.3212801918755539,152501.4449326935,0.9591269841269842,112133.88514829263,10764852.974236092,0.006354974735107646,0.008642946571077784,0.9154826392357278
3.0,75000000.0,37500000.0,3,23317475.17120007,817611.7379708336,2738665.700672912,37059733.30593055,37872353.73801639,283578365.37050885,0.0502012919863359,0.026964285714285715,0.03228174603174603,0.0,0.3112483510559799,202536.06253743754,0.945515873015873,111013.59542587622,10657305.160884118,0.010633794410675267,0.014756080976294187,1.12033937113231
3.0,75000000.0,37500000.0,4,22823557.782115526,810235.7360194033,3591515.128129695,36314818.64420595,37913837.94332764,111175074.27122192,0.05272669332238286,0.03134920634920635,0.03722222222222222,0.0,0.33278646007385293,431593.2201109383,0.8891666666666667,110259.31113272275,10584893.868741384,0.004168943668136691,0.006028197826173845,1.1200307893328223
3.0,75000000.0,37500000.0,5,23551249.280260693,814732.9770479546,2561292.063804914,37386619.158790566,37913681.29253027,220878908.81411788,0.05229731734421076,0.031369047619047616,0.038115079365079366,0.0,0.32916802443755133,231628.37947457982,0.9531746031746032,110856.35940772064,10642210.503141182,0.008282973904169544,0.0111337277312037,1.1281800157424862
3.0,75000000.0,37500000.0,6,23045103.660163008,838946.3098631143,2747993.065750075,36751384.054931246,37919920.24840121,146256231.12858558,0.0526757133110178,0.03553571428571429,0.04101190476190476,0.0,0.3315702088251086,459942.401778408,0.9404563492063492,109888.79573916165,10549324.390959518,0.005484657878033807,0.007229925391582506,1.0303947186719409
3.0,75000000.0,37500000.0,7,22864363.30116678,1078821.5174155543,2752370.9610093846,37456988.188602366,37869361.80208696,100932801.371635,0.049423802822866195,0.022896825396825398,0.028273809523809524,0.0,0.30714295093658817,131388.8075226102,0.960734126984127,108825.3243237091,10447231.135076072,0.0037850622453171863,0.005182363975111058,0.7724480765952577
3.0,75000000.0,37500000.0,8,23500382.143502973,822741.8004910926,2670634.952906838,37345261.75147013,37882169.65538117,239767272.96522403,0.0500844268049954,0.024722222222222222,0.03003968253968254,0.0,0.31167307972291447,223116.40172245572,0.9627579365079365,112022.0782695565,10754119.513877423,0.008991378688040506,0.012295517735511447,1.085966637225993
3.0,75000000.0,37500000.0,9,23159827.517630477,879741.1167950733,2363851.881425385,37082006.139339276,37897390.049132295,557155440.6063914,0.05095748189418215,0.02892857142857143,0.034444444444444444,0.0,0.3182138013991972,257475.0123840501,0.9586111111111111,109303.57610990274,10493143.306550663,0.020893631910217147,0.02631254590494525,1.525687081114918
3.0,75000000.0,37500000.0,10,22566248.650811177,1069970.2615262365,3051092.814890364,36989638.2199423,37878158.10197433,91422527.46967378,0.05059346995647998,0.028650793650793652,0.033511904761904764,0.0,0.31514718465091307,248984.7389822421,0.9322619047619047,108278.79174818979,10394764.00782622,0.00342759397300693,0.004867523877631746,0.8038892413599759
3.0,75000000.0,37500000.0,11,23592256.641164012,786504.4335197274,2933882.96680915,37332163.06168085,37866507.607596,116362155.73253003,0.04880644590007955,0.020496031746031745,0.025714285714285714,0.0,0.3006459315937079,158645.05021415558,0.9500793650793651,113037.21819149819,10851572.946383826,0.004363816230078399,0.006163950450226754,0.8464399398741742
3.0,75000000.0,37500000.0,12,23554538.876127232,780964.3496602185,3029803.863484288,37255208.75042553,37886904.56774188,86149937.10804488,0.050953983486817234,0.02878968253968254,0.03442460317460318,0.0,0.31820496690679223,205834.16252679695,0.9456150793650794,112424.2563111363,10792728.605869085,0.0032305078716523264,0.004583331248306917,0.7662568821070456
3.0,75000000.0,37500000.0,13,22667791.39488197,884528.5358722795,3244923.5882141804,36388865.0427698,37889296.3321192,136815439.9229482,0.05113946036372593,0.025357142857142856,0.030813492063492064,0.0,0.3194269383806302,248891.98364673293,0.9053174603174603,108856.22188987631,10450197.301428126,0.005130347564037968,0.007267938611013727,0.9619347547138873
3.0,75000000.0,37500000.0,14,23086939.813818567,828664.4947762811,3079580.435960385,36770499.0502175,37896730.22190974,141853454.04867166,0.05170986393033201,0.031785714285714285,0.03722222222222222,0.0,0.32351841242511137,470555.5583771575,0.9211904761904762,110415.96919788336,10599933.042996801,0.005319248854575149,0.007235937877805792,0.9711212915774289
3.0,75000000.0,37500000.0,15,23094948.481202014,840983.5400531021,2927858.9892282444,36831772.383876294,37952477.90714882,215850804.82216418,0.05402312074572159,0.036488095238095236,0.04345238095238095,0.0,0.3416215838917939,440257.9546537016,0.9252380952380952,110068.0298594826,10566530.86651033,0.008095117683253904,0.010720427728080526,1.2414489018233774
3.0,75000000.0,37500000.0,16,22616454.574856624,872361.4029081139,3732128.774915237,36265467.04981,37876928.30995141,85629499.48959304,0.050359426153977656,0.026865079365079366,0.03186507936507937,0.0,0.31171673218992896,435530.9694966246,0.8858928571428571,110690.9594081757,10626332.103184868,0.003210897799516545,0.004793051283123524,0.9897753078771593
3.0,75000000.0,37500000.0,17,22835467.794801533,802982.7191287966,3124635.8784126723,36302815.68098,37941758.207867086,168643157.3271996,0.054100916490445065,0.03386904761904762,0.04119047619047619,0.0,0.34294731054449645,416372.344000314,0.8940476190476191,108389.72848336957,10405413.93440348,0.006324123283075829,0.00881984091566048,0.9729166853822658
3.0,75000000.0,37500000.0,18,23402687.82707076,808573.4936397211,3026306.2756050583,37146670.32049212,37887862.37756081,141334593.76952308,0.049981091437426316,0.024781746031746033,0.0298015873015873,0.0,0.31071301287870884,210293.44491767135,0.9351984126984128,111480.51065776976,10702129.023145897,0.005300945898689831,0.007471296342379716,0.8806144675928361
3.0,75000000.0,37500000.0,19,23369977.21922762,773795.8124348264,2911247.3815522036,36959064.1482915,37946415.50460499,191390304.55703306,0.05351015147275717,0.03791666666666667,0.04577380952380952,0.0,0.33750245226791126,336236.1933546924,0.9350992063492064,110342.33702957393,10592864.354839098,0.007177517933184012,0.009749345170462715,1.082017560646559
3.0,75000000.0,37500000.0,20,23508345.690349393,803085.230567716,2637668.9091020348,37277526.5616038,37927142.99365917,340606767.7702592,0.052670980060282396,0.02988095238095238,0.03670634920634921,0.0,0.3309732132266579,251291.04541344102,0.9490277777777778,111251.25577473541,10680120.5543746,0.012772951169129207,0.0176071642922367,1.3470863286430443
3.0,75000000.0,37500000.0,21,23213553.819019735,911282.4355373727,2711023.1324892514,37286991.32261704,37907440.915076986,216638031.42490533,0.052071754975926164,0.02884920634920635,0.035515873015873015,0.0,0.3248911771279875,226870.00550487786,0.9485317460317461,109992.76267698262,10559305.216990331,0.008123616130673411,0.010983178707147524,1.1855256823803935
3.0,75000000.0,37500000.0,22,23321584.556068808,865020.5768984059,2895913.518919886,37256861.91446341,37890620.12245731,178483311.84984356,0.05099286641764862,0.026587301587301587,0.03297619047619048,0.0,0.31865703339214924,180652.6364544485,0.9404563492063492,111297.77313963229,10684586.2214047,0.006692924563110222,0.009298687346446968,0.9183764413314859
3.0,75000000.0,37500000.0,23,22983125.88727891,881958.808654505,3160333.08373603,36835092.92453858,37869078.07042184,186986217.2836329,0.049393330488320064,0.025476190476190475,0.029682539682539682,0.0,0.3050968585147835,274630.9264085992,0.9183531746031746,110440.72654174156,10602309.74800719,0.007012078190692612,0.009668235287867071,1.278479297198706
3.0,75000000.0,37500000.0,24,23052764.045644812,914813.8219177304,3094350.723249769,37068415.31023528,37919282.1824655,211896515.1118422,0.05286110022416374,0.03275793650793651,0.03906746031746032,0.0,0.33305977941693166,294169.8870698043,0.9299007936507937,109924.74830742482,10552775.837512782,0.007946042710966293,0.011270020787126791,1.029762174510591
3.0,75000000.0,37500000.0,25,23296901.79372316,878390.6448653148,2846951.646535488,37275037.79960833,37893898.09268445,131729679.08839338,0.05127369577514129,0.029503968253968255,0.03484126984126984,0.0,0.31935046284657204,231960.80875190432,0.9495833333333333,110827.04652869375,10639396.4667546,0.004939697107649141,0.006885374036226763,0.7440707226846487
3.0,75000000.0,37500000.0,26,23267974.276486054,960591.4989161841,2603783.1051013367,37564630.889610134,37906530.96251076,199776452.28222823,0.05164779820441092,0.029444444444444443,0.035833333333333335,0.0,0.3235017972192211,212199.3294738187,0.9700396825396825,109682.23926574684,10529494.969511697,0.007491887500238444,0.010056020914847617,1.0519680276431207
3.0,75000000.0,37500000.0,27,23058871.60063166,898867.9577677863,2976886.298798268,37012956.32379764,37897938.77137207,165465703.99846703,0.05119941012205299,0.029246031746031746,0.0346031746031746,0.0,0.3202139704152449,294735.02994244907,0.9406150793650794,109970.22987578773,10557142.068075622,0.006205078449493287,0.008914229668833257,0.8066328623383213
3.0,75000000.0,37500000.0,28,22953248.421790723,822355.781830901,3447340.78098438,36551479.629045136,37942908.703696564,122185088.1174299,0.0539198403253945,0.03363095238095238,0.04117063492063492,0.0,0.34056193799927936,329853.98798378644,0.9006150793650793,109649.85277578054,10526385.866474932,0.004581972865107752,0.006476914558130573,0.9911686143174636
3.0,75000000.0,37500000.0,29,23019855.70391841,834606.4827251888,3253023.413393651,36697325.56889501,37914973.88919554,108037209.25209612,0.05276306621616125,0.03255952380952381,0.038531746031746035,0.0,0.33271554312399965,338116.33471343917,0.9128968253968254,110420.59300542081,10600376.928520398,0.00405127631542835,0.005815042824908782,0.837395691655733
3.0,75000000.0,37500000.0,30,22807865.232783757,874271.2941912177,3475190.049749608,36550322.9630032,37905125.951525934,99653380.32669431,0.05236120495340823,0.031785714285714285,0.03759920634920635,0.0,0.32793626759414995,358695.640833903,0.8962698412698412,110527.0712515589,10610598.840149654,0.0037367641251736966,0.00537040042989966,1.0352656462982268
3.0,75000000.0,37500000.0,31,23436225.187894013,837443.7485301866,2164961.7024835795,37311651.61659917,37898001.1875454,460632643.660198,0.051779516678128676,0.030238095238095238,0.03773809523809524,0.0,0.3233644332378134,213515.97784372998,0.9679563492063492,108729.77886557503,10438058.771095203,0.01727327183155143,0.021669026866713063,1.513539325402928
3.0,100000000.0,50000000.0,0,29775295.28513438,1195058.210719678,5586347.346503381,47932442.71996811,50526316.39789575,18824960.731032103,0.05122079550329142,0.02994047619047619,0.0353968253968254,0.0,0.3207642877461467,849236.7609546916,0.8609126984126985,147297.07152793632,14140518.866681887,0.0009412275192925351,0.0014673256499147932,0.907381904087194
3.0,100000000.0,50000000.0,1,29471457.566416025,1415430.1098900354,5231594.6537063345,48381159.28929942,50569064.22015078,23681010.119439457,0.053009073055749666,0.033412698412698415,0.03982142857142857,0.0,0.3346492221219836,991623.8076080219,0.8860119047619047,144351.06162455183,13857701.915956976,0.0011840672497684622,0.001828357512060912,0.8968571566592539
3.0,100000000.0,50000000.0,2,30459631.379035577,1143817.2148516334,4931126.840326238,48716699.42795197,50530423.71287939,24024525.537157036,0.051744773729007855,0.025654761904761906,0.032202380952380955,0.0,0.32499447983014484,360193.19686228887,0.8914484126984127,147483.0654466934,14158374.282882566,0.001201200822577697,0.0018080895030966337,0.9862271326042272
3.0,100000000.0,50000000.0,3,29596676.423087396,1284453.8410833415,5139849.208938854,48034302.62672565,50509098.30009055,53087450.333536245,0.05119789598738885,0.029424603174603176,0.03442460317460318,0.0,0.3206338367397236,491306.3250818462,0.8753571428571428,145246.21287603513,13943636.436099373,0.00265414949989513,0.003887085955369992,1.3020157777423875
3.0,100000000.0,50000000.0,4,28257602.079248656,1220286.3048631328,6320914.242013358,45836623.42529419,50591162.595229626,19718218.70414365,0.05455403528664959,0.036944444444444446,0.04238095238095238,0.0,0.3493692159554835,1276125.7796960631,0.7754166666666666,141356.07814121337,13570183.501556482,0.0009858836453019066,0.001540414865364352,1.0669500196694197
3.0,100000000.0,50000000.0,5,29919818.091325928,1280276.7627565651,4818580.465704324,48485353.23468952,50564389.09645574,32439603.931845915,0.05307071934267475,0.032718253968253966,0.039146825396825395,0.0,0.3372636794470653,545195.5461798946,0.8828968253968253,144889.90179500243,13909430.572320234,0.0016219738762254924,0.0023937172675539903,1.2207335415108442
3.0,100000000.0,50000000.0,6,29185141.56555535,1315006.5528547717,5073992.873273396,47561623.57937106,50589114.438674994,19536229.06590533,0.05398136577512509,0.04442460317460317,0.05071428571428571,0.0,0.3409831789365013,1244306.0544539846,0.8726190476190476,143354.7716163297,13762058.075167652,0.000976823918202001,0.0014217496373439198,0.9873800857276706
3.0,100000000.0,50000000.0,7,28898445.174886033,1678629.024172664,5165301.703614784,48612824.789063215,50511161.03810896,14675029.293086732,0.05046298899255521,0.025892857142857145,0.031746031746031744,0.0,0.31525595682267116,351175.4581680618,0.8824007936507936,141953.07351550765,13627495.057488736,0.0007337420531359054,0.0011111536704499464,0.7435677862162223
3.0,100000000.0,50000000.0,8,29848468.663369577,1296971.4377908406,5074303.013060184,48449364.48376798,50529140.742441975,32128875.22800729,0.0511832024754632,0.030694444444444444,0.03571428571428571,0.0,0.3199057333993105,752940.7790133923,0.8908531746031746,146695.57198826282,14082774.91087323,0.0016064526250723985,0.002448258219699964,1.1649807164616341
3.0,100000000.0,50000000.0,9,29576963.27161846,1398536.7251153323,4498016.58108343,48465803.51585139,50545791.90557015,74929607.10001403,0.05180973749294162,0.03319444444444444,0.03841269841269841,0.0,0.32450084271791785,728833.7460836859,0.9131746031746032,143464.11943170647,13772555.46544382,0.0037465206482693793,0.005153974037506492,1.62053982377064
3.0,100000000.0,50000000.0,10,28267960.41635898,1646148.1505705377,5552652.806844511,47568930.012732014,50531243.96186651,14408893.68789202,0.051943113217430656,0.03422619047619048,0.03922619047619048,0.0,0.3255060272137514,732007.5869602264,0.8466865079365079,140144.95119294742,13453915.314522952,0.000720309599100392,0.0011238193242845002,0.7756608530316691
3.0,100000000.0,50000000.0,11,29872192.36799055,1227886.6945309148,5525597.949918461,48205127.844101146,50510334.57676861,16950492.76953563,0.049757720850992455,0.023551587301587303,0.02875,0.0,0.3090568329590276,467034.44500855764,0.8617857142857143,147893.6490188593,14197790.305810492,0.0008475868815927491,0.001328132295386992,0.8714814715376109
3.0,100000000.0,50000000.0,12,29733136.081542272,1216745.666300177,5646149.368277689,47958853.75105803,50532948.01131467,12454726.942846047,0.051912578831319826,0.03311507936507937,0.03880952380952381,0.0,0.3255867078610453,632655.5391760666,0.8451785714285714,146646.64248392233,14078077.678456545,0.0006226981557623912,0.0009811396545932043,0.700708733302028
3.0,100000000.0,50000000.0,13,28327509.590840083,1354355.7245471682,5774029.283928683,46478487.73631207,50552817.34683863,24535605.08840954,0.05285522485424762,0.028253968253968254,0.03319444444444444,0.0,0.33478361314007876,696991.5007903696,0.8074206349206349,140559.34217407432,13493696.848711135,0.0012267245626694967,0.001874053011524446,1.0293729917708585
3.0,100000000.0,50000000.0,14,28976126.10463819,1277668.576439018,5548430.886993135,47108411.24796743,50559498.63305191,20291839.55730021,0.053191579866027454,0.039146825396825395,0.04474206349206349,0.0,0.33504007210223435,1169942.2033402857,0.8235912698412698,142959.7252301847,13724133.62209773,0.0010145351813364584,0.0015308167920510345,0.9353881225329186
3.0,100000000.0,50000000.0,15,29062357.16615046,1300632.9109111947,5283236.269342269,47325874.791948415,50624440.446088284,28621707.362947542,0.055079792476684146,0.042123015873015875,0.048690476190476194,0.0,0.3502811702577139,1092320.0014824262,0.8321626984126984,142687.58899588863,13698008.543605309,0.0014311872793807854,0.002107863555334473,1.1887988636426956
3.0,100000000.0,50000000.0,16,27892944.35136742,1304735.945515,6492095.951757747,45649162.325255066,50551810.79766445,14998154.072935566,0.05253347268059009,0.03529761904761905,0.04005952380952381,0.0,0.3294101104455794,1148961.7453865076,0.7467857142857143,141481.23211745106,13582198.283275302,0.0007498829663645251,0.0012105357139415515,0.8590036652692379
