floor_rate,date,block_number,charged_static_floor_gas,charged_regular_gas_8279,incremental_data_gas_8279
96,2026-03-08,24610996,33437271.457769897,33770527.9572585,333256.4994886072
96,2026-03-08,24611355,11737473.085893242,11956112.726887466,218639.64099422446
96,2026-03-08,24611403,17797723.32874585,18252396.486807164,454673.15806131373
96,2026-03-08,24611659,17144912.245978497,17144912.245978497,0.0
96,2026-03-08,24612092,18768839.435566552,18857065.89501584,88226.45944928839
96,2026-03-08,24612126,21622371.897610817,21893346.029439278,270974.1318284593
96,2026-03-08,24612140,46700727.07686315,49280501.891347595,2579774.814484443
96,2026-03-08,24612267,20387944.966874544,20728379.92843669,340434.9615621456
96,2026-03-08,24612274,28191113.186303113,28537814.88981257,346701.7035094561
96,2026-03-08,24612299,81600701.45073402,81942867.4369295,342165.98619548045
96,2026-03-08,24612352,38192778.615533054,38661937.08448981,469158.4689567557
96,2026-03-08,24612698,62511633.020581745,62891629.172028005,379996.15144625574
96,2026-03-08,24612779,22804403.472367205,23321387.970698304,516984.49833109666
96,2026-03-08,24613013,19348473.350476604,19673314.857709974,324841.50723337196
96,2026-03-08,24613016,35227800.80826127,35582411.241472386,354610.4332111227
96,2026-03-08,24613035,21859493.51371137,22143910.51538092,284417.0016695485
96,2026-03-08,24613542,53902279.86609083,55615403.40754646,1713123.5414556402
96,2026-03-08,24613596,28596527.169441916,29255339.50315329,658812.3337113722
96,2026-03-08,24613741,20951452.12231226,21008245.859188426,56793.736876164694
96,2026-03-08,24613784,32540441.942511484,33422885.523086958,882443.5805754741
96,2026-03-08,24613828,15629824.144617941,15817197.50022368,187373.35560573783
96,2026-03-08,24614047,30875915.42942379,31269259.746867247,393344.31744345557
96,2026-03-08,24614144,41313838.02499366,42194548.55893944,880710.5339457818
96,2026-03-08,24614325,47231124.174917884,47978877.3784224,747753.2035045174
96,2026-03-08,24614521,34220776.02335863,34742113.842201,521337.8188423707
96,2026-03-08,24614522,3446526.8962822203,3703439.212696016,256912.31641379552
96,2026-03-08,24614550,17346113.156634215,17793314.093791176,447200.93715695874
96,2026-03-08,24614662,9028794.088017233,9111898.385186117,83104.29716888415
96,2026-03-08,24614874,68243372.80958554,69142757.66189387,899384.852308337
96,2026-03-08,24614923,33016735.665737767,33724453.89939033,707718.2336525667
96,2026-03-08,24615086,30541463.824312996,30762896.991552677,221433.16723968097
96,2026-03-08,24615206,57189855.17044826,57826999.775544815,637144.6050965545
96,2026-03-08,24615412,26082362.42444973,26773600.64614364,691238.22169391
96,2026-03-08,24615689,53517415.185185894,54545991.532299794,1028576.3471138942
96,2026-03-08,24615770,46048607.794713214,47239206.25205289,1190598.4573396759
96,2026-03-09,24616319,79428179.14302272,80889630.0848246,1461450.9418018921
96,2026-03-09,24616503,25280057.231085185,25979883.823725723,699826.5926405357
96,2026-03-09,24616588,36470598.64624949,37034065.043428496,563466.397179011
96,2026-03-09,24616736,32046849.72893396,32393390.395960107,346540.6670261465
96,2026-03-09,24616769,25364668.65161772,25771052.81963686,406384.16801913804
96,2026-03-09,24617334,27036232.904080454,27487760.308675632,451527.4045951789
96,2026-03-09,24617578,12579601.159496594,12913659.361964326,334058.20246773254
96,2026-03-09,24617604,8706907.260798018,8870172.765239066,163265.50444104554
96,2026-03-09,24617877,23477260.11120698,24023970.437832996,546710.3266260186
96,2026-03-09,24618085,57415964.2546017,57953090.34868442,537126.0940827216
96,2026-03-09,24618343,21881288.26346881,22025511.904380057,144223.6409112499
96,2026-03-09,24618661,47637244.23555805,48283729.39375443,646485.1581963848
96,2026-03-09,24618799,23767407.538196534,24123234.345121518,355826.80692498636
96,2026-03-09,24618842,49064904.0227911,49646090.22808828,581186.2052971835
96,2026-03-09,24619038,68572514.57089019,69804517.82683675,1232003.2559465657
96,2026-03-09,24619199,33415175.922429312,33719192.50656847,304016.58413915674
96,2026-03-09,24619236,54302967.66246833,54632823.61068561,329855.9482172763
96,2026-03-09,24619329,51512748.32073407,52144267.34790745,631519.0271733818
96,2026-03-09,24619380,14919545.343542712,15237637.831469152,318092.4879264391
96,2026-03-09,24619463,28273000.133815706,28439255.650268946,166255.51645324228
96,2026-03-09,24619663,10180052.185340889,10317410.363423867,137358.17808297853
96,2026-03-09,24619720,61140192.536008105,62135225.560479425,995033.0244713244
96,2026-03-09,24619824,74462094.50067067,75288948.82438214,826854.323711466
96,2026-03-09,24619883,17979546.447567593,18060317.450408876,80771.00284128508
96,2026-03-09,24619926,29933855.056660883,30406077.595913146,472222.5392522639
96,2026-03-09,24620101,27306535.16340445,27736577.984676678,430042.82127222844
96,2026-03-09,24620186,31741691.216825694,32498247.758894376,756556.5420686839
96,2026-03-09,24620303,24490339.222146314,24724092.27429486,233753.05214854394
96,2026-03-09,24620527,47153141.28270591,47745276.957457796,592135.6747518838
96,2026-03-09,24620995,32100701.501362626,32587763.051306505,487061.5499438807
96,2026-03-09,24621306,46361586.67985101,47195747.54651065,834160.8666596427
96,2026-03-09,24621369,37641691.07831325,40651767.025742516,3010075.947429265
96,2026-03-09,24621511,30883831.056409553,31251388.515832063,367557.45942250954
96,2026-03-09,24621532,35324559.34119808,37619771.73904968,2295212.3978516017
96,2026-03-09,24621740,53789068.14002376,56788218.94072497,2999150.800701213
96,2026-03-09,24621821,39099610.68232516,39402212.717824794,302602.03549963376
96,2026-03-09,24621874,25050075.92793743,25475835.626770616,425759.69883318397
96,2026-03-09,24621898,26184473.950741906,26747700.2236262,563226.2728842964
96,2026-03-09,24621957,40294186.02679075,41197003.09949729,902817.0727065365
96,2026-03-09,24622023,71229131.70925984,72348975.71250618,1119844.0032463344
96,2026-03-09,24622069,40021566.01647135,41988012.37758851,1966446.361117164
96,2026-03-09,24622111,33729066.13482606,35287439.52380089,1558373.3889748317
96,2026-03-09,24622113,56131357.641547315,57157968.8074826,1026611.1659352863
96,2026-03-09,24622139,35807743.27043975,36208395.11476392,400651.8443241713
96,2026-03-09,24622317,38019575.26945547,38496554.89128874,476979.6218332779
96,2026-03-09,24622369,47801670.26327224,49954020.14364922,2152349.880376984
96,2026-03-09,24622554,36731428.22866887,38152651.17264756,1421222.943978689
96,2026-03-09,24622828,37326043.54863947,38071576.14718251,745532.598543047
96,2026-03-09,24623156,72896989.97180516,73588160.07014097,691170.0983358037
96,2026-03-09,24623217,28963368.05842826,29409047.969635308,445679.91120704386
96,2026-03-10,24623502,41110070.83652643,41572913.03958045,462842.2030540174
96,2026-03-10,24623842,46733807.23210296,46781807.23210296,48000.0
96,2026-03-10,24624006,24310547.56534048,24572874.73724069,262327.17190020846
96,2026-03-10,24624218,25121040.76831158,25478244.21011818,357203.4418065994
96,2026-03-10,24624287,30838991.07469959,30961246.23665586,122255.1619562712
96,2026-03-10,24624372,46991343.210608885,48677086.04111336,1685742.8305044784
96,2026-03-10,24624723,16206832.054703731,16470552.872953344,263720.8182496136
96,2026-03-10,24624793,29235689.286406267,29318141.599945206,82452.31353893837
96,2026-03-10,24624909,65034521.89557276,65595337.099288836,560815.2037160812
96,2026-03-10,24624954,60516315.531024836,61469279.78129338,952964.2502685413
96,2026-03-10,24625004,62389078.436667114,63553886.651457086,1164808.2147899764
96,2026-03-10,24625400,36226158.57057944,36823266.22980438,597107.6592249429
96,2026-03-10,24625678,33642431.2802663,34506875.90008345,864444.6198171562
96,2026-03-10,24625921,34533015.513885744,35572550.88980637,1039535.375920621
96,2026-03-10,24626029,55703307.179915175,57927574.107523695,2224266.9276085156
96,2026-03-10,24626086,27251755.726788882,28016224.930177838,764469.2033889559
96,2026-03-10,24626229,35134575.25518558,35735027.71042789,600452.4552423053
96,2026-03-10,24626309,29680824.06683623,30351226.60609046,670402.5392542278
96,2026-03-10,24626340,43909154.643503256,44937896.17948591,1028741.5359826521
96,2026-03-10,24626527,28321506.731398836,28550473.868657213,228967.1372583761
96,2026-03-10,24626614,65095297.747874446,65769228.651166685,673930.9032922453
96,2026-03-10,24626789,54559882.24100082,55787441.134067595,1227558.8930667709
96,2026-03-10,24626810,20354430.455776166,20514360.048939362,159929.5931631976
96,2026-03-10,24626863,36397415.3999351,36685011.84844351,287596.4485084062
96,2026-03-10,24626894,39275117.52894831,39874055.197812535,598937.6688642261
96,2026-03-10,24627038,13415795.537830114,13463409.73801943,47614.200189314215
96,2026-03-10,24627236,30848013.01732444,31536924.23208155,688911.2147571087
96,2026-03-10,24627414,20708489.218023345,20863339.231969755,154850.0139464115
96,2026-03-10,24627563,28541434.387291107,28759279.23236396,217844.84507285443
96,2026-03-10,24627634,41504965.48746177,42914567.73655638,1409602.2490946099
96,2026-03-10,24627865,20467083.466562465,20703058.40842837,235974.94186590944
96,2026-03-10,24627937,41907001.84073223,42891865.32593492,984863.4852026816
96,2026-03-10,24628089,33949820.3006399,34410622.10934986,460801.8087099658
96,2026-03-10,24628111,60563021.93838566,62060092.44028842,1497070.5019027588
96,2026-03-10,24628222,35328719.81542429,36024274.42159908,695554.6061747901
96,2026-03-10,24628374,28045802.69755374,28214356.527837962,168553.8302842212
96,2026-03-10,24628641,32761152.437609494,33910129.134207375,1148976.6965978774
96,2026-03-10,24628825,14021194.033798384,14306807.913592173,285613.87979378836
96,2026-03-10,24629006,25781588.521740675,26557231.610666644,775643.0889259693
96,2026-03-10,24629106,52178708.43432254,54285688.59285007,2106980.158527525
96,2026-03-10,24629275,30886269.740302812,33174551.957518913,2288282.2172161015
96,2026-03-10,24629318,25807758.577086728,26531395.581474118,723637.0043873918
96,2026-03-10,24629434,38052116.386291325,38556697.74530694,504581.3590156174
96,2026-03-10,24629468,26499150.082532693,27107865.053867646,608714.9713349519
96,2026-03-10,24629491,28590785.88605192,29252096.86074194,661310.9746900202
96,2026-03-10,24629624,30147604.343462832,31191530.816374425,1043926.4729115911
96,2026-03-10,24629838,80494379.28875153,80713251.73840454,218872.44965302176
96,2026-03-10,24629959,28292020.34569432,29598908.166361727,1306887.820667409
96,2026-03-10,24630402,38768148.8156073,40676198.961030446,1908050.145423142
96,2026-03-10,24630503,23307117.904319607,24129450.893492766,822332.98917316
96,2026-03-11,24630544,36870789.16613038,37666931.28171229,796142.1155819121
96,2026-03-11,24630616,36917379.558109604,37769738.91147646,852359.3533668537
96,2026-03-11,24630718,29704352.157093775,30194827.116689447,490474.95959567465
96,2026-03-11,24630883,38958497.64092192,39905878.341770515,947380.7008485938
96,2026-03-11,24630980,39521319.87837008,40667271.82677805,1145951.9484079722
96,2026-03-11,24631486,72172447.07916978,73929994.9982767,1757547.919106913
96,2026-03-11,24631537,35379403.61531999,36326563.32746951,947159.7121495194
96,2026-03-11,24631596,26640566.900802877,27118206.42482089,477639.5240180143
96,2026-03-11,24631607,29522211.343578357,30545210.1802335,1022998.8366551446
96,2026-03-11,24632080,34645555.085963614,35649158.91552607,1003603.8295624576
96,2026-03-11,24632162,17659372.45194966,17971219.906504627,311847.45455496595
96,2026-03-11,24632414,44226994.7647516,45641764.902894296,1414770.1381426977
96,2026-03-11,24632455,59437843.073546335,61471842.563809514,2033999.490263181
96,2026-03-11,24632572,5231688.533347141,5559476.682986033,327788.1496388928
96,2026-03-11,24632633,48531725.79934181,49369775.52293078,838049.7235889653
96,2026-03-11,24632685,32659910.87628025,34193749.739208706,1533838.862928455
96,2026-03-11,24632690,35083429.136751354,35582159.65270203,498730.5159506829
96,2026-03-11,24632736,40225096.2882351,41478081.59193426,1252985.3036991612
96,2026-03-11,24632737,44502034.04003288,45366099.721596226,864065.6815633455
96,2026-03-11,24632977,7761211.5930888355,7761211.5930888355,0.0
96,2026-03-11,24633009,33733361.43292765,34618931.71668871,885570.2837610547
96,2026-03-11,24633084,17653244.11273714,17992810.177867413,339566.0651302707
96,2026-03-11,24633379,17836558.336544767,18672741.006817553,836182.6702727893
96,2026-03-11,24633426,50846823.03316923,51946391.84547699,1099568.812307762
96,2026-03-11,24633543,22034686.6976865,22446295.250066873,411608.5523803709
96,2026-03-11,24633703,40118022.05670155,42388530.116324276,2270508.0596227306
96,2026-03-11,24633854,48917711.412798494,49940964.33660097,1023252.9238024736
96,2026-03-11,24634310,22754332.03045701,23778666.81695652,1024334.7864995113
96,2026-03-11,24634811,49035265.220804945,50405927.835120596,1370662.6143156542
96,2026-03-11,24634818,41488207.27139554,42075889.531006366,587682.2596108232
96,2026-03-11,24634975,26061399.683285613,26505740.78398135,444341.1006957351
96,2026-03-11,24634986,67655642.21038145,68518122.2737489,862480.0633674474
96,2026-03-11,24634996,39126691.18354038,39318680.63552498,191989.45198459926
96,2026-03-11,24635019,24080301.988978177,24624291.69033865,543989.7013604727
96,2026-03-11,24635200,31638626.22717794,32174428.43971708,535802.2125391383
96,2026-03-11,24635355,16368039.883314716,17287546.900301736,919507.0169870206
96,2026-03-11,24635372,52290183.95256401,56955632.3954792,4665448.442915196
96,2026-03-11,24635498,9102635.39689872,9148118.714936307,45483.31803758655
96,2026-03-11,24635644,41851498.80282695,44335643.88648321,2484145.0836562645
96,2026-03-11,24635759,24424473.968160782,24556137.929482926,131663.9613221442
96,2026-03-11,24635854,8877517.971549032,9064619.43683848,187101.4652894474
96,2026-03-11,24636012,82877470.92087896,86409926.95584784,3532456.0349688744
96,2026-03-11,24636040,56540246.23304293,60019692.49731078,3479446.264267846
96,2026-03-11,24636100,45315539.058180526,46448084.833836496,1132545.775655968
96,2026-03-11,24636124,61229197.37599669,66653972.96438885,5424775.588392161
96,2026-03-11,24636222,31450029.216552302,32134609.670430195,684580.453877895
96,2026-03-11,24636455,72733662.88573635,75590922.24358754,2857259.3578511863
96,2026-03-11,24637194,52786425.12347765,54066516.76867761,1280091.6451999513
96,2026-03-11,24637452,28127702.565609135,28241142.778593652,113440.2129845171
96,2026-03-11,24637618,25473310.116668724,27105446.530096255,1632136.4134275338
96,2026-03-12,24637696,39721372.66674817,40555468.087592795,834095.4208446227
96,2026-03-12,24637724,75909253.78323525,77362127.80927166,1452874.0260364136
96,2026-03-12,24638113,26724121.80853903,27243520.402009074,519398.5934700447
96,2026-03-12,24638524,19540255.795087222,21138625.47429852,1598369.679211299
96,2026-03-12,24638593,43248296.89792305,44419703.88531003,1171406.9873869838
96,2026-03-12,24638648,44084948.05017496,45255074.27318509,1170126.2230101281
96,2026-03-12,24638842,49819693.26478922,50190838.56624358,371145.30145435326
96,2026-03-12,24638892,47952543.56457368,49259939.735415325,1307396.1708416352
96,2026-03-12,24639031,63310492.822452866,65101488.63048125,1790995.8080283836
96,2026-03-12,24639151,19081365.745969545,19448153.31659582,366787.5706262747
96,2026-03-12,24639154,17906281.903976575,18140512.448483802,234230.54450722685
96,2026-03-12,24639202,19586120.841159645,19712765.336708482,126644.49554883568
96,2026-03-12,24639353,29614761.327698454,30277583.053242862,662821.7255444091
96,2026-03-12,24639380,28341729.56025623,29518280.658471543,1176551.0982153132
96,2026-03-12,24639631,41684084.61373474,43057663.72657251,1373579.112837781
96,2026-03-12,24639694,25027825.975997727,25895740.251292694,867914.2752949651
96,2026-03-12,24639822,28002580.137565367,28959574.478891186,956994.3413258188
96,2026-03-12,24639878,20492041.657348853,21450374.211107526,958332.553758673
96,2026-03-12,24639891,53144831.03289165,55074535.515993305,1929704.4831016494
96,2026-03-12,24640131,30829379.243948903,30949900.817203846,120521.5732549433
96,2026-03-12,24640424,44956529.763871945,47436705.12465154,2480175.360779587
96,2026-03-12,24640551,70062404.02823336,71881536.62327771,1819132.5950443363
96,2026-03-12,24640584,53259587.76640855,54257456.7936756,997869.0272670536
96,2026-03-12,24640664,28870876.687982652,29703294.073851142,832417.3858684914
96,2026-03-12,24640669,70040699.10134174,75061008.4213381,5020309.31999636
96,2026-03-12,24640992,44461617.31375198,46188188.22454435,1726570.9107923661
96,2026-03-12,24641185,26751460.999272957,27191621.1419225,440160.1426495388
96,2026-03-12,24641221,19656756.545901805,20119860.545901805,463104.0
96,2026-03-12,24641343,61118738.124856226,65784651.20500464,4665913.080148413
96,2026-03-12,24641556,42900835.83004174,44044369.57988088,1143533.7498391427
96,2026-03-12,24642229,13992590.562663557,14280500.0493789,287909.4867153413
96,2026-03-12,24642394,41444759.74729716,42961169.65052057,1516409.903223409
96,2026-03-12,24642490,75020419.04827368,78372141.81197241,3351722.7636987185
96,2026-03-12,24642627,10831594.493156057,11527863.144062094,696268.6509060375
96,2026-03-12,24642660,69432172.89895646,72023353.85133457,2591180.952378119
96,2026-03-12,24642696,38716698.1283521,40264898.1425986,1548200.0142464982
96,2026-03-12,24642878,27557200.179805897,28887547.256914943,1330347.0771090458
96,2026-03-12,24642895,8793255.034979893,8820377.875026304,27122.84004641068
96,2026-03-12,24643082,72542563.29235591,74116580.13545886,1574016.8431029445
96,2026-03-12,24643256,28340773.018371314,28672401.201494597,331628.1831232827
96,2026-03-12,24643330,37073183.29480103,37723698.448420994,650515.1536199695
96,2026-03-12,24643748,33540462.589671943,35192183.87579701,1651721.2861250672
96,2026-03-12,24643802,39976472.84400646,40941843.64490468,965370.8008982241
96,2026-03-12,24644020,33436508.10004108,33863985.12396845,427477.02392736846
96,2026-03-12,24644096,42075068.462473646,43075955.50394443,1000887.04147078
96,2026-03-12,24644412,37367662.34379001,38171482.15637984,803819.8125898344
96,2026-03-12,24644576,38352125.479555026,39154210.960111946,802085.4805569245
96,2026-03-12,24644645,38572393.93195959,38857709.52347678,285315.591517186
96,2026-03-12,24644667,34611718.821559645,35432185.35740702,820466.5358473767
96,2026-03-12,24644802,42463027.17112811,43275743.9454836,812716.7743554882
96,2026-03-13,24644823,26773370.182579834,27420420.195231054,647050.0126512197
96,2026-03-13,24644993,25762127.926940616,26036270.41762531,274142.4906846931
96,2026-03-13,24645104,9569976.539757088,9608425.907203758,38449.36744667005
96,2026-03-13,24645112,30157668.322847515,30416965.235631112,259296.91278359757
96,2026-03-13,24645124,47563477.16739703,48161646.84212941,598169.674732386
96,2026-03-13,24645162,41651158.517885424,43425203.984879054,1774045.4669936285
96,2026-03-13,24645201,33405379.43212879,34188859.21208049,783479.7799517027
96,2026-03-13,24645246,18989695.356523007,19373517.43157583,383822.07505282544
96,2026-03-13,24645600,55194162.68228658,55497958.67477595,303795.9924893667
96,2026-03-13,24645694,32384289.49445514,32818096.9995864,433807.5051312608
96,2026-03-13,24646015,63504399.687481046,65532571.560064405,2028171.8725833555
96,2026-03-13,24646210,17583965.83701377,18184904.24831908,600938.411305306
96,2026-03-13,24646332,23723267.926122412,23928274.473885544,205006.54776312847
96,2026-03-13,24646358,39947520.50088613,40400783.290496744,453262.7896106132
96,2026-03-13,24646651,35255255.818720125,36916748.54073485,1661492.722014726
96,2026-03-13,24646673,44463208.55792751,45068174.546787895,604965.9888603796
96,2026-03-13,24646752,55685022.55976083,55807623.55099412,122600.9912332857
96,2026-03-13,24646870,38883086.156748064,40112425.642849885,1229339.4861018246
96,2026-03-13,24646993,63753274.97758886,64959304.47275496,1206029.4951661024
96,2026-03-13,24647048,29715781.91522051,30805894.53700373,1090112.621783219
96,2026-03-13,24647080,10824836.020093367,10824836.020093367,0.0
96,2026-03-13,24647171,33284615.870022915,34002720.38548322,718104.515460304
96,2026-03-13,24647214,6982274.580550661,7094601.568674881,112326.98812421977
96,2026-03-13,24647220,69298670.89537747,70397122.40390776,1098451.5085302882
96,2026-03-13,24647624,27798381.61787629,28575864.90093997,777483.2830636811
96,2026-03-13,24647642,45312341.21964367,46203840.646272734,891499.4266290662
96,2026-03-13,24647707,24064619.764534272,24953121.61554208,888501.8510078081
96,2026-03-13,24647862,36332468.60319901,36785903.75263779,453435.1494387778
96,2026-03-13,24648267,36771682.51298731,37763160.79182204,991478.2788347305
96,2026-03-13,24648976,36797640.547059074,37843403.28479356,1045762.7377344932
96,2026-03-13,24649026,43057389.48054302,43533322.921488084,475933.4409450625
96,2026-03-13,24649101,18377251.587841228,18551467.378839977,174215.79099874862
96,2026-03-13,24649202,37245531.00240852,37647529.64758326,401998.6451747427
96,2026-03-13,24649225,36930409.926184654,37606319.652812846,675909.7266281897
96,2026-03-13,24649237,75934781.08800423,78996160.26473603,3061379.1767317937
96,2026-03-13,24649286,36959086.11665124,37048826.344036855,89740.2273856193
96,2026-03-13,24649456,57641945.01470435,59840565.363080814,2198620.348376471
96,2026-03-13,24649532,37810944.3301051,38680080.95218361,869136.6220785113
96,2026-03-13,24649624,28206445.71333359,28906047.258951798,699601.5456182047
96,2026-03-13,24649644,25569577.591433223,27239254.27751969,1669676.686086468
96,2026-03-13,24649673,44323902.42018506,45517333.556302086,1193431.136117025
96,2026-03-13,24649907,35420789.03645237,36521214.6485976,1100425.6121452309
96,2026-03-13,24650582,30959419.891144726,32300621.872196414,1341201.9810516883
96,2026-03-13,24650770,67506006.42680441,68751446.03820173,1245439.6113973274
96,2026-03-13,24650883,9775691.557684772,9899441.720936699,123750.16325192747
96,2026-03-13,24651110,25855791.827859998,26927908.98625725,1072117.1583972543
96,2026-03-13,24651360,48799750.37372043,51723814.27326745,2924063.8995470176
96,2026-03-13,24651506,45275869.199621364,46708816.2126189,1432947.0129975355
96,2026-03-13,24651596,42476566.34248139,43437399.75135872,960833.4088773282
96,2026-03-13,24651667,25686424.59389913,26383861.30552767,697436.7116285402
96,2026-03-14,24652090,49534465.970290944,51928018.67618137,2393552.7058904194
96,2026-03-14,24652183,28208078.551859025,28932511.437795814,724432.8859367886
96,2026-03-14,24652362,33686578.00949854,37231988.559173405,3545410.5496748704
96,2026-03-14,24652657,76301349.56675148,78451447.20196538,2150097.6352139013
96,2026-03-14,24652937,11923741.651150513,12342970.344607947,419228.69345743454
96,2026-03-14,24652970,25278735.242855847,26017514.134778034,738778.8919221848
96,2026-03-14,24653107,17117661.606004972,17896363.778306838,778702.1723018659
96,2026-03-14,24653261,21986328.14604961,22973512.740232635,987184.5941830272
96,2026-03-14,24653374,42623558.611186214,43665730.37373876,1042171.7625525462
96,2026-03-14,24653478,29460484.919725645,30780063.14221693,1319578.2224912813
96,2026-03-14,24653616,45187897.69952548,45671936.56399725,484038.86447176326
96,2026-03-14,24653703,15555242.8289944,16103409.833689509,548167.0046951082
96,2026-03-14,24654010,37822857.94082141,38981750.00383819,1158892.0630167753
96,2026-03-14,24654118,8044716.141706188,8082161.411936816,37445.27023062727
96,2026-03-14,24654576,61704675.381670654,63846877.26025927,2142201.8785886182
96,2026-03-14,24654577,27680504.084093966,29471985.64471943,1791481.5606254656
96,2026-03-14,24654712,36157899.39277873,37137512.959411174,979613.5666324402
96,2026-03-14,24654864,28742141.98629549,29336824.318665516,594682.3323700255
96,2026-03-14,24655146,47602309.588000365,48140036.52248945,537726.9344890836
96,2026-03-14,24655224,83008401.0651615,83659034.75877282,650633.6936113315
96,2026-03-14,24655366,28696164.200851575,29249711.00632362,553546.8054720465
96,2026-03-14,24655634,30659093.148343332,31565501.053623963,906407.9052806312
96,2026-03-14,24655815,46399078.31736388,47122615.27288565,723536.9555217719
96,2026-03-14,24655828,40114767.608520925,41314227.945662975,1199460.3371420456
96,2026-03-14,24655970,24051908.632821504,24818963.20567845,767054.5728569467
96,2026-03-14,24656030,20853344.213945504,21505699.235057928,652355.021112424
96,2026-03-14,24656039,18874299.24077962,19885119.328393277,1010820.0876136583
96,2026-03-14,24656100,28983713.104595825,30832344.45830243,1848631.3537066078
96,2026-03-14,24656194,67138233.30046302,70055942.21622875,2917708.915765732
96,2026-03-14,24656213,34649552.54541021,36581437.0164448,1931884.471034594
96,2026-03-14,24656253,22822372.874225415,23248515.91988659,426143.0456611741
96,2026-03-14,24656349,48951121.37997868,49650830.47676885,699709.0967901696
96,2026-03-14,24656475,39286190.34964406,41301700.28653269,2015509.9368886338
96,2026-03-14,24656523,23702790.726814616,23988045.9945084,285255.2676937825
96,2026-03-14,24656545,25155704.647692244,26342188.03043623,1186483.3827439863
96,2026-03-14,24656564,32025779.806825332,33374493.36297547,1348713.5561501386
96,2026-03-14,24656665,25022920.30077283,25356430.711296014,333510.4105231817
96,2026-03-14,24656716,51057264.85478231,52356916.95103888,1299652.0962565667
96,2026-03-14,24656911,34800025.93496603,35932230.33831207,1132204.4033460366
96,2026-03-14,24657011,22379801.68415777,23242636.245684393,862834.5615266219
96,2026-03-14,24657241,23905416.03428662,24393994.675110012,488578.6408233943
96,2026-03-14,24657264,16371415.160270618,16775849.951116035,404434.7908454165
96,2026-03-14,24657359,26797682.065036047,27617817.74829182,820135.6832557737
96,2026-03-14,24657538,56632466.9387846,57711509.794844836,1079042.8560602383
96,2026-03-14,24657563,40961668.085138485,42538221.21678593,1576553.131647445
96,2026-03-14,24657709,44847808.27842376,48074129.96770905,3226321.689285298
96,2026-03-14,24658137,63835322.229599975,65092672.56898641,1257350.3393864287
96,2026-03-14,24658182,33967624.61249529,35177765.35442143,1210140.7419261425
96,2026-03-14,24658830,39487896.863545634,40590194.88641331,1102298.0228676798
96,2026-03-14,24658862,39151833.09445156,40094907.38516057,943074.2907090159
96,2026-03-15,24659311,60684479.59933133,62274620.796164125,1590141.196832793
96,2026-03-15,24659696,33850807.47309825,34476433.34955554,625625.8764572875
96,2026-03-15,24659934,19803559.07032507,20575897.135796197,772338.0654711265
96,2026-03-15,24659952,42146913.81026405,43861903.129179,1714989.3189149469
96,2026-03-15,24659953,27166080.503630005,27821180.946400564,655100.4427705585
96,2026-03-15,24660148,26973091.579146754,27901644.31347588,928552.7343291256
96,2026-03-15,24660227,17583502.93751959,18589536.70414752,1006033.7666279316
96,2026-03-15,24660306,52607217.31421248,53702368.976739995,1095151.6625275163
96,2026-03-15,24660494,26658773.173710328,27888738.10604186,1229964.9323315306
96,2026-03-15,24660694,28868458.732219823,29895712.070677347,1027253.3384575234
96,2026-03-15,24660830,34490785.68400937,36142007.76749368,1651222.0834843046
96,2026-03-15,24660912,51721518.19631072,52390880.58128289,669362.3849721684
96,2026-03-15,24660936,51024506.32968648,53142780.374364786,2118274.044678307
96,2026-03-15,24660998,62956894.483106054,63526123.96421062,569229.4811045643
96,2026-03-15,24661095,50048623.41649168,51545557.35325814,1496933.9367664587
96,2026-03-15,24661179,90145731.62043677,90594206.33121133,448474.71077455656
96,2026-03-15,24661188,34316555.49391182,35476118.28003666,1159562.78612484
96,2026-03-15,24661547,40776713.132253245,42634420.224480696,1857707.0922274576
96,2026-03-15,24661569,21615484.214151133,22422260.183510594,806775.9693594639
96,2026-03-15,24661866,35271263.92120972,35967583.21432519,696319.2931154735
96,2026-03-15,24662050,19937325.97626904,20868937.87503716,931611.8987681188
96,2026-03-15,24662120,45831071.157897614,46891333.52774357,1060262.3698459547
96,2026-03-15,24662161,67907068.51382074,69344875.00840572,1437806.4945849727
96,2026-03-15,24662168,29209504.180021994,29848055.0837427,638550.9037207068
96,2026-03-15,24662261,55129649.82974151,57165935.987672225,2036286.1579307178
96,2026-03-15,24662294,23165611.355235144,24121863.98439656,956252.6291614111
96,2026-03-15,24662391,46011867.41968746,48017506.7353463,2005639.3156588431
96,2026-03-15,24662748,22113135.045941435,22463167.279385865,350032.2334444301
96,2026-03-15,24662852,33840607.950292975,34988018.93547207,1147410.9851790965
96,2026-03-15,24662921,23762840.143746678,24499592.745420124,736752.6016734467
96,2026-03-15,24663003,45481759.96605576,47116100.074512094,1634340.1084563367
96,2026-03-15,24663357,24150603.128301878,25216960.622092064,1066357.4937901902
96,2026-03-15,24663401,30502819.225236606,32708467.285271496,2205648.060034891
96,2026-03-15,24663615,47715720.54714725,49392128.470680065,1676407.9235328173
96,2026-03-15,24663755,42237707.28495328,44667783.808023594,2430076.523070312
96,2026-03-15,24663980,53011151.79005263,55251369.35267954,2240217.5626269123
96,2026-03-15,24664142,52858003.71676005,55494427.810147084,2636424.0933870375
96,2026-03-15,24664511,51975594.985282846,52444189.63272765,468594.6474448026
96,2026-03-15,24665024,36536456.586533874,38304909.498548776,1768452.912014905
96,2026-03-15,24665031,45776174.94191095,47200449.823256515,1424274.8813455626
