mechanism,benchmark,benchmark_label,propagation_time_s,shared_limit,shared_target,floor_rate,m_execution,m_data,cpsb,m_state,state_demand_cap_multiple,state_demand_cap_label,equilibrium_fee_wei,equilibrium_binding_branch,equilibrium_state_demand_cap_active,equilibrium_regular_gas,equilibrium_state_gas,equilibrium_execution_gas,equilibrium_data_gas,equilibrium_state_activity_multiple,equilibrium_annual_state_gib,n_replications,burn_in_blocks,measured_blocks,reference_cpsb,included_execution,included_execution_p05,included_execution_p95,included_data,included_data_p05,included_data_p95,included_state,included_state_p05,included_state_p95,included_execution_metered,included_execution_metered_p05,included_execution_metered_p95,included_data_metered,included_data_metered_p05,included_data_metered_p95,included_regular_metered,included_regular_metered_p05,included_regular_metered_p95,included_state_metered,included_state_metered_p05,included_state_metered_p95,included_state_bytes,included_state_bytes_p05,included_state_bytes_p95,runtime_bal_bytes,runtime_bal_bytes_p05,runtime_bal_bytes_p95,estimated_static_payload_bytes,estimated_static_payload_bytes_p05,estimated_static_payload_bytes_p95,estimated_counted_payload_bytes,estimated_counted_payload_bytes_p05,estimated_counted_payload_bytes_p95,annualized_state_growth_gib,annualized_state_growth_gib_p05,annualized_state_growth_gib_p95,shared_fee_wei,shared_fee_wei_p05,shared_fee_wei_p95,shared_limit_hit_fraction,shared_limit_hit_fraction_p05,shared_limit_hit_fraction_p95,shared_near_limit_fraction,shared_near_limit_fraction_p05,shared_near_limit_fraction_p95,shared_fee_floor_bounded_fraction,shared_fee_floor_bounded_fraction_p05,shared_fee_floor_bounded_fraction_p95,shared_target_deviation,shared_target_deviation_p05,shared_target_deviation_p95,shared_rationed_gas,shared_rationed_gas_p05,shared_rationed_gas_p95,shared_fee_log_return_sd,shared_fee_log_return_sd_p05,shared_fee_log_return_sd_p95,regular_binding_fraction,regular_binding_fraction_p05,regular_binding_fraction_p95,state_demand_cap_active_fraction,state_demand_cap_active_fraction_p05,state_demand_cap_active_fraction_p95,base_fee_exposure_proxy_eth_per_block,base_fee_exposure_proxy_eth_per_block_p05,base_fee_exposure_proxy_eth_per_block_p95
shared_fee_8131_8279,fully_optimized,"Floor- and state-growth-adjusted: derived F, matched CPSB",3.5,550000000.0,275000000.0,82,1.4479558695732846,3.0874605142255307,5610.0,20.73982261803924,5.0,5x,323037.9984111931,state,False,77604972.67226711,275000000.00002396,66949369.28391947,10655603.388347628,2.5284371408603534,119.97626108282796,32,7200,50400,1530.0,50384378.493730925,44762866.96737946,56441596.29162641,4248896.780498683,3289610.891678932,5397551.331974129,13394229.75915788,13286248.781897351,13451799.366289336,72954356.5747996,64814655.96434585,81724940.63854599,13118301.038809666,10156543.735225014,16664726.610975346,86072657.61360939,74684859.11602554,97713597.4501132,277793949.3101721,275554442.99566907,278987932.7502658,49517.63802320358,49118.43903666115,49730.46929594756,258139.9271861394,231693.27338620747,285445.48350284173,479926.31952378195,371571.94666506344,609670.4813080911,738066.2467099214,602178.2529351448,897230.7944948197,121.19519778059704,120.21815198319544,121.71610566764156,570184.7288824219,248546.64409867892,1081849.5886659685,0.0846366567460317,0.0768253968253968,0.0944781746031746,0.0899857390873015,0.0821478174603174,0.100016865079365,0.0,0.0,0.0,0.4042437989571115,0.3877819134318747,0.4236805181155383,20735833.24538783,16767846.219454046,25868182.81724766,0.0616922054177082,0.059554359946926,0.0640014654741773,0.0244283234126984,0.010515873015873,0.0492539682539682,0.0889508928571428,0.0344871031746031,0.1645406746031746,0.000190878311399,8.589915711038832e-05,0.00034740851646
shared_fee_8131_8279,fully_optimized,"Floor- and state-growth-adjusted: derived F, matched CPSB",3.5,550000000.0,275000000.0,82,1.4479558695732846,3.0874605142255307,5610.0,20.73982261803924,inf,unrestricted,323037.9984111931,state,False,77604972.67226711,275000000.00002396,66949369.28391947,10655603.388347628,2.5284371408603534,119.97626108282796,32,7200,50400,1530.0,48492523.43394486,44335329.73984353,52405688.16229741,3823186.806216768,3242356.3955012765,4677078.0419457285,13440955.804081852,13423905.952331586,13459262.276026277,70215033.93660058,64195600.92627376,75881123.77362607,11803938.302702278,10010647.344156872,14440293.776458671,82018972.23930289,74299483.96876854,89249869.1493386,278763039.19353783,278409428.2925756,279142712.17442447,49690.38131792118,49627.34907176035,49758.05921112736,249880.61476913263,230932.79400117084,267400.9198865405,431841.0325195389,366234.4019792094,528290.7462235551,681721.6472886715,596335.4733950933,801702.6356789188,121.61798971099488,121.4637172972655,121.7836324189256,573518.6078537854,251879.5391214964,1087237.6765498968,0.0849156746031746,0.0769365079365079,0.0941071428571428,0.0902442956349206,0.0823849206349206,0.099454365079365,0.0,0.0,0.0,0.4042587361840235,0.3873968126706064,0.4237610945285641,20603303.904057845,16465922.194888348,25338424.10445484,0.0617988016300046,0.0596877910984041,0.0640377243130248,0.0127349950396825,0.0082847222222222,0.0185059523809523,0.0,0.0,0.0,0.0001920561064837,8.721897912617607e-05,0.000348637000072
shared_fee_8131_8279,fully_optimized,"Floor- and state-growth-adjusted: derived F, matched CPSB",4.0,500000000.0,250000000.0,64,1.4479558695732846,2.161501805529043,5100.0,18.854384198217492,1.5,1.5x,56.37358724831746,regular,True,250000000.00000685,148312961.37045,191023733.55684364,58976266.443163216,1.5,71.17613830138775,32,7200,50400,1530.0,120520542.16372937,114547583.21575594,126471225.52884752,22583898.645213827,20335946.78056826,26303606.52948471,7570072.578855181,6777113.022278247,8280845.861180678,174508426.4301268,165859845.46268874,183124753.33662307,48815137.69751464,43956185.68334094,56855293.00540706,223323564.12764096,210958347.7481904,232110175.37607014,142729056.810125,127778292.67677695,156130249.35291627,27986.089570612745,25054.56719152489,30613.77438292476,554103.230460187,526008.7781286296,580906.8038874177,2550922.7258807393,2297009.4583667777,2971075.4871328482,3105025.956340926,2841973.531048431,3520991.5137642208,68.4963943358234,61.32144721162264,74.92769423716354,209579.15153986873,342.73706542376,639937.0758627245,0.032299107142857136,0.022509920634920636,0.04337599206349206,0.03673053075396826,0.026484126984126985,0.04869444444444444,0.0,0.0,0.0,0.34298549548772744,0.31976907768700524,0.3657516912085309,4973060.949889841,2679959.4156648507,7878110.302596531,0.04962351804893053,0.045592997266911,0.053648688470343174,0.8289353918650793,0.7609166666666667,0.8898978174603175,0.9835980902777778,0.9540515873015873,1.0,6.106310534151232e-05,1.2205893488030993e-07,0.00018953485484329234
shared_fee_8131_8279,fully_optimized,"Floor- and state-growth-adjusted: derived F, matched CPSB",4.0,500000000.0,250000000.0,64,1.4479558695732846,2.161501805529043,5100.0,18.854384198217492,2.0,2x,56.37358724831746,regular,True,250000000.00000685,197750615.1606,191023733.55684364,58976266.443163216,2.0,94.90151773518366,32,7200,50400,1530.0,108993689.73586564,100213923.03036349,117372635.10364516,19438987.872894578,17205132.709844038,23156787.08785685,9614894.823550928,8764920.505628547,10355422.555731269,157818052.79949605,145105338.06478035,169950395.92560568,42017407.38491888,37188925.41669495,50053437.10065425,199835460.1844151,182361065.16484132,214592769.76678097,181282921.02867457,165257178.67995012,195245115.40063575,35545.67078993619,32403.368368617674,38283.35596090897,508332.726903321,470057.83094529936,544418.4412557697,2195695.11500601,1943374.114488268,2615632.286027575,2704027.841909331,2433303.5558558577,3130222.7651786017,86.9985882527682,79.3077536604621,93.69911576180604,313815.887221252,47041.857383820374,832243.0171534067,0.0481442212301587,0.0342628968253968,0.0570843253968254,0.052688492063492,0.0377599206349206,0.0619434523809523,0.0,0.0,0.0,0.3630009658769504,0.338625286443299,0.3810034868903096,9498981.122675603,5680363.443094754,13388571.42459664,0.0532037867937139,0.0490860672775431,0.0560879595317264,0.6509120783730158,0.5512827380952381,0.7531676587301587,0.927571304563492,0.8592053571428572,0.9810178571428572,9.36883111731366e-05,1.4133471159208044e-05,0.0002493170863343
shared_fee_8131_8279,fully_optimized,"Floor- and state-growth-adjusted: derived F, matched CPSB",4.0,500000000.0,250000000.0,64,1.4479558695732846,2.161501805529043,5100.0,18.854384198217492,3.0,3x,355341.79825234425,state,False,74101462.14605744,250000000.00001428,66180699.361574434,7920762.784483012,2.528437140860278,119.97626108282438,32,7200,50400,1530.0,77650145.59235142,67046704.86128832,89663509.78134172,11323326.91466435,9141099.801088609,15399682.693959909,12240905.056575011,11615531.78806929,12734962.782961272,112433984.08366536,97080669.83944988,129828805.27443528,24475391.570642613,19758503.724574354,33286441.94756843,136909375.65430814,117582725.299722,162441174.75875786,230794726.87055176,219003698.99885544,240109881.05993217,45253.86801383368,42941.90176448146,47080.36883528082,376086.57940730744,330913.3623257561,426293.8329537006,1279005.5611286522,1032516.1119638056,1739442.8292698667,1655092.1405359595,1369712.0252831264,2150963.252729499,110.75955363023552,105.10097987675786,115.22994311444272,511985.6504447002,174816.949031941,1028477.4959203312,0.0735199652777778,0.0615208333333333,0.0848898809523809,0.0783792162698412,0.0662410714285714,0.0904355158730158,0.0,0.0,0.0,0.3924888178229139,0.3725443928607408,0.4141042141289162,16813524.958280146,12547388.936806088,21114128.031490702,0.0587607923287102,0.0559163118256777,0.0614302029124016,0.2717627728174603,0.1795972222222222,0.3918501984126984,0.6360317460317461,0.4890992063492063,0.7582936507936507,0.0001564505494294,5.4869813152794617e-05,0.0003106671873468
shared_fee_8131_8279,fully_optimized,"Floor- and state-growth-adjusted: derived F, matched CPSB",4.0,500000000.0,250000000.0,64,1.4479558695732846,2.161501805529043,5100.0,18.854384198217492,4.0,4x,355341.79825234425,state,False,74101462.14605744,250000000.00001428,66180699.361574434,7920762.784483012,2.528437140860278,119.97626108282438,32,7200,50400,1530.0,56975706.07582752,47582085.848105475,65810295.26338511,6222414.206669056,4272889.864258561,9025246.882185197,13181107.461943712,12909679.219006443,13391719.917947656,82498308.03557679,68896760.49030429,95290403.3049688,13449759.5424647,9235859.156421617,19508087.431188736,95948067.5780416,77799205.26685716,112033652.6693452,248521664.24545684,243404051.87087208,252492632.4078831,48729.73808734448,47726.28468056315,49508.35929566335,286805.0686993302,243909.38421254905,325867.96613259235,702841.3498924015,482636.414161937,1019430.1586333796,989646.4185917316,725682.8857649812,1316414.1150485373,119.266800296997,116.81083230350164,121.17248794902422,602018.6809811807,246148.97345353971,1139320.5883689057,0.0827988591269841,0.0732728174603174,0.0921398809523809,0.0880078125,0.0782390873015873,0.0977708333333333,0.0,0.0,0.0,0.4023750681948322,0.3869687721781003,0.4230329261899053,18825471.65343345,14514579.63599688,24268167.771908965,0.0611261146970773,0.0588499731187096,0.0638099515801751,0.0785720486111111,0.0295367063492063,0.1344940476190476,0.2914880952380952,0.1862718253968254,0.4377579365079365,0.0001848793620495,7.80915145151297e-05,0.0003458764396828
shared_fee_8131_8279,fully_optimized,"Floor- and state-growth-adjusted: derived F, matched CPSB",4.0,500000000.0,250000000.0,64,1.4479558695732846,2.161501805529043,5100.0,18.854384198217492,5.0,5x,355341.79825234425,state,False,74101462.14605744,250000000.00001428,66180699.361574434,7920762.784483012,2.528437140860278,119.97626108282438,32,7200,50400,1530.0,49775190.21356851,44240043.08195313,55693387.833236985,4505747.065903278,3490669.6319911727,5734099.765412844,13390213.233860042,13283752.18659779,13448386.44065386,72072278.82886311,64057630.05068846,80641567.8095561,9739180.418207126,7545088.712054314,12394266.99602345,81811459.24707037,71390930.23336501,92483867.99069645,252464224.80723113,250456967.32000193,253561044.79816043,49502.78917788845,49109.20927843176,49717.851921207926,255435.0854140133,229389.85315229892,282124.44150126487,508938.3710070359,394282.1668071531,647684.6904889457,764373.4564210493,622592.1870614629,932123.9906038528,121.15885499817398,120.195562004781,121.68522444454436,628171.1214177257,273656.55399916996,1191865.8056800002,0.0844649057539682,0.0766001984126984,0.0943789682539682,0.0897910466269841,0.0819474206349206,0.099875992063492,0.0,0.0,0.0,0.4038543930280935,0.3874274760421165,0.4233360558959547,18800067.41478757,15195041.684403615,23457383.168695036,0.0616546888403888,0.0595202057379241,0.0639580640817042,0.0263826884920634,0.0118402777777777,0.0523482142857142,0.0885664682539682,0.0343799603174603,0.1638115079365079,0.0001930160600141,8.690233966787278e-05,0.0003516538325597
shared_fee_8131_8279,fully_optimized,"Floor- and state-growth-adjusted: derived F, matched CPSB",4.0,500000000.0,250000000.0,64,1.4479558695732846,2.161501805529043,5100.0,18.854384198217492,inf,unrestricted,355341.79825234425,state,False,74101462.14605744,250000000.00001428,66180699.361574434,7920762.784483012,2.528437140860278,119.97626108282438,32,7200,50400,1530.0,47931252.52850194,43823192.43301533,51798803.341016896,4058812.556272481,3442135.4099594695,4966551.889999106,13436950.009955227,13418758.329193875,13455669.164846962,69402338.43464363,63454048.70682348,75002381.33449762,8773130.668686923,7440181.903502864,10735210.87748674,78175469.10333073,70963531.29957844,84938619.11351986,253345417.93991548,253002425.00162953,253698356.0781059,49675.57214508146,49608.318627770495,49744.77570158939,247386.8163056804,228659.14242559296,264700.71217257937,458455.7056573496,388800.07304165297,560987.7322111361,705842.5219630301,616641.8624077446,831649.4144961296,121.5817440275793,121.41713998632586,121.75112082043375,631802.7511734357,277279.2646886538,1197761.477339723,0.0847619047619047,0.0767916666666666,0.0940079365079365,0.0900657242063492,0.0822212301587301,0.0993115079365079,0.0,0.0,0.0,0.4038986948612562,0.3871440690142614,0.4234084586022548,18687483.59037468,14942169.384016134,22997514.21447381,0.0617552999475066,0.0596463764780745,0.0639960876069246,0.0143446180555555,0.0097242063492063,0.020720238095238,0.0,0.0,0.0,0.0001941946434034,8.819234290068263e-05,0.0003528907556564
shared_fee_8131_8279,fully_optimized,"Floor- and state-growth-adjusted: derived F, matched CPSB",4.5,450000000.0,225000000.0,50,1.4479558695732846,1.7634340839660732,4590.0,16.968945778395742,1.5,1.5x,92.21130946718102,regular,True,225000000.00000283,133481665.233405,179967633.14857218,45032366.85143066,1.5,71.17613830138775,32,7200,50400,1530.0,114778389.19101858,109377002.37413445,120470548.18319806,21636516.316298097,19327806.12558333,25354698.150864046,7568648.464699136,6777000.7334828535,8277469.101961059,166194042.3293023,158373072.5839593,174436037.35257417,38154570.33044809,34083312.090141974,44711338.90790478,204348612.65975034,193901846.99516004,212376621.65662673,128431985.4132163,114998557.98661937,140459924.37351915,27980.82470876172,25054.152066801606,30601.290713185004,528709.6402889909,503936.44416416064,554863.9590708788,2443912.897733059,2183136.785269639,2863893.286848085,2972622.5380220497,2716921.1754955123,3389951.034598448,68.48350850364734,61.320431187334115,74.89714025915617,238105.16640747507,505.3870029189764,724909.2207925951,0.03334449404761905,0.023961309523809524,0.04390376984126984,0.038319072420634925,0.02853769841269841,0.049907738095238095,0.0,0.0,0.0,0.34197922631575906,0.3190901195753653,0.36483853069747413,4405451.164491085,2332469.6830254802,6979748.869705565,0.050630184645808526,0.04680466558703795,0.0544600644787834,0.8334902033730158,0.7657718253968254,0.8948710317460318,0.9828639632936509,0.9520674603174604,1.0,6.323456466084198e-05,1.621509096537339e-07,0.00019571409767703737
shared_fee_8131_8279,fully_optimized,"Floor- and state-growth-adjusted: derived F, matched CPSB",4.5,450000000.0,225000000.0,50,1.4479558695732846,1.7634340839660732,4590.0,16.968945778395742,2.0,2x,92.21130946718102,regular,True,225000000.00000283,177975553.64453998,179967633.14857218,45032366.85143066,2.0,94.90151773518366,32,7200,50400,1530.0,103893593.02363028,95556730.78497273,111796761.445007,18629178.465299115,16486267.041069975,22303087.033451803,9609827.850939956,8762292.353144195,10349325.068652246,150433337.82962334,138361929.21733424,161876776.93358314,32851328.261995308,29072445.217589542,39330023.85245075,183284666.0916188,167603304.04624704,196699558.66769347,163068647.74231106,148686863.83495092,175617135.93294322,35526.938505950115,32393.65225162329,38260.8139287458,485757.7863683717,449080.86917521426,519673.51039065194,2104224.5831053955,1862175.965305118,2519204.166858302,2589982.3694737675,2324611.885444009,3011734.5270835124,86.95274069312673,79.28397331132182,93.64394378358868,355297.0868297274,53726.04553266021,936874.1203253374,0.0485026041666666,0.0350982142857142,0.0570595238095238,0.0534703621031746,0.0392619047619047,0.0623968253968253,0.0,0.0,0.0,0.3617814039763064,0.3379437884777536,0.379608036034317,8430472.083475942,5100516.797891706,11854673.224246278,0.0539535692948663,0.0500851526308276,0.0567080260976627,0.6586768353174604,0.5607738095238095,0.758514880952381,0.925523933531746,0.8564880952380952,0.9799722222222222,9.678213582722266e-05,1.4750674972895334e-05,0.000256027138979
shared_fee_8131_8279,fully_optimized,"Floor- and state-growth-adjusted: derived F, matched CPSB",4.5,450000000.0,225000000.0,50,1.4479558695732846,1.7634340839660732,4590.0,16.968945778395742,3.0,3x,394824.2202804984,state,False,71950536.9063426,224999999.9999907,65341240.410287745,6609296.496054844,2.5284371408600292,119.97626108281256,32,7200,50400,1530.0,74723211.52561164,64934701.51232225,85755227.60649352,10966154.789690703,8939141.845467655,14898749.758390969,12229086.74194796,11604646.585276572,12724070.739578975,108195912.72187574,94022582.19375682,124169785.15941615,19338091.126188375,15763587.411705006,26272963.13242815,127534003.84806386,110376446.63360308,149828475.38335803,207514709.84339827,196918618.68299055,215914066.4603695,45210.17643647021,42901.659843788795,47040.10162535283,363107.4840590607,321521.440812731,409014.6239529445,1238661.84081004,1009704.3226107263,1682860.8710544384,1601769.3248691007,1336411.7320269812,2080506.1748090468,110.65261780754076,105.0024871430145,115.13138848489824,574177.8410441912,196991.37009092793,1153009.6789711008,0.0731051587301587,0.0611686507936507,0.0843958333333333,0.0780617559523809,0.0660515873015873,0.0897708333333333,0.0,0.0,0.0,0.391336601676769,0.3714518402648289,0.4128748525441386,14953420.952545552,11096419.697076412,18775814.49136031,0.0590391972125151,0.0562958625057985,0.0616667345986851,0.2812574404761905,0.1892063492063492,0.4012767857142857,0.6325006200396825,0.4857410714285714,0.7550545634920635,0.0001602113855381,5.656495145172355e-05,0.0003177964663321
shared_fee_8131_8279,fully_optimized,"Floor- and state-growth-adjusted: derived F, matched CPSB",4.5,450000000.0,225000000.0,50,1.4479558695732846,1.7634340839660732,4590.0,16.968945778395742,4.0,4x,394824.2202804984,state,False,71950536.9063426,224999999.9999907,65341240.410287745,6609296.496054844,2.5284371408600292,119.97626108281256,32,7200,50400,1530.0,55616689.23356522,46747880.401638314,63781044.19937749,6172444.214281365,4302764.355635462,8871033.867651423,13170028.9552751,12893613.847793903,13384559.2749876,80530511.62197424,67688867.81766255,92352137.31600316,10884698.508842926,7587641.320001933,15643483.48223384,91415210.13081709,75007423.70115352,105712545.28834943,223481507.24194592,218791034.2707723,227121860.6049655,48688.781534193,47666.89199798961,49481.88684204042,280769.45108681696,240240.51831812065,316837.0090730361,697197.0813275999,486010.8323779706,1002011.3112686822,977966.5324144168,725377.4129178863,1296859.5123552687,119.16655848907234,116.66546777888824,121.10769620247392,671815.8111874722,274946.15964628535,1272516.4538015153,0.0823239087301587,0.0728005952380952,0.0917648809523809,0.0875533234126984,0.0777996031746031,0.0973373015873015,0.0,0.0,0.0,0.4015512021514065,0.3860153348338965,0.4223964221872299,16805030.867027916,12970882.652435347,21585219.960921213,0.0611371399072478,0.0588949611429846,0.0637536247206292,0.0843700396825396,0.0335426587301587,0.1416805555555555,0.288725818452381,0.1838303571428571,0.4325456349206348,0.0001884333866817,7.987210883411633e-05,0.0003526105732146
shared_fee_8131_8279,fully_optimized,"Floor- and state-growth-adjusted: derived F, matched CPSB",4.5,450000000.0,225000000.0,50,1.4479558695732846,1.7634340839660732,4590.0,16.968945778395742,5.0,5x,394824.2202804984,state,False,71950536.9063426,224999999.9999907,65341240.410287745,6609296.496054844,2.5284371408600292,119.97626108281256,32,7200,50400,1530.0,49004670.618987784,43661982.883384265,54622701.90677181,4567004.772000666,3565935.657502608,5775146.590105146,13381150.359556992,13273938.169482453,13441505.62126338,70956600.45926899,63220624.393205166,79091261.83786285,8053611.876581658,6288292.479670017,10184090.33689181,79010212.33585066,69333437.95877221,88614418.66204749,227064014.90386295,225244737.0637048,228088180.0671993,49469.28429278059,49072.92746485944,49692.413957995486,252004.61510841505,226835.63870037705,277007.5254580443,515857.6225089136,402783.7022585854,652321.0590618727,767862.2376173288,628545.0298952826,928242.9512469406,121.07685126497168,120.10676169549173,121.6229646295422,699960.5724436613,304639.77541802434,1327914.1494464453,0.0840730406746031,0.0762688492063492,0.0940406746031746,0.0894184027777777,0.0815763888888888,0.0996031746031746,0.0,0.0,0.0,0.4031633544450282,0.3868027695177725,0.4227166140562852,16828830.136873335,13601163.30417356,20986721.72993396,0.0615953344690858,0.0594724543448128,0.0638828993440429,0.0301742311507936,0.0147232142857142,0.0579900793650793,0.0873480902777777,0.034235119047619,0.161470238095238,0.0001964403109141,8.855588135899553e-05,0.0003582632203489
shared_fee_8131_8279,fully_optimized,"Floor- and state-growth-adjusted: derived F, matched CPSB",4.5,450000000.0,225000000.0,50,1.4479558695732846,1.7634340839660732,4590.0,16.968945778395742,inf,unrestricted,394824.2202804984,state,False,71950536.9063426,224999999.9999907,65341240.410287745,6609296.496054844,2.5284371408600292,119.97626108281256,32,7200,50400,1530.0,47313939.70027158,43261155.942328125,51128492.426257245,4149397.339800102,3519214.0896641947,5076284.035727986,13428791.982617749,13408117.93152326,13449536.278751057,68508496.70164482,62640244.67121924,74031800.71103221,7317188.696921643,6205902.074487439,8951692.288495455,75825685.3985666,68904223.08833063,82317312.38362876,227872443.02237564,227521626.17033505,228224451.85867625,49645.41242317551,49568.98173645644,49722.102801454515,244634.7168747406,226152.64657947767,261702.37988581607,468687.54323994386,397506.35351290967,573382.3248674745,713322.2601146845,622859.6719764788,840982.6614592272,121.50792763392,121.32086232621924,121.6956285407976,703851.615830305,308538.25600234314,1334378.9341337767,0.0844196428571428,0.0765773809523809,0.0937142857142857,0.0897315228174603,0.081985119047619,0.099063492063492,0.0,0.0,0.0,0.4032470268453568,0.3865474418346235,0.4227643785571888,16746964.862058446,13406104.179427942,20627536.50789698,0.0616809078207035,0.0595763869590843,0.0639242613553814,0.0174565972222222,0.0122142857142857,0.0248025793650793,0.0,0.0,0.0,0.000197596360223,8.981672369802414e-05,0.0003594936225181
shared_fee_8131_8279,fully_optimized,"Floor- and state-growth-adjusted: derived F, matched CPSB",5.0,400000000.0,200000000.0,40,1.4479558695732846,1.5887467517058966,4080.0,15.083507358573994,1.5,1.5x,190.5203070022757,regular,True,200000000.00000006,118650369.09636,164820023.92342633,35179976.07657372,1.5,71.17613830138777,32,7200,50400,1530.0,106248492.6388179,101444507.171076,111393087.4410339,19182190.003244385,17056939.849887263,22566082.679456934,7565500.4138801955,6776415.144670395,8271377.137193094,153843128.54969063,146887169.594328,161292274.790135,30475642.05825983,27099157.780551396,35851790.55571397,184318770.60794985,174720434.35700008,191531241.42997637,114114281.16405526,102212107.69938776,124761377.91438997,27969.186559817463,25051.98718122249,30578.769096664208,490940.4441577245,469115.07163338014,514316.7488659143,2166688.9840478706,1926635.2626090725,2548910.3562431163,2657629.428205595,2417237.5475749206,3038094.197629693,68.45502395108369,61.315132595834044,74.84201824854458,277475.2907113505,997.9789984725369,839238.6719649748,0.034860491071428565,0.025513888888888888,0.04515277777777778,0.04039248511904762,0.03067857142857143,0.05148214285714286,0.0,0.0,0.0,0.3419315259569571,0.3196374512856425,0.36456782228367973,3884652.1079962715,2072439.5730261598,6133371.581606037,0.05192330644644677,0.048485263783266126,0.05544271802356611,0.8372904265873016,0.770047619047619,0.897890873015873,0.9816437251984127,0.9486031746031746,1.0,6.66154683998467e-05,2.8587774468283877e-07,0.0002047983462639132
shared_fee_8131_8279,fully_optimized,"Floor- and state-growth-adjusted: derived F, matched CPSB",5.0,400000000.0,200000000.0,40,1.4479558695732846,1.5887467517058966,4080.0,15.083507358573994,2.0,2x,190.5203070022757,regular,True,200000000.0000001,158200492.12848,164820023.92342633,35179976.07657372,2.0,94.90151773518366,32,7200,50400,1530.0,96389109.94167534,88796077.89862739,103525717.9816228,16544088.286365263,14598489.36010306,19860924.96165567,9600692.087942522,8756323.362561591,10338868.536291214,139567177.50299358,128572802.18840376,149900671.00328082,26284366.52489835,23193302.550676752,31553980.018705297,165851544.02789226,152112548.459889,177443749.131487,144812109.75587872,132076067.87324724,155946399.6464703,35493.16415585262,32371.58526305079,38222.15677609566,452499.63864032185,419014.97444105096,482950.4419631596,1868707.057698846,1648945.5101281726,2243354.242666891,2321206.6963391677,2080026.7440194811,2702294.712400296,86.87007744012465,79.2299640097632,93.54932979455162,411787.55357788096,63545.25515020942,1076174.6853228991,0.0490451388888888,0.0359563492063492,0.0573700396825396,0.0544537450396825,0.0409484126984127,0.0631617063492063,0.0,0.0,0.0,0.361187197241703,0.3380541528035495,0.3789656709596968,7381107.691003608,4527593.7340875035,10311829.87039618,0.054893024967257,0.0514222346577926,0.0574933252609572,0.6658209325396826,0.5699960317460318,0.7631299603174603,0.9224113343253968,0.8514484126984126,0.9785406746031746,0.0001015389385629,1.584334432717866e-05,0.0002660653343246
shared_fee_8131_8279,fully_optimized,"Floor- and state-growth-adjusted: derived F, matched CPSB",5.0,400000000.0,200000000.0,40,1.4479558695732846,1.5887467517058966,4080.0,15.083507358573994,3.0,3x,444177.2478155956,state,False,70351606.57577027,199999999.99998647,64415404.01753994,5936202.558230327,2.528437140859962,119.97626108280942,32,7200,50400,1530.0,70551872.49630597,61912016.55168029,80287985.08911838,9948275.02500024,8176600.621393039,13409159.804974703,12209511.263689866,11585065.69952778,12704439.565314015,102155997.89041208,89645867.76312272,116253459.26600264,15805289.631046016,12990547.67723467,21303759.08325898,117961287.52145836,103201526.89562236,136974449.61807397,184162252.9904449,174743423.7283791,191627507.6699549,45137.8071055012,42829.27052166154,46967.52638969483,344586.06863304053,308063.5988466924,384800.0121759323,1123689.1044922865,923572.8814246362,1514606.978132435,1468275.173125327,1235742.2974034476,1892407.4424112292,110.47549273190754,104.82531313870712,114.95375945430064,655326.4071820409,226321.3691231153,1315643.2594434782,0.0724820188492063,0.0607767857142857,0.0831934523809523,0.0776302083333333,0.065969246031746,0.0890833333333333,0.0,0.0,0.0,0.3901131806461507,0.3703016671646412,0.4115494042936177,13063009.365024911,9611548.140334306,16452728.17021984,0.0593334717861683,0.0567235243885088,0.0619024476354889,0.2915438988095238,0.2003710317460317,0.4106210317460317,0.6266542658730159,0.4803125,0.7483630952380952,0.0001656758828015,5.9044483343911064e-05,0.0003281813677088
shared_fee_8131_8279,fully_optimized,"Floor- and state-growth-adjusted: derived F, matched CPSB",5.0,400000000.0,200000000.0,40,1.4479558695732846,1.5887467517058966,4080.0,15.083507358573994,4.0,4x,444177.2478155956,state,False,70351606.57577027,199999999.99998647,64415404.01753994,5936202.558230327,2.528437140859962,119.97626108280942,32,7200,50400,1530.0,53825101.97448489,45731841.306339905,61051267.89014192,5850976.403938948,4181879.6934573944,8270258.347060727,13151422.774104144,12870888.26728323,13372005.949439606,77936372.33433604,66217688.04590875,88399541.68642353,9295719.75606587,6643947.779005339,13139346.08466129,87232092.09040183,72636860.11648312,99572002.8954986,198369582.18890053,194138137.89093503,201696750.13724896,48619.99563453445,47582.876934052714,49435.47797481593,272797.61400396103,235757.85423660785,304667.9144467064,660886.2761861067,472356.52774240664,934151.8175336436,933683.8901900676,707159.8881472782,1224298.9939506603,118.9982039179248,116.45983958867428,120.99410977011198,761099.5069091541,312082.3978713616,1443157.1082352651,0.0816387648809523,0.0719722222222222,0.0909305555555555,0.0868756200396825,0.0771240079365079,0.0965833333333333,0.0,0.0,0.0,0.400397634389001,0.3846749870694436,0.4213814589653248,14747522.972986065,11404910.869193897,18838532.93686706,0.0611144001396684,0.0589555884915472,0.0636691377342814,0.0923028273809523,0.0399811507936508,0.1511001984126984,0.2841480654761904,0.1802003968253968,0.4246130952380952,0.0001934648843933,8.244837375114345e-05,0.0003620489442749
