workload_sha256,shape,n_replications,burn_in_blocks,measured_blocks,anchor,floor_rate_policy,floor_rate_schedule,m_data_schedule,anchor_q_execution,anchor_q_data,anchor_q_state,anchor_m_execution,anchor_m_state,anchor_reference_fee_gwei,anchor_eps_execution,anchor_eps_data,anchor_eps_state
2af918e3989c78a13c68bdd7c8f8e01df0e705a35ff9c0a0c81b115b41ecbec1,32x57600x4,32,7200,50400,data/shared_fee/equilibrium_anchor_by_floor_rate.csv,"slot-specific candidate at or above balanced rate, with 64-gas minimum",3.0s:96;3.5s:82;4.0s:64;4.5s:64;5.0s:64,3.0s:4.032547620151;3.5s:3.087460514226;4.0s:2.161501805529;4.5s:2.161501805529;5.0s:2.161501805529,23942241.363434453,1180555.063054834,5244154.703798162,1.4479558695732846,5.656315259465248,0.1069278435,0.12116,0.229476,0.334864
