floor_rate,transaction_type_label,transactions,affected_transactions,runtime_bal_bytes,bal_floor_bytes,incremental_data_gas,regular_branch_gas,transaction_share,affected_fraction_within_group,affected_transaction_share_of_all,runtime_bal_byte_share,incremental_gas_share,incremental_gas_as_share_of_group_regular_branch,incremental_gas_as_share_of_all_regular_branch
96,type 0,274921,7033,57810257,57810257,316065000.8232729,17997806342.48824,0.14471445686480522,0.025581894435128635,0.003702069958752424,0.08032932531430036,0.04759485582542119,0.01756130690644914,0.00130893038627229
96,type 1,1596,42,1146873,1146873,2375974.0020835963,401386519.57489544,0.0008401114253048299,0.02631578947368421,2.210819540275868e-05,0.00159361917922606,0.0003577876062821284,0.005919416537954407,9.839699303052988e-06
96,type 2,1597646,109853,626102780,626102780,4363212169.613677,205884489018.16113,0.8409778560103761,0.06875928710114756,0.057825037847124984,0.8699911833086614,0.6570371714918299,0.02119252494649462,0.01806951410527659
96,type 3,8244,1449,2793666,2793666,164165067.9780235,1257058129.1128876,0.004339522926198633,0.17576419213973798,0.0007627327413951745,0.003881894262007869,0.024720904629213756,0.13059465125441386,0.0006798621969568883
96,type 4,17341,10594,31812085,35536564,1794920483.8530877,15927411496.715124,0.009128052773315198,0.6109220921515484,0.005576529097543464,0.04420397793580427,0.27028928044725326,0.11269379737085795,0.007433363251667161
