propagation_time_s,state_demand_cap_multiple,state_demand_cap_label,replication,included_execution_metered,included_data_metered,included_state_metered,shared_gas_used,shared_target_utilisation,shared_fee_wei,shared_fee_log_return_sd,shared_limit_hit_fraction,shared_fee_floor_bounded_fraction,shared_target_deviation,regular_binding_fraction,state_demand_cap_active_fraction
3.0,2.0,2x,23,175947597.71314496,80997520.40583573,60558500.782773905,258251200.65188918,0.9673066809397477,208.57791751434075,0.04492129949332437,0.017857142857142856,0.0,0.3085960099774882,0.9850198412698413,1.0
3.0,2.0,2x,24,178506119.38119292,84630405.12393628,67892005.68096341,264413334.74025026,0.9903875938550489,210.87595322853429,0.04969131416852079,0.02880952380952381,0.0,0.34198481656826724,0.9844642857142857,1.0
3.0,2.0,2x,25,180442547.87736177,83080545.005714,57234268.91128298,264235707.56517965,0.9897222728314543,120.20599291124417,0.047484977219469385,0.02748015873015873,0.0,0.3239220874181979,0.9918452380952381,1.0
3.0,2.0,2x,26,177442914.3280836,86057982.79102701,55583689.48645571,264151849.24382618,0.9894081727835442,359.85976275240705,0.048651819229049695,0.025793650793650792,0.0,0.3354985249902858,0.9938095238095238,1.0
3.0,2.0,2x,27,178336474.90703532,84194664.18569058,63685697.23693606,264899613.66912237,0.9922090020634556,520.037084181962,0.048138162214266506,0.02734126984126984,0.0,0.32785065790448426,0.9817261904761905,1.0
3.0,2.0,2x,28,177882019.28378138,78100409.25201921,61866486.72541805,258569397.65577605,0.968498520849641,7569.721330203569,0.04825671083677234,0.025476190476190475,0.0,0.34179879015544207,0.9825,0.9995436507936508
3.0,2.0,2x,29,179642144.59585112,80124505.15489678,60656338.06343649,260670052.7367787,0.9763667425232467,90.83960402225789,0.046851361991702783,0.023035714285714284,0.0,0.32928649921440295,0.9876984126984127,1.0
3.0,2.0,2x,30,175295150.52137583,81139767.18089703,59667106.79433178,257104482.1822854,0.9630115278717086,101.10216354609898,0.046515429178569885,0.02132936507936508,0.0,0.3296577520676749,0.9902777777777778,1.0
3.0,2.0,2x,31,183280016.19059032,79886723.75568293,55631059.8926408,265584135.91862905,0.994772951208816,388.7907548159347,0.049317265764586005,0.027301587301587302,0.0,0.3302892425965395,0.984484126984127,1.0
3.0,3.0,3x,0,184159065.98384964,74053492.04416217,86643440.61317267,261184441.56158394,0.9782934392649418,114.78706433979079,0.04519656718048287,0.022182539682539682,0.0,0.31509856665044816,0.9743452380952381,1.0
3.0,3.0,3x,1,178435081.4707891,83523338.12870039,86012989.99720894,265209725.97127175,0.9933705598837232,367.37742148284497,0.04932493875335742,0.029742063492063493,0.0,0.33828938740099745,0.9711904761904762,1.0
3.0,3.0,3x,2,188429140.88037246,71083564.3024458,81801136.09191602,262924393.4176169,0.984810609565044,276.37154846620314,0.04746995429265821,0.020793650793650795,0.0,0.32671473437827,0.9712103174603175,1.0
3.0,3.0,3x,3,180798118.5022925,78237399.47022657,98696128.45618825,266336189.826548,0.9975898471911795,119800.2689691937,0.048382144193855434,0.026507936507936508,0.0,0.3217529538115651,0.9496428571428571,0.9843849206349207
3.0,3.0,3x,4,175133967.19874057,75946580.13417198,93647122.57965015,256385723.24169177,0.9603193416457922,143.88248100668065,0.046144462981913374,0.01861111111111111,0.0,0.3295493075674178,0.9513492063492064,1.0
3.0,3.0,3x,5,182540175.30248743,77189669.91091879,84776157.55712983,263947825.1954375,0.9886439795306936,277.8811317996589,0.049200043155051464,0.025496031746031746,0.0,0.3384371845258877,0.9609126984126984,1.0
3.0,3.0,3x,6,178153656.80610642,79273151.45495717,77085503.49128206,261136144.55923635,0.9781125378289669,129.8707349746818,0.04679937056997035,0.023412698412698413,0.0,0.32750686378375865,0.9708333333333333,1.0
3.0,3.0,3x,7,169533680.49481043,93644462.30515648,74175274.76947589,264372867.93262288,0.9902360212262462,136.3077191017973,0.04713553093260938,0.025714285714285714,0.0,0.318696420051765,0.9867063492063493,1.0
3.0,3.0,3x,8,183157664.3854541,79096251.49868472,92157638.56369601,265379096.1487867,0.9940049534658193,267.50371116516885,0.04708038278643673,0.022103174603174604,0.0,0.318949386699234,0.966984126984127,1.0
3.0,3.0,3x,9,177035212.78477776,81360782.95547703,90725220.14760499,266462726.30692682,0.9980638027141124,28430.995417520902,0.049175587947698995,0.02722222222222222,0.0,0.32825650510082555,0.9485515873015873,0.9895238095238095
3.0,3.0,3x,10,167538060.3432225,93114156.0547055,81330230.35784313,262386446.6298729,0.982795674027624,128.8737706891,0.0469875960632646,0.02498015873015873,0.0,0.3210395417685941,0.9766666666666667,1.0
3.0,3.0,3x,11,183480883.0999584,75328251.80320475,83031259.70990701,260655285.70617446,0.9763114310771622,110.0613500540601,0.044537937603364525,0.01748015873015873,0.0,0.3079382337383849,0.9792460317460318,1.0
3.0,3.0,3x,12,183025017.48012683,74877611.80407909,79371243.25217159,259312518.66542578,0.9712819577342184,79.78674687964416,0.04499837409591402,0.020436507936507937,0.0,0.3185629864309371,0.9846825396825397,1.0
3.0,3.0,3x,13,172918663.42784783,80516313.07281496,92054640.03007296,260407718.01854104,0.975384140603282,15937.690000831537,0.047412755343015825,0.02132936507936508,0.0,0.3301312897885087,0.9448809523809524,0.9918055555555556
3.0,3.0,3x,14,179096835.21844968,78804415.70127365,87107940.07695396,261097325.65851346,0.9779671376065432,134.36942545098134,0.04670008800961172,0.02371031746031746,0.0,0.3238351711339615,0.9700793650793651,1.0
3.0,3.0,3x,15,178782052.5676108,79789562.15742612,86671922.9221545,261210682.79583132,0.9783917285319018,198.68095322865582,0.04888223775027522,0.02666666666666667,0.0,0.3415643515179226,0.9681944444444445,1.0
3.0,3.0,3x,16,172525260.44493774,80751395.84568706,93793916.60055019,256794868.67775014,0.9618518383496846,96.32730243505186,0.044493569376051624,0.02134920634920635,0.0,0.3154644626827648,0.9621626984126984,1.0
3.0,3.0,3x,17,175454998.8945901,75803220.28381349,95508603.44373454,262420521.9330187,0.982923306612893,32654.644008877716,0.05078640283046234,0.030376984126984127,0.0,0.35253377535680397,0.9292857142857143,0.9928571428571429
3.0,3.0,3x,18,181593673.1470303,77021449.93518172,88800075.55719098,262263285.2184127,0.9823343601756896,4190.930854030896,0.045962819801637876,0.021666666666666667,0.0,0.31769286207168834,0.9649007936507936,0.997718253968254
3.0,3.0,3x,19,182348488.9422512,73664301.88272756,87893627.95297685,261865763.38371444,0.9808454008773304,40330.505695385,0.04916426245580113,0.03015873015873016,0.0,0.3410482176992603,0.9603174603174603,0.9936111111111111
3.0,3.0,3x,20,179998989.43580714,75924246.34406729,100924690.27308342,266386789.73276475,0.9977793743926594,23789.150060387386,0.05246896828331946,0.03525793650793651,0.0,0.3526351620567844,0.9306547619047619,0.9870039682539683
3.0,3.0,3x,21,177576228.10948247,82378690.13392901,89196151.39742616,263091315.86499164,0.9854358349198025,267.07150878409095,0.04940187274664577,0.027142857142857142,0.0,0.33590224936804847,0.9657936507936508,1.0
3.0,3.0,3x,22,180618265.64423797,80853821.21753699,93641190.99645771,264450026.56267604,0.9905250268849002,191.791647673123,0.048126867647700036,0.02398809523809524,0.0,0.32837411901413727,0.9646230158730159,1.0
3.0,3.0,3x,23,173752795.17238832,79521462.16420512,90548419.4136332,258668036.57716468,0.9688679831693479,3276.4807548188483,0.045552783911906196,0.01765873015873016,0.0,0.3131274757997729,0.9579761904761904,0.9991666666666666
3.0,3.0,3x,24,176517432.20501488,83081303.48706649,101202199.88006559,264746237.75862178,0.9916345166688169,252.5148024347725,0.05016004668340881,0.029523809523809525,0.0,0.3446670759091783,0.946468253968254,1.0
3.0,3.0,3x,25,179463236.14164788,82329907.71778156,85524677.94438073,264505098.3137501,0.9907313038455127,129.94861195886816,0.04783262923934396,0.02775793650793651,0.0,0.325628421044912,0.9737103174603174,1.0
3.0,3.0,3x,26,176696122.1270246,85398986.57114017,83002919.58651862,264232869.75175256,0.9897116435066715,386.1712508477632,0.048870982754839885,0.026964285714285715,0.0,0.33653518662105475,0.977579365079365,1.0
3.0,3.0,3x,27,176515493.86925355,82962668.26193552,94250582.27913176,265361222.2914709,0.9939380050777687,10616.072679403644,0.04882866382864827,0.028412698412698414,0.0,0.33245301796598004,0.9562103174603175,0.9949801587301588
3.0,3.0,3x,28,176899605.2333637,77309133.77714765,91327162.98311824,259009478.79548743,0.9701468904429821,25156.798711208034,0.048268477721925045,0.025535714285714287,0.0,0.34037412251338744,0.959047619047619,0.9943253968253968
3.0,3.0,3x,29,178245233.0163667,79065573.84816425,90628643.85665557,261282005.99507236,0.9786588769786766,102.81002068896913,0.04731351255743867,0.022916666666666665,0.0,0.3319084775175215,0.9589087301587301,1.0
3.0,3.0,3x,30,174239386.5944575,80150873.90008895,89317024.23768185,257567855.4429485,0.964747140522015,222.4893659268386,0.046810108873237284,0.021825396825396824,0.0,0.33052224998878776,0.9647222222222223,1.0
3.0,3.0,3x,31,181528686.84831586,78950642.93413533,81809960.3866291,265788072.44730696,0.9955368166475046,23314.05984215703,0.049687705425479144,0.028174603174603175,0.0,0.33232523695615,0.9658531746031747,0.989484126984127
3.0,4.0,4x,0,182253394.0954227,72802131.37230405,114463709.17515717,261615357.4333599,0.97990747939579,138.04335402239076,0.04583930059670979,0.024305555555555556,0.0,0.3184305050746967,0.9383531746031746,1.0
3.0,4.0,4x,1,175961558.84443527,82037924.52290235,113014886.92749901,265573888.35947356,0.9947345679122063,7081.028830209051,0.04987432722906163,0.03226190476190476,0.0,0.3411196237925623,0.9350396825396825,0.9899404761904762
3.0,4.0,4x,2,185865689.83767602,69726792.44279964,107907629.91887474,263226316.84058237,0.9859414950882458,3070.7459929189145,0.04780420391509909,0.024206349206349207,0.0,0.32828869104939895,0.9349007936507937,0.9977579365079365
3.0,4.0,4x,3,178033789.92267048,76164061.2533124,128901918.76425986,266640302.91603115,0.9987289343376312,122499.68448506673,0.049135992277074665,0.029246031746031746,0.0,0.3266855102248097,0.8988690476190476,0.9828571428571429
3.0,4.0,4x,4,170789925.21709177,73128524.08145453,123494613.85271715,257672179.87484363,0.9651378985115333,5834.38537781578,0.04825832377689747,0.024523809523809524,0.0,0.34239505801459297,0.8977777777777778,0.9905555555555555
3.0,4.0,4x,5,177931838.2877773,74148636.75347364,112113659.50882483,264440781.84040096,0.99049039981793,3584.9016476797424,0.05145707538756514,0.030694444444444444,0.0,0.3524195027716952,0.9159126984126984,0.9982539682539683
3.0,4.0,4x,6,176315973.48273262,77975298.53810981,101444040.45528646,261894342.26806405,0.9809524460554183,144.62797703821508,0.04810657834204684,0.027916666666666666,0.0,0.3339353430886947,0.9469246031746031,1.0
3.0,4.0,4x,7,168639177.6645381,92842111.31371033,98504551.0717562,264548804.57815698,0.990895010195969,155.6301397367349,0.04741198624134081,0.026468253968253967,0.0,0.3202000859856451,0.9678174603174603,1.0
3.0,4.0,4x,8,179634935.95974442,76654623.76925933,121745480.25142318,265706570.27221993,0.9952315417900255,3368.922520690743,0.04814416188605461,0.027083333333333334,0.0,0.32538731379656854,0.912281746031746,0.995813492063492
3.0,4.0,4x,9,174068059.0510029,79239550.70646963,117796729.39878882,266768891.95142865,0.999210577918461,36222.87650879864,0.05015441350017512,0.033134920634920635,0.0,0.33384986374420156,0.905079365079365,0.9826587301587302
3.0,4.0,4x,10,165975684.27444932,91576803.0352916,108075969.20776553,262857781.1909444,0.9845611065550679,158.0341675145259,0.04747183963431257,0.026091269841269842,0.0,0.3237355502284868,0.9411111111111111,1.0
3.0,4.0,4x,11,181906848.64871755,74180753.63265878,110090185.26277386,260973175.31399804,0.9775021196031899,134.2783937048998,0.04493606593228118,0.0185515873015873,0.0,0.3094074775516035,0.9460912698412698,1.0
3.0,4.0,4x,12,181948924.29696763,74121396.29753584,105374332.48105666,259688078.4222795,0.9726886557901412,96.20234211785512,0.04545606868220848,0.022896825396825398,0.0,0.3206802831388407,0.9588690476190476,1.0
3.0,4.0,4x,13,169574632.6285025,78168379.56231484,120494386.41705213,261638461.31145424,0.9799940173695917,23219.25379060489,0.04891493187734062,0.024325396825396826,0.0,0.3382661710657483,0.8992063492063492,0.9840476190476191
3.0,4.0,4x,14,176911880.780563,77188859.74287982,115022641.59378691,261802291.86992106,0.9806076617334786,202.03527862544263,0.04770719828223418,0.02759920634920635,0.0,0.3298739026390311,0.9307936507936508,1.0
3.0,4.0,4x,15,176310258.41888806,77954186.98138104,114960404.58196042,262165270.3770552,0.9819672354125247,276.4291278316903,0.050192917803683276,0.029702380952380952,0.0,0.3507752862782078,0.9296825396825397,1.0
3.0,4.0,4x,16,170290114.13414782,79054007.78303948,123987582.03279209,258081612.81355596,0.9666714720864616,162.3892270382947,0.0454298589391554,0.02511904761904762,0.0,0.3207142430955881,0.9124801587301588,1.0
3.0,4.0,4x,17,170493716.0768787,72555864.48575465,123720401.07425518,263354857.20806992,0.9864229563783667,46995.99603268729,0.05264040397086835,0.03492063492063492,0.0,0.3632749215332112,0.8695039682539683,0.9779166666666667
3.0,4.0,4x,18,179608816.28564245,75510002.02052663,117325063.89773361,262841437.83481795,0.9844998908181025,6176.96886987451,0.046358155985073535,0.022182539682539682,0.0,0.3200365656486249,0.9271428571428572,0.9934722222222222
3.0,4.0,4x,19,180074399.95198083,72098532.33899315,114997457.06770223,262354100.54040504,0.9826745183916946,45412.61994141677,0.049915174047893925,0.03297619047619048,0.0,0.34512143346819085,0.9235119047619048,0.9926388888888888
3.0,4.0,4x,20,175397551.70230043,72874574.00512822,130231728.73668672,266669960.73310637,0.9988400207702461,33881.093651658506,0.05361436487132797,0.04128968253968254,0.0,0.35919809844508965,0.8711309523809524,0.9682936507936508
3.0,4.0,4x,21,173989072.47235525,80182634.01985894,118339328.57691811,263528480.01543748,0.9870732786270386,1825.773651635776,0.05084871990488567,0.0275,0.0,0.34645546923986736,0.9275,0.9986904761904762
3.0,4.0,4x,22,177274908.10592255,78553282.00571841,124152376.95012932,265045007.47930768,0.9927535896727466,489.1752786257002,0.04951212433125533,0.025456349206349205,0.0,0.33649041427391535,0.9175793650793651,1.0
3.0,4.0,4x,23,170847829.29606727,77630080.10673821,118885491.88709758,259517418.53226578,0.9720494314559966,13857.430834173982,0.046863509038751916,0.020833333333333332,0.0,0.31987012208990023,0.915515873015873,0.9829365079365079
3.0,4.0,4x,24,170934671.93476793,79138557.52805358,133568669.9449607,265290805.6330956,0.9936742521739141,2636.675814336117,0.051811017098677914,0.03388888888888889,0.0,0.35449283775846896,0.8703571428571428,0.9979563492063492
3.0,4.0,4x,25,177176325.13235104,80669825.4764688,113365852.88629234,264903678.25845292,0.9922242264047357,302.65456433931274,0.04875891727446759,0.029682539682539682,0.0,0.3314124028300768,0.9388888888888889,1.0
3.0,4.0,4x,26,175071272.30752268,83993992.27546316,109946765.9729491,264409957.61039582,0.9903749444646014,491.5892071972478,0.049258052034049114,0.02861111111111111,0.0,0.33832913300044526,0.94625,1.0
3.0,4.0,4x,27,173666038.70797318,80844280.1485122,123682630.66995363,265832457.29025924,0.9957030646843456,12833.71527860998,0.050049167229974066,0.03329365079365079,0.0,0.3387887768326282,0.9128373015873016,0.9913095238095239
3.0,4.0,4x,28,174908755.6798834,75694303.35305041,120442876.70432526,259909523.33868116,0.9735181007125839,30005.44361200182,0.04886586602383963,0.025535714285714287,0.0,0.34489705691879463,0.9236904761904762,0.9933730158730159
3.0,4.0,4x,29,174719533.1858093,76552319.87232889,120006234.81834042,262291484.4133385,0.9824399831876253,231.73091354601883,0.04910308876223503,0.025376984126984126,0.0,0.34258455356693984,0.9113095238095238,1.0
3.0,4.0,4x,30,171627542.73406583,78037460.25539513,118245976.58018054,258460158.42166352,0.9680893539582149,2511.239008780408,0.047651794999201066,0.02484126984126984,0.0,0.3352918248394852,0.9190079365079366,0.9970039682539683
3.0,4.0,4x,31,180155281.47476423,77960566.32312228,107157516.4395324,266058632.11360914,0.9965502259642717,28717.78027866578,0.049875543785624685,0.027797619047619047,0.0,0.33410421866186557,0.9382142857142857,0.9851984126984127
3.0,5.0,5x,0,177841446.48479035,70023450.24623156,141676467.7162614,262326169.0854749,0.9825698982277067,986.0931556105608,0.047119690399547894,0.028154761904761905,0.0,0.3256746954974496,0.8727579365079365,0.9986309523809523
3.0,5.0,5x,1,173051082.79464585,79921737.97597903,138896677.2305621,265992446.64079174,0.9963023214051611,8945.565338145487,0.05066049952724571,0.03509920634920635,0.0,0.3460118336303616,0.8871230158730159,0.9844642857142857
3.0,5.0,5x,2,182710648.78161547,67984552.56685378,132620943.36074166,263763155.50196445,0.9879522800233431,9794.550318289104,0.048417172191292566,0.025376984126984126,0.0,0.33120487823715283,0.8928571428571429,0.9776388888888888
3.0,5.0,5x,3,171541034.09832287,71659546.11187522,158066332.38980648,266910653.2172748,0.9997415594558375,125084.96934617787,0.05110664186482171,0.033273809523809525,0.0,0.3400669618480937,0.816329365079365,0.9789087301587301
3.0,5.0,5x,4,164806874.5684294,69412785.43087967,150946849.39634538,259155481.18150917,0.9706937575362443,13386.561687339434,0.05089497285934913,0.0339484126984127,0.0,0.3569286040084797,0.8284523809523809,0.9665674603174603
3.0,5.0,5x,5,173087635.86516,71162092.80740349,136722040.49839485,264978934.38490614,0.9925061060386584,11199.96458416595,0.05336177581674737,0.03902777777777778,0.0,0.36438781525791775,0.8631349206349206,0.97125
3.0,5.0,5x,6,173476149.0998432,76009180.73694552,124826921.55495371,262506326.30919683,0.9832446958111676,219.14432624458,0.04953629890614741,0.035376984126984125,0.0,0.3415265726184525,0.909265873015873,1.0
3.0,5.0,5x,7,166960565.1636849,91316303.48046075,122545389.95689748,264823197.38357386,0.9919227769332061,321.54712386306767,0.04798351969702171,0.02751984126984127,0.0,0.32390075637008087,0.9326984126984127,0.9999801587301588
3.0,5.0,5x,8,174350037.56347442,73089491.15983021,148909395.2238946,266189647.55648088,0.9970409579061803,9812.56726274816,0.04952828668441394,0.03307539682539683,0.0,0.3339772257319552,0.8366865079365079,0.9734722222222222
3.0,5.0,5x,9,169494370.44091076,76071681.15949275,142821014.98065487,267009316.40465766,1.0001111126663447,44913.22545719676,0.05108259405134312,0.03857142857142857,0.0,0.33900805558677594,0.8464285714285714,0.9586904761904762
3.0,5.0,5x,10,162632957.77900907,88566588.74951346,134243800.3887366,263703496.0027732,0.9877288191759065,499.3988500546502,0.04888182026721461,0.029623015873015874,0.0,0.3322877000639001,0.8872023809523809,1.0
3.0,5.0,5x,11,178320912.76446712,71633935.7075102,136605069.38678783,261582394.24154696,0.9797840123389661,942.7325603719723,0.04597893538176179,0.020654761904761905,0.0,0.3156268121647528,0.8912301587301588,0.9980357142857142
3.0,5.0,5x,12,179921356.5089245,72701041.33881891,130917256.7595292,260500045.9866008,0.9757299645921593,213.63686592782278,0.04623500536060919,0.025396825396825397,0.0,0.32455448425684985,0.9132738095238095,1.0
3.0,5.0,5x,13,164103699.61024928,74476584.89581048,147459743.6086203,263060180.41356438,0.9853192138543297,27423.11918743049,0.0514498182551928,0.03005952380952381,0.0,0.3532333111803124,0.8322420634920635,0.9725396825396826
3.0,5.0,5x,14,172697274.71410173,74241737.47209685,142005484.61595175,262803086.86140227,0.9843562432659831,1131.2871437057656,0.04933082266682095,0.03498015873015873,0.0,0.33841850661963857,0.86625,0.9976587301587302
3.0,5.0,5x,15,171329135.6110775,74600729.75490935,142051760.04335582,263185680.70423347,0.9857892882211386,2777.17674688273,0.052491331413491715,0.03759920634920635,0.0,0.36363895433605903,0.8641468253968254,0.9946230158730158
3.0,5.0,5x,16,165565387.00477716,75630413.61355467,153239389.9747989,259929384.57151073,0.9735924930219295,1386.665238941369,0.04720141988641493,0.03115079365079365,0.0,0.32976454948389006,0.8339285714285715,0.9977777777777778
3.0,5.0,5x,17,164147674.25215217,68307412.91596596,149543589.95078036,264530376.88486606,0.9908259873577804,54448.436985068256,0.05481748489708266,0.04113095238095238,0.0,0.37681862219185686,0.7988690476190476,0.9535119047619047
3.0,5.0,5x,18,174717953.01654738,72100158.81226817,145317720.9656672,263583354.4880478,0.9872788166606858,7212.570516699881,0.04803606206553424,0.02363095238095238,0.0,0.3308391867938882,0.8606746031746032,0.9915873015873016
3.0,5.0,5x,19,175764131.90072066,69274569.72420292,141204843.2825628,263061212.6023243,0.9853230800244809,48247.82886998822,0.05125726990718772,0.03837301587301587,0.0,0.3529611362880417,0.8607738095238096,0.991904761904762
3.0,5.0,5x,20,168654022.59466022,68646309.12253897,156584375.59074932,267074160.56894833,1.0003539932151282,49460.05894928008,0.05487907131461932,0.04722222222222222,0.0,0.3678746550260996,0.7951587301587302,0.9375595238095238
3.0,5.0,5x,21,168913155.6010828,77181171.52279343,146005845.15139252,264071120.68578446,0.9891057955890171,6567.03039765408,0.05299819965760021,0.03339285714285714,0.0,0.35879632182856486,0.8662698412698413,0.9847420634920635
3.0,5.0,5x,22,171804035.47121271,74922052.26246357,153161119.54507753,265743080.40610802,0.9953682942865979,4130.862877839399,0.051321432952674315,0.03367063492063492,0.0,0.34752658477240733,0.8406349206349206,0.9903968253968254
3.0,5.0,5x,23,166770954.31494033,74930463.24830571,145498424.04048887,260606888.39351273,0.9761301539184924,18485.688929409807,0.04829372595223602,0.025694444444444443,0.0,0.3281657888318574,0.8564880952380952,0.9643650793650793
3.0,5.0,5x,24,162514601.11029404,73413607.89675961,162019036.49642837,266000937.34898558,0.9963341242341163,19120.94307622985,0.05352985467843011,0.04261904761904762,0.0,0.36431245933669204,0.7762103174603174,0.9505555555555556
3.0,5.0,5x,25,173386217.64184058,78062523.87181392,140071710.19063094,265444952.05926228,0.994251623614967,3011.840596088495,0.050201879424679255,0.034246031746031746,0.0,0.33956030773141277,0.8868253968253968,0.9928769841269841
3.0,5.0,5x,26,171918007.56814566,81396810.19356398,136305820.0596719,264717642.76038823,0.9915274111345039,1741.5377786245424,0.04997860526117397,0.031686507936507936,0.0,0.34246741595987046,0.8928571428571429,0.9978769841269841
3.0,5.0,5x,27,169044753.2808663,77535748.04458977,151789982.49164933,266438983.97186643,0.9979748733334666,14951.919723054574,0.05155848146873386,0.04130952380952381,0.0,0.3473636662636704,0.8466468253968253,0.9893055555555555
3.0,5.0,5x,28,170690056.71947077,72614440.73840015,148910919.62218532,260956904.08282277,0.9774411740177164,32027.717381843133,0.050785300876843714,0.02978174603174603,0.0,0.35596150645259117,0.861468253968254,0.992718253968254
3.0,5.0,5x,29,168145004.8679195,72387761.13249654,147728570.07832646,263266361.7861913,0.9860914875890652,4681.649782595405,0.05170633326984922,0.03646825396825397,0.0,0.3573558948501371,0.8408333333333333,0.9889484126984127
