floor_rate,transaction_class,transactions,transaction_share,transactions_with_bal,coverage_ratio_median,coverage_ratio_p05,coverage_ratio_p95,fraction_below_one,bal_floor_bytes,bal_byte_share_of_all,incremental_data_gas_8279,incremental_gas_share_of_all,uncovered_floor_gas
96,all transactions,1899748,1.0,999695,1.1065785430183863,0.8010285280888014,1.6871265247068565,0.1305220481874438,723390140.0,1.0,6640738696.270143,1.0,19458993271.070908
96,state-creating transactions,401079,0.21112221199864403,401079,1.1991085454847583,0.7112491215077452,1.7925349628934282,0.15519885109916,357315504.0,0.4939457759266666,4283810046.5126524,0.645080350612005,10625936277.010029
96,transactions without state creation,1498669,0.788877788001356,598616,1.0964803842611335,0.801548804428211,1.6364806349926093,0.12391795653343067,366074636.0,0.5060542240733333,2356928649.7574916,0.35491964938799525,8833056994.060888
