floor_rate,floor_class,transactions,affected_transactions,runtime_bal_bytes,bal_floor_bytes,incremental_data_gas,regular_branch_gas,transaction_share,affected_fraction_within_group,affected_transaction_share_of_all,runtime_bal_byte_share,incremental_gas_share,incremental_gas_as_share_of_group_regular_branch,incremental_gas_as_share_of_all_regular_branch
96,already floor-bound under static EIP-8131,44791,44791,34793092,36677542,3521044032.0,30176845904.0,0.02357733762583248,1.0,0.02357733762583248,0.04834618891174245,0.5302187291268726,0.11668031984526517,0.014581815490113389
96,close to static floor; pushed across by runtime BAL,13820,13820,7872845,7981883,630712536.9630784,3146083352.0,0.007274649058717261,1.0,0.007274649058717261,0.010939586847954387,0.09497626180011062,0.20047546946336545,0.002611990579417136
96,newly floor-bound primarily because of deployed code,704,704,5788553,5791052,386699437.15584856,605882464.0,0.00037057546579862173,1.0,0.00037057546579862173,0.00804339197170615,0.05823138883224593,0.6382416724902086,0.001601451101290085
96,newly floor-bound through other non-code BAL,69656,69656,62130362,62467574,2102282690.151218,16264656192.0,0.036665915689870446,1.0,0.036665915689870446,0.08633225866809838,0.3165736202407712,0.12925466516686995,0.008706252468655374
96,unaffected,1770777,0,609080809,610472089,0.0,191274683594.05228,0.9321115221597812,0.0,0.0,0.8463385736004987,0.0,0.0,0.0
