mechanism,workload,propagation_time_s,execution_time_s,safe_payload_bytes,execution_capacity_gas,transfer_capacity_gas,maximum_candidate_limit,physical_binding_constraint,benchmark,benchmark_label,optimize_floor,match_state_growth,shared_limit,shared_target,minimum_sufficient_floor_rate,floor_rate,cpsb,m_data,m_state,floor_payload_feasible,target_limit_ratio,n_replications,burn_in_blocks,measured_blocks,daily_block_length,m_execution,reference_cpsb,reference_m_state,static_bytes_per_reference_data_gas,equilibrium_fee_wei,equilibrium_floor_bounded,equilibrium_binding_branch,equilibrium_regular_gas,equilibrium_state_gas,equilibrium_execution_gas,equilibrium_data_gas,equilibrium_state_activity_multiple,equilibrium_state_bytes,equilibrium_annual_state_gib,included_execution,included_execution_p05,included_execution_p95,included_data,included_data_p05,included_data_p95,included_state,included_state_p05,included_state_p95,included_execution_metered,included_execution_metered_p05,included_execution_metered_p95,included_data_metered,included_data_metered_p05,included_data_metered_p95,included_state_metered,included_state_metered_p05,included_state_metered_p95,included_regular_metered,included_regular_metered_p05,included_regular_metered_p95,shared_gas_used,shared_gas_used_p05,shared_gas_used_p95,shared_target_utilisation,shared_target_utilisation_p05,shared_target_utilisation_p95,shared_fee_wei,shared_fee_wei_p05,shared_fee_wei_p95,shared_fee_log_return_sd,shared_fee_log_return_sd_p05,shared_fee_log_return_sd_p95,shared_limit_hit_fraction,shared_limit_hit_fraction_p05,shared_limit_hit_fraction_p95,shared_near_limit_fraction,shared_near_limit_fraction_p05,shared_near_limit_fraction_p95,shared_fee_floor_bounded_fraction,shared_fee_floor_bounded_fraction_p05,shared_fee_floor_bounded_fraction_p95,shared_target_deviation,shared_target_deviation_p05,shared_target_deviation_p95,shared_rationed_gas,shared_rationed_gas_p05,shared_rationed_gas_p95,regular_binding_fraction,regular_binding_fraction_p05,regular_binding_fraction_p95,runtime_bal_bytes,runtime_bal_bytes_p05,runtime_bal_bytes_p95,estimated_static_payload_bytes,estimated_static_payload_bytes_p05,estimated_static_payload_bytes_p95,estimated_counted_payload_bytes,estimated_counted_payload_bytes_p05,estimated_counted_payload_bytes_p95,included_state_bytes,included_state_bytes_p05,included_state_bytes_p95,annualized_state_growth_gib,annualized_state_growth_gib_p05,annualized_state_growth_gib_p95,base_fee_burn_eth_per_block,base_fee_burn_eth_per_block_p05,base_fee_burn_eth_per_block_p95,base_fee_exposure_proxy_eth_per_block,base_fee_exposure_proxy_eth_per_block_p05,base_fee_exposure_proxy_eth_per_block_p95,equilibrium_log_rmse,equilibrium_log_rmse_p05,equilibrium_log_rmse_p95
shared_fee_8131_8279,full_multiscale_60d,5.0,4.0,10242311.0,400000000.0,973251271.4932127,400000000.0,execution,floor_optimized_only,"Floor-optimized only: derived F, CPSB=1530",True,False,100000000.0,50000000.0,40,40,1530.0,1.5887467517058966,5.656315259465248,True,0.5,32,7200,50400,8,1.4479558695732846,1530.0,5.656315259465248,0.11295316038895495,6244364.927759717,False,regular,50000000.00000078,42983499.114447705,46763423.50596405,3236576.494036737,1.4490810080679764,28093.790270880854,68.75999349344045,30339468.49927588,29150702.9275722,31284552.70641291,1783418.1499674595,1595924.6985379457,2160210.476630983,5936265.6645889925,5193980.478770508,6690747.017981333,43930211.49326028,42208931.4061654,45298651.71822537,2833399.79269414,2535520.180769384,3432027.3777485117,33577390.062854625,29378791.039434426,37844974.455029875,46763611.28595443,44885197.5024824,48205039.0818975,50568731.93357641,50522889.93626802,50629283.0654247,1.0113746386715285,1.0104577987253605,1.012585661308494,21182440.277356118,10222524.242373576,42902402.28354968,0.05319264072575207,0.05100754722343043,0.05560435330572519,0.035757068452380955,0.028955357142857144,0.043680555555555556,0.041857018849206354,0.03491964285714286,0.05043154761904762,0.0,0.0,0.0,0.33641904002192236,0.31859792257480746,0.35797330070021816,941052.0412963551,552750.2402284013,1465076.1850074676,0.8039775545634921,0.7170009920634921,0.8723402777777778,150009.8516338886,146081.43069905293,153477.84445501186,201442.71633384775,180264.73844265114,244002.60044080025,351452.5679677364,329155.8252101928,394182.0310787429,21946.00657702917,19201.82420878067,24735.277421588155,53.71319622214199,46.99676672059633,60.53998047852299,0.00105911265623802,0.000511091989568185,0.002145025999070288,0.0016228753835613886,0.0008131962960440123,0.0032454563943671907,1.1342294355179061,0.8039515166923537,1.628054636624685
shared_fee_8131_8279,full_multiscale_60d,5.0,4.0,10242311.0,400000000.0,973251271.4932127,400000000.0,execution,floor_optimized_only,"Floor-optimized only: derived F, CPSB=1530",True,False,125000000.0,62500000.0,40,40,1530.0,1.5887467517058966,5.656315259465248,True,0.5,32,7200,50400,8,1.4479558695732846,1530.0,5.656315259465248,0.11295316038895495,2041657.8574558252,False,state,57729475.37077761,62500000.00000275,53546380.709798254,4183094.660979354,2.1070309507168705,40849.67320261618,99.980217569019,35310351.550104424,33345868.440642986,36951444.08799509,2387297.29876471,2106288.750097692,2900833.93348741,8837379.851717863,8007125.875514349,9558701.94849068,51127830.783669695,48283345.93464702,53504060.35642109,3792810.828768681,3346359.4098723587,4608690.489066343,49987006.50896317,45290828.27413178,54067031.69192932,54920641.61243862,51757024.63320422,57324441.98657882,63262507.018608764,63207711.68497063,63336547.53805678,1.0122001122977402,1.0113233869595302,1.0133847606089086,6612206.967638401,3185178.979489756,12947202.390939774,0.05511312374494781,0.05306837780220058,0.05776372430519954,0.043196924603174605,0.03534722222222222,0.053624007936507935,0.04884796626984127,0.04082043650793651,0.05883531746031746,0.0,0.0,0.0,0.35278388457078674,0.3349293255860509,0.37691033740357044,1930865.210528294,1276423.8954246445,2771727.4584597843,0.6633252728174603,0.5520892857142857,0.759172619047619,179595.90217240178,172155.56734532845,184689.7160332265,269652.77468348923,237911.97101523605,327658.3605509265,449248.6768558909,417133.3694483899,507909.4917910237,32671.246084289654,29601.84854518417,35337.92921041132,79.9633885822382,72.45098983565717,86.49013746991842,0.00041325619501785015,0.0001990592427273088,0.0008092026631438895,0.0006494851236536933,0.00032842893317928116,0.001250053157896306,1.1000830411207914,0.8475040713479486,1.4592154316267618
shared_fee_8131_8279,full_multiscale_60d,5.0,4.0,10242311.0,400000000.0,973251271.4932127,400000000.0,execution,floor_optimized_only,"Floor-optimized only: derived F, CPSB=1530",True,False,150000000.0,75000000.0,40,40,1530.0,1.5887467517058966,5.656315259465248,True,0.5,32,7200,50400,8,1.4479558695732846,1530.0,5.656315259465248,0.11295316038895495,1184472.6608413283,False,state,61937595.20186268,75000000.00000046,57197805.08629793,4739790.115564752,2.528437140860149,49019.60784313756,119.97626108281827,39222582.557115264,36591873.494561225,41543629.3366502,2927361.8243098985,2575965.807601916,3550667.6987891244,11679125.941473417,10898649.458524527,12273248.397138482,56792568.63339778,52983418.005133085,60153341.94138001,4650836.5894402005,4092557.3093329733,5641111.772838234,66060818.27996893,61646197.239811055,69421362.19193693,61443405.22283795,57146353.5329639,64853954.7938563,75971188.07228805,75899310.78665815,76063874.74928091,1.012949174297174,1.0119908104887754,1.0141849966570788,3004050.054196685,1399624.8606242149,5698411.567448127,0.0567873632807077,0.054798629006318586,0.05936159341129574,0.05229724702380953,0.042962301587301584,0.06327480158730159,0.057171378968253965,0.0477172619047619,0.06801289682539682,0.0,0.0,0.0,0.3669997535861659,0.35002882804297875,0.39042571240900686,3162324.741317883,2268297.76306579,4291948.59765222,0.5140804811507936,0.40011111111111114,0.6237628968253968,204335.40739129158,193677.85784974645,213309.25640715266,330654.7696577798,290963.4790225231,401059.1380692096,534990.1770490713,487699.9128969621,605922.9227224638,43177.005411744394,40291.63218288304,45373.43934113524,105.67639975069488,98.61440339741915,111.05220633419549,0.00022529909690619684,0.0001049694902539798,0.00042737911578337077,0.0003515220624289926,0.00017148283515552602,0.000642286607304498,1.0692317594310135,0.8822451196248502,1.331965608620116
shared_fee_8131_8279,full_multiscale_60d,5.0,4.0,10242311.0,400000000.0,973251271.4932127,400000000.0,execution,floor_optimized_only,"Floor-optimized only: derived F, CPSB=1530",True,False,175000000.0,87500000.0,40,40,1530.0,1.5887467517058966,5.656315259465248,True,0.5,32,7200,50400,8,1.4479558695732846,1530.0,5.656315259465248,0.11295316038895495,747485.4019818847,False,state,65746518.5141173,87500000.00000663,60478631.076628886,5267887.437488413,2.9498433310037124,57189.54248366447,139.97230459663106,42364088.71489194,39218000.548717804,45218160.98432749,3401995.8709979225,2961958.374756348,4111189.1939777685,14367402.554399546,13701741.940812947,14824287.669641836,61341330.91385129,56785934.087444335,65473901.60856707,5404909.88936481,4705801.746582257,6531638.4775805045,81266558.30733225,77501372.02107742,83850844.55650143,66746240.80321604,61549536.85636825,70974284.43279007,88682536.39735112,88599357.35275154,88790609.16471033,1.0135147016840125,1.0125640840314463,1.0147498190252608,1672235.5008831052,744473.9649768885,3222789.829929917,0.058021085537381105,0.05612204185571464,0.0605209912385393,0.06055121527777778,0.05234325396825397,0.07140873015873016,0.06514508928571427,0.056595238095238094,0.07584623015873015,0.0,0.0,0.0,0.3772746663352688,0.36076293207893495,0.39940653865375625,4452953.573514976,3359387.2143126973,5732969.93310189,0.38358010912698415,0.2848998015873016,0.4958531746031746,225267.74673725074,211923.22038400616,236996.23865762888,384266.18525939086,334562.5593692621,464371.8124167093,609533.9319966417,547836.1793513553,689701.3881587457,53115.39758649166,50654.491517044065,54804.47356634081,130.00077089043342,123.97766458503139,134.1348109136742,0.00014631718961032232,6.513997952144921e-05,0.00028199211202011867,0.00022426616466344354,0.0001055635030326111,0.0004160223539860851,1.1061012007874527,0.96040703361375,1.3464267377056074
shared_fee_8131_8279,full_multiscale_60d,5.0,4.0,10242311.0,400000000.0,973251271.4932127,400000000.0,execution,floor_optimized_only,"Floor-optimized only: derived F, CPSB=1530",True,False,200000000.0,100000000.0,40,40,1530.0,1.5887467517058966,5.656315259465248,True,0.5,32,7200,50400,8,1.4479558695732846,1530.0,5.656315259465248,0.11295316038895495,501674.6078754611,False,state,69245017.81901038,99999999.99999495,63472340.56784292,5772677.251167447,3.3712495211466744,65359.477124179706,159.9683481104153,44989331.270702615,41455496.12250911,48217435.5147107,3824978.143110297,3305318.4368922235,4608132.80475149,16917091.190657258,16374266.219280377,17264445.166997995,65142566.2815907,60025728.93666002,69816718.76929614,6076921.600212552,5251313.929966139,7321156.024978324,95688401.04748155,92618011.87866312,97653144.64429265,71219487.88180318,65329099.42332355,76155674.2978297,101391970.42135009,101300697.47407062,101516243.17240804,1.0139197042135009,1.0130069747407062,1.0151624317240804,1046388.0417547674,458184.4119461773,2014044.9361513006,0.05888846157832459,0.05697487780594393,0.061322346111844485,0.06672061011904762,0.059545634920634916,0.07754563492063492,0.07131758432539682,0.06379861111111111,0.08219246031746032,0.0,0.0,0.0,0.3842013449972207,0.36805418496465275,0.40532211105203336,5708065.222457876,4469789.626267281,7227111.654792299,0.28415364583333336,0.20769742063492064,0.3844375,243558.64901882468,228144.761052099,257258.93633703858,432043.36968298454,373346.1635388572,520503.1637886999,675602.0187018092,601688.9845875305,767880.9138681779,62541.43859312519,60534.648286707925,63825.5847348318,153.07115448893327,148.15950365501308,156.21412236535733,0.00010463621451140462,4.581672578653048e-05,0.0002014027719687694,0.00015728267811639115,7.293259293513449e-05,0.0002928233281970715,1.1437889699899375,1.0031926187924793,1.375279675607988
shared_fee_8131_8279,full_multiscale_60d,5.0,4.0,10242311.0,400000000.0,973251271.4932127,400000000.0,execution,floor_optimized_only,"Floor-optimized only: derived F, CPSB=1530",True,False,225000000.0,112500000.0,40,40,1530.0,1.5887467517058966,5.656315259465248,True,0.5,32,7200,50400,8,1.4479558695732846,1530.0,5.656315259465248,0.11295316038895495,352911.6609491433,False,state,72493684.09972806,112500000.00000536,66235747.7973526,6257936.302375466,3.7926557112903807,73529.4117647094,179.96439162423488,47270473.81368305,43440524.566588834,50781259.446776114,4210757.3446122985,3620587.0293826684,5079777.554539851,19368671.872848704,18927478.165558003,19651609.036704507,68445560.0160326,62899962.523534395,73529022.68028446,6689827.053474532,5752195.882200205,8070480.089163783,109555314.26996472,107059783.5710354,111155696.06735094,75135387.0695072,68703005.36250706,80707784.4491527,114098613.59566985,113992528.04738133,114238146.12797666,1.0142098986281765,1.013266915976723,1.015450187804237,705439.554037906,306733.4678888259,1350795.9169584801,0.05950167776569462,0.057625952592239196,0.06187465019115403,0.07103794642857142,0.06351289682539683,0.0810595238095238,0.07584635416666667,0.06814186507936508,0.08647718253968253,0.0,0.0,0.0,0.3888227293689304,0.37325052861666913,0.40923937978303965,6901920.900657214,5500015.963705387,8629642.878703281,0.21266989087301585,0.15541269841269842,0.2967579365079365,260073.46727017715,243070.56206446857,275249.54043505224,475618.34970496316,408956.7474320305,573776.928858153,735691.8169751402,651487.9659904197,844506.5243534367,71604.78056860439,69973.71475231071,72650.78174336662,175.2538265048455,171.26176726917973,177.8139308295841,7.935991873067628e-05,3.4506220508073645e-05,0.00015196309628595617,0.00011709325509850013,5.388980062553313e-05,0.00021780789576463284,1.1711448437863572,1.025699410068306,1.3992559842345038
shared_fee_8131_8279,full_multiscale_60d,5.0,4.0,10242311.0,400000000.0,973251271.4932127,400000000.0,execution,floor_optimized_only,"Floor-optimized only: derived F, CPSB=1530",True,False,250000000.0,125000000.0,40,40,1530.0,1.5887467517058966,5.656315259465248,True,0.5,32,7200,50400,8,1.4479558695732846,1530.0,5.656315259465248,0.11295316038895495,257644.57999920848,False,state,75535972.50241977,125000000.00000334,68809492.02887829,6726480.473541478,4.214061901433668,81699.34640523094,199.96043513803457,49312956.27907025,45244994.99211965,53049268.30441152,4569927.541353863,3916089.146408273,5526236.284953934,21756238.604528554,21393197.70813881,21994376.123812772,71402984.49029052,65512756.067652285,76812999.41794068,7260457.536857278,6221673.910746892,8779789.946879836,123060144.40736791,121006670.64530826,124407125.291548,78663442.02714765,71786751.54971455,84752785.63004333,126802548.9780051,126680806.31073532,126956846.61146285,1.0144203918240406,1.0134464504858824,1.0156547728917027,500876.7097358001,217228.2999754295,953512.703237751,0.05994306016019478,0.05801379631598552,0.062266073541846545,0.07415612599206349,0.06613492063492064,0.08333432539682539,0.07902157738095239,0.07109027777777778,0.08859325396825397,0.0,0.0,0.0,0.39192513107622906,0.3760147789879508,0.4118185318692377,8041017.34011063,6465388.044854784,9959042.683027297,0.16266369047619045,0.11636607142857143,0.23075496031746032,275366.9124541929,257100.8791031629,291701.1251304705,516187.7585444455,442334.6454516993,624205.8534416643,791554.6709986384,698487.5908956679,914498.0539313293,80431.4669329202,79089.32721915573,81311.846595783,196.857280190768,193.5723721347202,199.01202326055403,6.260794082912384e-05,2.7152504877265314e-05,0.00011918786970651572,9.081730534158482e-05,4.163471713164288e-05,0.00016854201926230528,1.1896482845284553,1.043025293338242,1.4167871488333228
shared_fee_8131_8279,full_multiscale_60d,5.0,4.0,10242311.0,400000000.0,973251271.4932127,400000000.0,execution,floor_optimized_only,"Floor-optimized only: derived F, CPSB=1530",True,False,275000000.0,137500000.0,40,40,1530.0,1.5887467517058966,5.656315259465248,True,0.5,32,7200,50400,8,1.4479558695732846,1530.0,5.656315259465248,0.11295316038895495,193825.34889992862,False,state,78404256.24718016,137499999.99999177,71223775.62858163,7180480.618598532,4.635468091576634,89869.28104574626,219.956478651819,51180555.61438878,46911688.5673305,55103607.8177905,4909437.114740849,4195104.788737941,5947139.854028866,24102434.55491454,23798452.28484252,24307587.638444576,74107185.90987618,67926054.81266066,79787592.37443416,7799852.268748891,6664959.106173238,9448499.125029014,136330968.3632225,134611548.81040633,137491378.88011956,81907038.17862497,74649325.2964572,88429342.05659215,139504190.75677854,139367030.96146527,139673116.6805843,1.0145759327765713,1.0135784069924747,1.015804484949704,369641.1582196677,160219.27331553062,699943.5922609665,0.06026821486503189,0.05829719279022906,0.06255329335387076,0.07638020833333334,0.06860714285714285,0.08549801587301586,0.08126426091269842,0.07326388888888889,0.09121825396825396,0.0,0.0,0.0,0.394058441452949,0.3781587586661821,0.41360984823001273,9137355.24440167,7379233.60896158,11326847.398141202,0.12754278273809522,0.08990674603174603,0.18217261904761903,289779.54234132863,270461.9784634202,307051.9641665957,554536.4378408112,473850.34405078954,671748.2417876687,844315.9801821399,743376.1696160295,979697.4390340663,89105.20808053759,87981.40445124597,89863.64632687555,218.08639805359095,215.33587099786325,219.9426875887708,5.0824286503652494e-05,2.2029296238091094e-05,9.62412013171553e-05,7.259515995419123e-05,3.32088399709339e-05,0.00013438363395353592,1.2021604978018898,1.0500250977682932,1.428947928257994
shared_fee_8131_8279,full_multiscale_60d,5.0,4.0,10242311.0,400000000.0,973251271.4932127,400000000.0,execution,floor_optimized_only,"Floor-optimized only: derived F, CPSB=1530",True,False,300000000.0,150000000.0,40,40,1530.0,1.5887467517058966,5.656315259465248,True,0.5,32,7200,50400,8,1.4479558695732846,1530.0,5.656315259465248,0.11295316038895495,149473.1157370768,False,state,81123390.83937971,149999999.9999987,73501735.5231773,7621655.31620242,5.056874281720223,98039.21568627366,239.95252216563298,52913651.60956594,48469264.74840966,56999081.7297143,5233904.523512593,4463761.294976093,6348780.426599735,26422012.391590983,26162861.504497543,26602676.606528237,76616632.42862672,70181356.3863604,82532154.95082803,8315348.810469431,7091786.257783786,10086604.280054303,149451231.87632382,147985392.75915372,150473125.6321116,84931981.23909631,77337047.64796649,91826987.91182637,152204078.67283148,152051690.892483,152387712.1088614,1.0146938578188767,1.01367793928322,1.0159180807257424,281126.88356405444,121889.37484015751,529909.3440193041,0.06051516312647496,0.058512095019418765,0.06277734333617634,0.07796130952380953,0.07076884920634921,0.0872202380952381,0.0829451884920635,0.07523908730158729,0.0929047619047619,0.0,0.0,0.0,0.3955844470756869,0.37974295158296256,0.41492269915771407,10202874.967747534,8258003.233137407,12650743.777844101,0.10283296130952381,0.07246527777777778,0.14816468253968254,303528.1008369474,283306.7383982571,321601.3113365566,591186.0571047945,504195.94548944384,717114.8137999777,894714.1579417421,786575.9211750232,1041356.7704750198,97680.54371001557,96722.47892755145,98348.44812556314,239.0746668632337,236.7297882415403,240.709373423811,4.216786387175965e-05,1.828268444846091e-05,7.94854956249355e-05,5.939490850076576e-05,2.7161265932570046e-05,0.0001096972438530148,1.210836979535092,1.054477856177049,1.4373506643678695
shared_fee_8131_8279,full_multiscale_60d,5.0,4.0,10242311.0,400000000.0,973251271.4932127,400000000.0,execution,floor_optimized_only,"Floor-optimized only: derived F, CPSB=1530",True,False,325000000.0,162500000.0,40,40,1530.0,1.5887467517058966,5.656315259465248,True,0.5,32,7200,50400,8,1.4479558695732846,1530.0,5.656315259465248,0.11295316038895495,117693.76672129458,False,state,83712933.27166711,162500000.00000328,75661538.49123295,8051394.780434166,5.478280471863733,106209.15032679953,259.9485656794432,54538512.27638082,49936087.850209065,58783871.041548915,5546341.211923644,4723889.612099698,6733989.356029461,28723793.05726542,28499644.17320724,28885582.24281365,78969358.96838042,72305251.5062375,85116451.11085024,8811731.584296219,7505064.276640588,10698603.715413837,162470828.97952747,161202972.22623694,163385959.61855936,87781090.55267651,79879304.3509758,95006564.22807965,164902804.26865715,164735281.69873792,165100960.27269316,1.0147864878071209,1.013755579684541,1.0160059093704195,219065.0355724857,95054.33136020428,413650.443663348,0.06070743433595567,0.05867980789968243,0.06296590657801758,0.07919084821428571,0.07226488095238096,0.08864285714285713,0.08422619047619048,0.0766765873015873,0.09413988095238095,0.0,0.0,0.0,0.39672480175687,0.3807261955911728,0.41596317599493504,11246500.396519434,9101281.999238597,13943770.18746185,0.08477554563492064,0.05978472222222222,0.12247718253968252,316751.7055980163,295730.4306317258,335532.94858681416,626476.7684822823,533578.2610152153,760625.3797891111,943228.4740802986,828391.1571569786,1100282.5405577307,106190.08430034475,105361.41975571042,106788.2089010192,259.90190127986114,257.87373177521584,261.3658206461728,3.5597065733602106e-05,1.544570726347036e-05,6.721841158709486e-05,4.950798099741747e-05,2.264093889151562e-05,9.120588553886087e-05,1.2170307053831304,1.057672420929457,1.4432668114050904
shared_fee_8131_8279,full_multiscale_60d,5.0,4.0,10242311.0,400000000.0,973251271.4932127,400000000.0,execution,floor_optimized_only,"Floor-optimized only: derived F, CPSB=1530",True,False,350000000.0,175000000.0,40,40,1530.0,1.5887467517058966,5.656315259465248,True,0.5,32,7200,50400,8,1.4479558695732846,1530.0,5.656315259465248,0.11295316038895495,94328.02942269108,False,state,86188587.45262335,175000000.00001046,77717743.53039083,8470843.922232525,5.899686662007331,114379.0849673271,279.94460919325763,56073234.02827525,51325714.04657882,60472632.44860772,5848771.942828238,4976719.462946596,7105532.839513056,31013018.34066284,30816683.627005506,31159917.448886093,81191568.33719748,74317368.91378362,87561703.10250966,9292217.42563695,7906746.8809079,11288892.217916002,175419408.88237572,174308877.84555256,176250316.54982206,90483785.7628347,82297718.00698632,98009236.02314672,177600055.12054333,177417656.07166815,177812776.79293647,1.0148574578316762,1.0138151775523896,1.0160730102453512,174181.129275794,75650.39960725492,329271.0990933917,0.06086054821043927,0.05881490636724347,0.06311937673587407,0.08011656746031745,0.07315873015873016,0.08974503968253968,0.08519345238095238,0.07766567460317461,0.09517162698412698,0.0,0.0,0.0,0.3976064968316796,0.38148100719534656,0.41682766433034973,12273144.338444993,9928003.150419373,15211550.912732592,0.07102678571428571,0.05013888888888889,0.10279166666666667,329543.9995900298,307799.79924832756,348964.399588997,660637.2753366975,562136.1917090404,802592.3904705048,990181.2749267274,869026.4770850829,1156992.9043242226,114653.2084198534,113927.37114088403,115196.2853266811,280.6155306542057,278.83903249934616,281.94471992414253,3.048080795622181e-05,1.3238262987494118e-05,5.762260561640613e-05,4.190558464016778e-05,1.9162971339976694e-05,7.702560912284453e-05,1.2215664040780256,1.0600103611955094,1.4474988614700093
shared_fee_8131_8279,full_multiscale_60d,5.0,4.0,10242311.0,400000000.0,973251271.4932127,400000000.0,execution,floor_optimized_only,"Floor-optimized only: derived F, CPSB=1530",True,False,375000000.0,187500000.0,40,40,1530.0,1.5887467517058966,5.656315259465248,True,0.5,32,7200,50400,8,1.4479558695732846,1530.0,5.656315259465248,0.11295316038895495,76764.77445877087,False,state,88563181.23595819,187500000.00001308,79682221.25328617,8880959.98267202,6.321092852150774,122549.01960785169,299.94065270706477,57531195.37386909,52648459.092278965,62071153.50454037,6142686.086849334,5223174.905620248,7466451.5494770305,33293302.32629452,33119496.08088211,33428228.231492374,83302632.02516137,76232645.36665426,89876291.04808383,9759172.567230865,8298302.164895911,11862300.64600095,188317413.9862259,187334311.0681064,189080597.44269526,93061804.59239197,84608721.12620951,100863619.93856192,190296952.9014538,190099820.12202257,190524265.06481588,1.014917082141087,1.0138657073174535,1.0161294136790178,140867.72910166794,61242.09933681903,266503.8929233881,0.06098368978244292,0.05892422326435599,0.06324219658032275,0.08079861111111111,0.07378075396825397,0.09036607142857142,0.08595858134920635,0.0784890873015873,0.09589087301587301,0.0,0.0,0.0,0.398316297192229,0.38206772203500067,0.4175777350828852,13287071.370382037,10742543.62646643,16459730.099601364,0.06062934027777778,0.04308234126984127,0.08782638888888888,341973.5207260722,319563.53508108034,361981.27096543816,693835.8067868948,589974.1128540885,843359.2994044402,1035809.327512967,908635.6084620038,1211855.5649268632,123083.27711518033,122440.72618830485,123582.08983182698,301.24825635803296,299.6756028596919,302.46910832639907,2.6411917299046578e-05,1.1482405211204015e-05,4.99696195464335e-05,3.59305037024345e-05,1.642812659976013e-05,6.592320602837023e-05,1.2249886478923573,1.061826131214903,1.4506058849966437
shared_fee_8131_8279,full_multiscale_60d,5.0,4.0,10242311.0,400000000.0,973251271.4932127,400000000.0,execution,floor_optimized_only,"Floor-optimized only: derived F, CPSB=1530",True,False,400000000.0,200000000.0,40,40,1530.0,1.5887467517058966,5.656315259465248,True,0.5,32,7200,50400,8,1.4479558695732846,1530.0,5.656315259465248,0.11295316038895495,63308.22922671631,False,state,90847347.7028861,199999999.99998695,81564794.00591955,9282553.69696656,6.742499042293249,130718.95424835748,319.93669622082587,58922486.79370705,53912717.37527607,63592524.20646352,6429167.530112088,5463888.939952822,7819770.809865826,35566915.12189538,35411862.10921818,35692188.2141331,85317160.60280281,78063235.5681768,92079168.68573111,10214319.02963863,8680735.805031892,12423635.473258892,201177684.7360873,200300656.0144548,201886268.83931345,95531479.63244118,86825771.14370641,103591096.43244424,202992452.47631827,202780657.68307975,203234314.01760602,1.0149622623815913,1.0139032884153987,1.01617157008803,115596.5625966631,50303.27616622953,218819.89280442923,0.06108581928468866,0.05901663514432221,0.06334323518254599,0.0813795882936508,0.07434920634920635,0.09094246031746031,0.08656312003968253,0.07915476190476191,0.09644543650793651,0.0,0.0,0.0,0.3989194146981807,0.3825665684752391,0.41824301353682825,14290747.614249192,11541543.732823286,17692332.215721983,0.05254960317460317,0.03772916666666667,0.07550396825396825,354090.7804777848,331058.2653874519,374649.5610597249,726194.791196212,617163.5237819281,883267.8264916427,1080285.5716739967,947325.2998579051,1265154.164203515,131488.68283404398,130915.46144735608,131951.80969889768,321.82061903911415,320.41765068066474,322.9541293240181,2.311859937481557e-05,1.0060203823019369e-05,4.376407164968208e-05,3.114740403346184e-05,1.4237422322694547e-05,5.706503473646238e-05,1.2276050537991638,1.0632620816491116,1.4530212072978452
shared_fee_8131_8279,full_multiscale_60d,3.0,6.0,5619286.0,600000000.0,533959303.1674208,533959303.1674208,transfer payload,fully_optimized,"Floor- and state-growth-adjusted: derived F, matched CPSB",True,True,50000000.0,25000000.0,40,40,510.0,1.5887467517058966,1.8854384198217493,True,0.5,32,7200,50400,8,1.4479558695732846,1530.0,5.656315259465248,0.11295316038895495,1495122567.2146773,False,regular,24999999.99999956,3305572.28824763,24079297.73687559,920702.263123971,0.3343172698161331,6481.514290681627,15.863608155316967,16785587.185780264,16676734.368104044,16870642.10807968,580759.2001742837,511075.72190601303,690157.2960513015,1842167.786016746,1494043.1072237762,2304858.550207267,24304789.489884656,24147175.413610782,24427945.263864107,922679.2928002089,811969.8930539315,1096485.16226763,3473293.919513944,2816926.27522953,4345668.8628154835,25227468.78268487,25150447.035666976,25265899.21465358,25260653.87924298,25240398.429876707,25288692.045852717,1.0104261551697191,1.0096159371950684,1.0115476818341087,2790126255.280221,1314720732.8765578,6467352591.825875,0.05082529728361205,0.04875838181903925,0.052970580085638,0.027348710317460317,0.021439484126984126,0.0339156746031746,0.03316840277777777,0.02645535714285714,0.04098809523809523,0.0,0.0,0.0,0.31717620003351343,0.3003318179093851,0.33386794205254194,99058.00482673723,68704.85105976765,130238.60222742966,0.996352306547619,0.9915089285714286,0.9994335317460318,79253.87307668888,78141.85080300429,80495.62626615034,65598.58708464706,57727.61798735082,77955.44775449013,144852.46016133594,137383.95710633614,156073.93868107168,6810.380234341067,5523.384853391235,8520.91933885389,16.668512724198703,13.518571289919471,20.85508408258485,0.06975335342565372,0.032865577464027615,0.1616818306343116,0.07706851668646307,0.036957916235035325,0.17575692101957163,1.0893468714853545,0.8347604398354044,1.4581425363467662
