benchmark,propagation_time_s,state_demand_cap_label,state_demand_cap_multiple,replication,included_execution,included_data,included_state,included_execution_metered,included_data_metered,included_regular_metered,included_state_metered,included_state_bytes,runtime_bal_bytes,estimated_static_payload_bytes,estimated_counted_payload_bytes,annualized_state_growth_gib,shared_fee_wei,shared_limit_hit_fraction,shared_near_limit_fraction,shared_fee_floor_bounded_fraction,shared_target_deviation,shared_rationed_gas,shared_fee_log_return_sd,regular_binding_fraction,state_demand_cap_active_fraction,base_fee_exposure_proxy_eth_per_block
fully_optimized,3.5,1.5x,1.5,1,125112765.59059657,23234132.43626668,7337681.108267852,181157763.29545093,71734466.47925983,252892229.77471268,152182204.6132094,27126.95269397672,573607.8069597231,2624368.6875718497,3197976.494531573,66.39364331939335,100664.19350124995,0.03263888888888889,0.03654761904761905,0.0,0.344719810085367,5853060.572032752,0.04916077192627734,0.8610515873015873,0.9844642857142857,3.52759625577007e-05
fully_optimized,3.5,1.5x,1.5,2,131245769.443303,19493990.297788717,7007003.739447306,190038082.22209516,60186925.309117325,250225007.53120896,145324014.64007485,25904.45893762475,599582.3789071357,2201907.81272686,2801490.1916339956,63.401570625675696,106055.14137822085,0.024305555555555556,0.02763888888888889,0.0,0.3303317711455628,3430536.9641650887,0.047158009371318435,0.8695238095238095,0.9769444444444444,3.5502297788523495e-05
fully_optimized,3.5,1.5x,1.5,3,122579705.21911342,20428553.970527094,8339611.5681110155,177490003.66257796,63072353.74672763,240562357.40930843,172962064.62596256,30831.02756256017,567347.9334029701,2307469.7331473683,2874817.6665503383,75.45942481086415,1480063.8903491471,0.034523809523809526,0.03888888888888889,0.0,0.3442310799658242,7076476.097879808,0.05085255786399422,0.7701984126984127,0.9788095238095238,0.0004488910543234088
fully_optimized,3.5,1.5x,1.5,4,116459103.12322438,19406412.01490798,7960016.420298138,168627641.932513,59916530.818820424,228544172.7513324,165089328.5936612,29427.687806356716,535869.8710668145,2192015.5688940426,2727885.439960857,72.02472868850963,130682.44625917576,0.037142857142857144,0.04083333333333333,0.0,0.36176474268507247,5291450.169542163,0.05065694996522615,0.7889087301587302,0.9719047619047619,4.37965828591277e-05
fully_optimized,3.5,1.5x,1.5,5,124044860.68617056,20412252.91303194,7205711.504066873,179611484.12094146,63022024.875370756,242633508.9963099,149445178.43111372,26639.069239057702,567620.286989713,2305628.477185609,2873248.764175322,65.19954089098017,100266.64651711048,0.041746031746031746,0.045932539682539686,0.0,0.36674021209039187,6426573.039843403,0.05276195965381566,0.8352777777777778,0.97375,3.4242650350172385e-05
fully_optimized,3.5,1.5x,1.5,6,125461739.69640553,21947306.748730842,6585929.533612237,181663062.4002837,67761442.98030302,249424505.3805884,136591010.30202276,24347.773672374824,576274.1137791992,2479017.659294987,3055291.7730741864,59.59155895840473,225.61949331700504,0.034384920634920636,0.03801587301587302,0.0,0.34228094675507453,7125270.812033013,0.048257915049626246,0.8896031746031746,1.0,8.832952119699083e-08
fully_optimized,3.5,1.5x,1.5,7,121885850.53778183,26888052.009876996,6491776.399467425,176485332.70411476,83015798.88493702,259501131.5890561,134638291.00092718,23999.695365584168,558417.1382215314,3037090.4512181976,3595507.589439729,58.739631828624006,380.6574496663624,0.02470238095238095,0.028769841269841268,0.0,0.32167171433925795,3306691.367679856,0.04620030643037272,0.9132738095238095,1.0,1.4806773209943707e-07
fully_optimized,3.5,1.5x,1.5,8,124145974.8821831,20727896.03368428,7845953.291034788,179757893.0145551,63996560.54697226,243754453.5615278,162723679.52547893,29006.003480477528,574571.499916201,2341281.3652183227,2915852.8651345237,70.99264966947487,114628.15989013755,0.03301587301587302,0.03678571428571428,0.0,0.33536371190539294,5668624.222262998,0.04861454896611444,0.7936309523809524,0.9716865079365079,4.074670619600223e-05
fully_optimized,3.5,1.5x,1.5,9,121945203.48352885,21996891.82481504,7520683.911784408,176571273.15028325,67914534.94480586,244485808.09508955,155977650.29674834,27803.50272669311,562306.1067149519,2484618.4503468242,3046924.557061776,68.04951016395306,494269.0688582914,0.03902777777777778,0.04303571428571429,0.0,0.33897388430165204,8081249.668440344,0.05020758380974653,0.8157142857142857,0.9591468253968254,0.0001563790023204676
fully_optimized,3.5,1.5x,1.5,10,117851528.26237209,25801439.085975904,7102339.7424808685,170643812.085683,79660924.3881465,250304736.47383153,147301266.43209898,26256.9102374508,542273.1551302673,2914354.0873440863,3456627.2424743534,64.26420072468063,661.7860607774929,0.029404761904761906,0.03301587301587302,0.0,0.33378924681586775,3249248.9197327974,0.04772986773890277,0.8586309523809523,1.0,2.595096946408125e-07
fully_optimized,3.5,1.5x,1.5,11,127941709.16791493,20402316.278419152,7227732.039152143,185253948.75291997,62991345.908360064,248245294.66127962,149901880.4227299,26720.477793712995,590169.7728728264,2304506.102902464,2894675.8757752907,65.39878960873722,7774.786378230532,0.019146825396825398,0.021746031746031746,0.0,0.31596135369709016,3366115.2311143773,0.044827667804102064,0.8624206349206349,0.9979761904761905,2.6550561249490046e-06
fully_optimized,3.5,1.5x,1.5,12,129515436.10449018,20807794.41504199,6930619.287016822,187532635.90783936,64243243.64456508,251775879.55240327,143739814.64589006,25622.07034686097,592437.1929839567,2350306.1399026383,2942743.332886595,62.710420108913105,211.39657665056606,0.02228174603174603,0.025436507936507938,0.0,0.32402467508526084,2739066.4191824505,0.04470575425701815,0.8847817460317461,1.0,8.032348134005218e-08
fully_optimized,3.5,1.5x,1.5,13,116673652.14651522,21189750.69836627,7777928.733384542,168938299.45009953,65422518.58748821,234360818.0375871,161312862.26614377,28754.52090305593,538646.183081595,2393449.3092345344,2932095.4923161296,70.377142106398,312911.89375990693,0.031924603174603175,0.03609126984126984,0.0,0.357335790067957,4750819.577726947,0.05119456142096475,0.7924404761904762,0.9720039682539683,0.00010049804675320234
fully_optimized,3.5,1.5x,1.5,14,124042294.94356869,21262259.10490933,7499054.214074197,179607769.0388796,65646385.42964026,245254154.46851787,155529054.20295507,27723.53907361053,569245.5558028182,2401639.3629083405,2970884.9187111584,67.85379786551788,8554.629433779308,0.03567460317460317,0.039285714285714285,0.0,0.3396220803769075,7205925.778280375,0.048393646847699597,0.8321428571428572,0.9978373015873016,2.9107672188351444e-06
fully_optimized,3.5,1.5x,1.5,15,122965568.989418,21338314.651127093,7500753.266488829,178048717.37364596,65881203.92547402,243929921.29912153,155564292.24865538,27729.820365179214,564667.0943153468,2410230.077218745,2974897.1715340917,67.86917142541239,22613.77119965471,0.03880952380952381,0.04442460317460317,0.0,0.3658512471761489,4646922.578189685,0.05178797358288465,0.8284920634920635,0.9943055555555556,8.05790034841986e-06
fully_optimized,3.5,1.5x,1.5,16,118057379.94522198,21384687.468791094,8098720.282994672,170941876.2381267,66024378.1689456,236966254.40707585,167966022.10242698,29940.46739793707,548095.2504594985,2415468.0335300346,2963563.283989533,73.27976480292028,9635.972925842716,0.030674603174603174,0.03378968253968254,0.0,0.3317371153625502,6853533.751643811,0.04640761471725902,0.7902579365079365,0.9978968253968254,3.2126268876915454e-06
fully_optimized,3.5,1.5x,1.5,17,116339612.86439595,19223834.2099371,7878885.361253536,168454625.31088388,59352829.05519907,227807454.36608595,163406684.82026082,29127.75130485933,532064.557257554,2171392.828805703,2703457.386063257,71.29062938426651,597042.7821312816,0.04428571428571428,0.04946428571428572,0.0,0.38211321663705855,10078018.831659336,0.05461548332733002,0.7607539682539682,0.958313492063492,0.00018391225986280954
fully_optimized,3.5,1.5x,1.5,18,124686939.10952546,20447033.36656108,7690662.533822946,180541185.34276426,63129408.15230903,243670593.49507275,159502976.76668644,28431.90316696728,571781.1675584192,2309557.0393314864,2881338.2068899055,69.58753012380564,70580.85838218767,0.023115079365079366,0.026785714285714284,0.0,0.33403325955174273,4096876.4698323705,0.04749702849158172,0.8231547619047619,0.9918650793650794,2.3373302809767124e-05
fully_optimized,3.5,1.5x,1.5,19,125874482.3885858,19711666.937795036,7452964.276112054,182260695.60404912,60858993.340008505,243119688.94405925,154573157.06514508,27553.14742694208,572316.2380786679,2226495.077158422,2798811.31523709,67.43676163070256,508831.94326223724,0.03763888888888889,0.04255952380952381,0.0,0.3547591893631746,8332439.407746127,0.050481113778435165,0.8276785714285714,0.9920833333333333,0.00015424380836032278
fully_optimized,3.5,1.5x,1.5,20,119353490.95947435,19412287.536513526,8231383.6893299455,172818587.78883302,59934671.25977741,232753259.0486113,170717437.6177215,30430.915796385292,551180.3561235951,2192679.227628323,2743859.583751918,74.4801449709577,561009.0304653677,0.046607142857142854,0.05261904761904762,0.0,0.3703692157079912,8082119.144024213,0.05428563012178337,0.7534126984126984,0.9362896825396826,0.00018950378770330234
fully_optimized,3.5,1.5x,1.5,21,121527270.38527662,22445328.71534474,7709204.214514463,175966124.46758083,69299066.1374398,245265190.60501853,159887527.9352666,28500.45061234699,558998.8039301134,2535270.8143671495,3094269.618297263,69.75530107435574,69852.55500917252,0.035515873015873015,0.040873015873015874,0.0,0.36077837874867524,4112868.6455154587,0.052456595496210186,0.8314285714285714,0.9819444444444444,2.35320760578544e-05
fully_optimized,3.5,1.5x,1.5,22,123426908.79939017,21590265.8249628,8088652.870064061,178716717.0593642,66659093.22620641,245375810.28557152,167757225.7440195,29903.2487957254,569616.344698931,2438688.758567195,3008305.103266126,73.18867168870415,35127.360842507216,0.03428571428571429,0.03813492063492063,0.0,0.3488690347236704,5388739.774917264,0.050628011580731255,0.8028968253968254,0.9898015873015873,1.1825843234729801e-05
fully_optimized,3.5,1.5x,1.5,23,119273966.46068981,21410641.716284968,7685234.396592081,172703439.82404387,66104510.88325937,238807950.70730364,159390398.1633711,28411.83567974529,551703.3240203076,2418399.6478099846,2970102.971830292,69.53841463324672,188252.9331047221,0.027916666666666666,0.03152777777777778,0.0,0.3325120665615616,4139539.65825407,0.048007536430360584,0.8206547619047619,0.9669246031746032,6.338022747802415e-05
fully_optimized,3.5,1.5x,1.5,24,114914149.19894072,20690437.40279851,8528205.474740654,166390616.82962698,63880908.50319648,230271525.33282706,176873468.79630592,31528.247557273782,529292.9164958253,2337050.2944759317,2866343.210971757,77.16588171246974,204943.30989019194,0.044365079365079364,0.049384920634920636,0.0,0.36674980285155667,8014118.077766983,0.052840147553715466,0.7306547619047619,0.950297619047619,7.055915411818382e-05
fully_optimized,3.5,1.5x,1.5,25,125392222.9955899,22630861.236675225,7406153.778504415,181562405.2853044,69871890.47115177,251434295.7564593,153602315.6481055,27380.091915883335,575436.5406720036,2556227.299006359,3131663.839678363,67.01320554589984,26770.147409969777,0.03371031746031746,0.038630952380952384,0.0,0.34002099752674114,5147469.058686257,0.04899994118500248,0.8581547619047619,0.9929365079365079,9.009492690644226e-06
fully_optimized,3.5,1.5x,1.5,26,124393320.76019725,23691830.757119656,7215723.346864955,180116038.93044034,73147591.97232167,253263630.90276247,149652822.27482024,26676.082401928743,568209.461270117,2676067.159416911,3244276.6206870284,65.29013118917936,5201.052211572825,0.02908730158730159,0.032996031746031745,0.0,0.34042892371501093,4844294.262447542,0.048521952221551715,0.8656547619047619,0.999702380952381,1.920238168160113e-06
fully_optimized,3.5,1.5x,1.5,27,121649331.90043218,22387547.583152007,8013285.458793837,176142864.1548991,69120669.17332608,245263533.32822445,166194119.00309613,29624.620143154392,559634.4438493456,2528744.2528751283,3088378.696724474,72.50672367979749,133243.28675520828,0.04172619047619048,0.04567460317460317,0.0,0.34816824165283455,9772393.211795086,0.05048857993999808,0.8116666666666666,0.9894444444444445,4.393738619161043e-05
fully_optimized,3.5,1.5x,1.5,28,122151797.5482518,20635046.97836039,7875782.1745921625,176870412.2389208,63709892.75487605,240580304.9937943,163342325.27935368,29116.279015927572,556659.5676070431,2330793.7709803605,2887453.3385874033,71.2625507766918,325272.76425479434,0.029543650793650792,0.0331547619047619,0.0,0.3598064242253725,5699914.449778728,0.05021757033753444,0.8227777777777778,0.9931547619047619,9.912484367558658e-05
fully_optimized,3.5,1.5x,1.5,29,119770796.27284859,20529491.703888956,7793426.027694243,173422827.46673587,63383995.012877546,236806822.47961363,161634273.40117925,28811.81344049541,550836.7040235662,2318870.9691330884,2869707.6731566545,70.51736649276869,39943.22167585071,0.03819444444444445,0.04224206349206349,0.0,0.36060061204892385,6133899.683765496,0.05102552524229783,0.8041071428571429,0.9906349206349206,1.3319858532997123e-05
fully_optimized,3.5,1.5x,1.5,30,119081982.71229255,21118018.413194567,7720308.66115445,172425455.82868686,65201047.98942673,237626503.818111,160117832.188856,28541.503063967204,549070.8065378396,2385346.920922469,2934417.7274603085,69.85577759529075,38013.6603464802,0.028392857142857143,0.0323015873015873,0.0,0.35265113956446664,4271661.833172005,0.04913612551665039,0.8172222222222222,0.9910515873015873,1.266728508492981e-05
fully_optimized,3.5,1.5x,1.5,31,128449654.62395531,22058081.49279453,6982992.984968968,185989431.3574176,68103455.62857206,254092886.98598912,144826035.85126865,25815.692665110277,582367.1209884293,2491530.016728258,3073897.1377166873,63.18431377775018,343871.0207826099,0.028095238095238097,0.03263888888888889,0.0,0.337892298810982,3697196.7745484826,0.04951482070957966,0.8632539682539683,0.9844444444444445,0.00010519416959214294
fully_optimized,3.5,2x,2.0,0,114482826.34601104,16984979.792013906,9579042.790306896,165766080.37304655,52440454.44276137,218206534.81580725,198667648.3215655,35413.128043059805,534734.6028728086,1918507.1466505048,2453241.7495233133,86.67418779540915,110845.46514806229,0.0416666666666666,0.0456349206349206,0.0,0.3448214042782423,10406840.510983655,0.0497971005142779,0.6514682539682539,0.9395039682539682,3.802917418200782e-05
fully_optimized,3.5,2x,2.0,1,114507242.68486476,20436038.52233478,9451874.116031798,165801434.15420207,63095462.0049009,228896896.15910152,196030192.57452777,34942.99332879283,531962.822430488,2308315.1369281416,2840277.95935863,85.52352568886015,150344.21108060193,0.0461507936507936,0.0503571428571428,0.0,0.3610067450515837,10939744.449376684,0.0524304826779132,0.6909325396825396,0.9497222222222222,5.273594819561318e-05
fully_optimized,3.5,2x,2.0,2,123897589.36493663,17764916.33010207,9042603.377161158,179398241.74693963,54848477.707710825,234246719.45464757,187541990.0475987,33429.94475001759,572636.3401475706,2006603.4435303835,2579239.783677954,81.82031549797041,137601.27619964932,0.035,0.0385912698412698,0.0,0.3430721574370126,6477418.359839944,0.0496824581835609,0.7267460317460317,0.9627777777777776,4.606971904793399e-05
fully_optimized,3.5,2x,2.0,3,102129989.9644466,15670114.53898027,10410085.911231158,147879718.42848116,48380859.892492674,196260578.32097235,215903335.23747408,38485.44300133228,481809.4274388157,1769988.9608347325,2251798.3882735483,94.19372697128097,1675371.278662639,0.0541865079365079,0.0596031746031746,0.0,0.3728328939441885,12626737.060270024,0.0556389237755969,0.5129166666666667,0.855218253968254,0.0005166948406387
fully_optimized,3.5,2x,2.0,4,106428310.05981249,16890375.59128663,9984213.51778084,154103496.23987257,52148367.70853584,206251863.9484088,207070817.33939588,36911.01913358215,496625.0344061722,1907821.3031922877,2404446.33759846,90.34029979543192,228780.7400692713,0.0576388888888888,0.0610912698412698,0.0,0.3823544514598546,11199578.385016384,0.0542601696815085,0.613829365079365,0.9191666666666668,7.66592057284609e-05
fully_optimized,3.5,2x,2.0,5,115615929.77934802,18330231.98975244,9093998.21570224,167406764.14018038,56593867.48495401,224000631.62513408,188607909.8824254,33619.94828563733,535423.5901240825,2070457.6339052592,2605881.2240293417,82.28535213941234,169553.18060441152,0.0555753968253968,0.0606547619047619,0.0,0.3823238734480297,11796928.6248227,0.0554094721295894,0.6946626984126985,0.924484126984127,5.813410172007225e-05
fully_optimized,3.5,2x,2.0,6,118241713.99696152,20120972.749178626,8460825.02743126,171208783.8103052,62122708.87089684,233331492.68120405,175476010.2711907,31279.14621589852,548828.1640601296,2272727.462119764,2821555.6261798935,76.55620226206379,60035.075128228695,0.0465873015873015,0.0500396825396825,0.0,0.3579252238099258,12399556.901481666,0.0511950418798392,0.7748412698412699,0.9657539682539684,1.9391320281205997e-05
fully_optimized,3.5,2x,2.0,7,116052152.91393057,24887067.09480258,8530397.568962669,168038395.9883416,76837836.97008462,244876232.95842707,176918932.44163546,31536.351593874413,537613.3385739627,2811072.881169918,3348686.2197438804,77.18571646949458,6507.078739352382,0.0347420634920634,0.0387103174603174,0.0,0.3361033972165703,6182333.625364175,0.0489338593503677,0.7808333333333334,0.997123015873016,2.3124909781834288e-06
fully_optimized,3.5,2x,2.0,8,109157766.4315207,17263638.990567207,9780783.619117375,158055628.61402997,53300803.71522093,211356432.32925367,202851717.3259096,36158.95139499279,512165.4554737507,1949982.583798553,2462148.039272304,88.49960217814991,254652.10483079503,0.0501587301587301,0.054563492063492,0.0,0.3592313730766513,11268924.219741058,0.0525942365780552,0.6061904761904762,0.8659920634920635,9.004673387331525e-05
fully_optimized,3.5,2x,2.0,9,111228406.38084532,19132067.945976134,9427789.60179744,161053823.88242838,59069504.338681154,220123328.2211071,195530684.02146685,34853.95437102796,519352.9214710605,2161027.5392742255,2680380.460745286,85.30560143949602,596067.8577276742,0.049781746031746,0.0535714285714285,0.0,0.3501828364485097,13840665.261697927,0.0523725375010308,0.6654166666666667,0.8959126984126984,0.0001922776294691
fully_optimized,3.5,2x,2.0,10,108652146.1437891,22832112.56853306,9144536.68006844,157323512.75063282,70493246.01169866,227816758.762334,189656068.66876516,33806.78585895992,506659.8370388366,2578959.272972188,3085619.1100110244,82.74264003834377,62063.42830283256,0.0450992063492063,0.0489682539682539,0.0,0.3533310510606091,7598769.045607016,0.0515372313206573,0.6988492063492063,0.9615277777777778,2.124409564222107e-05
fully_optimized,3.5,2x,2.0,11,115531144.3578381,17344521.07760264,9324858.121536933,167283998.5914491,53550523.965250134,220834522.55669975,193395903.37905228,34473.423062219656,541052.302746048,1959118.47114806,2500170.773894108,84.37424507691829,91774.48645759156,0.0348015873015873,0.0380555555555555,0.0,0.3382682868490405,7283260.333174417,0.0491196475475931,0.6836904761904762,0.948313492063492,3.180391661077146e-05
fully_optimized,3.5,2x,2.0,12,121018666.46792576,18564954.52153364,9061652.549225455,175229688.44016662,57318564.03362856,232548252.4737946,187937066.49723625,33500.36835957865,559962.9597413739,2096970.2856844424,2656933.2454258166,81.9926783898591,20855.550048857625,0.0341468253968254,0.0377182539682539,0.0,0.3434545401458884,6161511.721255675,0.0484183159541612,0.7178174603174603,0.9851785714285716,7.16246417111531e-06
fully_optimized,3.5,2x,2.0,13,103163195.58149327,17983798.49837859,9732425.636878395,149375754.56615952,55524267.759532526,204900022.3256939,201848781.35211328,35980.17492907545,483677.6794238248,2031326.8761900032,2515004.555613828,88.06204396636252,458009.688341787,0.0519047619047619,0.056765873015873,0.0,0.3813671819522259,9364269.520780664,0.0556891641746732,0.6133333333333333,0.8819642857142858,0.0001486143990741
fully_optimized,3.5,2x,2.0,14,112562769.18851992,18405566.7008561,9568996.962368678,162985922.34193775,56826460.430837415,219812382.77277648,198459299.63207236,35375.989239228584,523506.9194462039,2078966.927611407,2602473.8470576108,86.58328998898409,96783.25869964964,0.0486309523809523,0.0528968253968253,0.0,0.3596355765391776,12993625.725316985,0.052021180677923,0.6575396825396825,0.9471626984126984,3.2260554576048034e-05
fully_optimized,3.5,2x,2.0,15,111602234.53350694,18376015.13001107,9526630.62459241,161595110.55028483,56735221.1227199,218330331.67300484,197580629.3016191,35219.36351187507,519800.2029154133,2075628.9842900028,2595429.187205416,86.19994605817615,99838.4344933022,0.0578769841269841,0.0624603174603174,0.0,0.3828896976412276,10757805.30649938,0.0550411344337102,0.6444841269841269,0.9510912698412698,3.51365636485978e-05
fully_optimized,3.5,2x,2.0,16,101685980.55088218,17226421.4299551,10311344.904052367,147236812.39196372,53185895.96639454,200422708.35835755,213855464.26346025,38120.403612024995,480521.4929452424,1945778.7427054483,2426300.2356506907,93.3002873253093,148899.55070362033,0.0502380952380952,0.0541071428571428,0.0,0.3624530878202182,12305576.596816191,0.0523062912320872,0.5596230158730159,0.9276388888888888,4.985464000899687e-05
fully_optimized,3.5,2x,2.0,17,102172594.1664904,15987093.340003977,9699972.762907514,147941407.43289864,49359519.42450029,197300926.8573984,201175714.50250152,35860.198663547504,474562.6563906451,1805792.718186662,2280355.374577307,87.76840016972538,802637.1673310206,0.0657738095238095,0.0712698412698412,0.0,0.4047839939740444,15478666.56358599,0.0586659653003872,0.5972420634920635,0.865515873015873,0.0002514045736928
fully_optimized,3.5,2x,2.0,18,111187921.1378668,17319539.58531492,9787746.56398582,160995203.0372268,53473394.59422573,214468597.63145176,202996127.5673833,36184.692971013064,518207.8290806097,1956296.7326429295,2474504.561723539,88.56260509027385,194206.10207309396,0.0424007936507936,0.0474007936507936,0.0,0.3596116439246506,8152124.337266364,0.0523007718635778,0.6275793650793651,0.9196428571428572,6.537950431066697e-05
fully_optimized,3.5,2x,2.0,19,112536239.82408813,16707498.204680257,9471626.908164669,162947508.99299693,51583740.99844441,214531249.99144235,196439861.97957924,35016.01817817812,519003.3197880161,1887164.7244114252,2406168.044199441,85.70225515612597,622478.4722701736,0.0520039682539682,0.0564682539682539,0.0,0.3731269380444114,14492645.85008902,0.0538564078033172,0.6528174603174604,0.9349801587301588,0.0001921322550741
fully_optimized,3.5,2x,2.0,20,108695268.71607544,16900979.694004443,10093566.685369805,157385952.33228347,52181107.45696573,209567059.78925493,209338782.63791105,37315.29102280054,508537.19398339174,1909019.070107354,2417556.2640907457,91.32976160190984,711186.6125290486,0.0575992063492063,0.0629365079365079,0.0,0.3831818048905949,12176583.29780624,0.0564696092172293,0.5838293650793651,0.842579365079365,0.0002409582900963
fully_optimized,3.5,2x,2.0,21,110127015.08755884,19286969.30701811,9776107.417600416,159459057.89461732,59547756.17449841,219006814.0691154,202754733.73592308,36141.66376754422,513644.9930055864,2178524.1375524667,2692169.130558053,88.45729043810275,152079.37502901355,0.0519047619047619,0.0563095238095238,0.0,0.3741777361780924,8963032.209449142,0.0547478404164842,0.6336706349206349,0.9224603174603174,5.223928367254384e-05
fully_optimized,3.5,2x,2.0,22,108199759.60995051,17735017.38213934,10277282.253774432,156668477.01364505,54756165.88645929,211424642.9001053,213149010.93879575,37994.47610317215,507418.48177167826,2003226.262865688,2510644.7446373664,92.99207776704468,147619.5199694909,0.052579365079365,0.0572023809523809,0.0,0.3753857155509026,10707744.523245582,0.0550428899900451,0.5862698412698413,0.91375,5.0677222268363575e-05
fully_optimized,3.5,2x,2.0,23,108363444.6987468,18424755.66735926,9797595.588902753,156905485.79873127,56885705.607225,213791191.40595636,203200394.59711424,36221.104206259224,508993.4215547159,2081134.3820225364,2590127.803577252,88.65172216114517,251581.48377933537,0.0442261904761904,0.0487301587301587,0.0,0.357120455359587,7727791.221986431,0.0522804659114688,0.6280753968253968,0.9319642857142856,8.47787249408393e-05
fully_optimized,3.5,2x,2.0,24,101143384.58431904,16962889.300674032,10522605.689462611,146451157.37737194,52372250.923010014,198823408.30037907,218236975.4790107,38901.4216540126,473478.37728376826,1916011.955839121,2389490.3331228895,95.21184126543358,351745.02272790053,0.0573015873015873,0.0624801587301587,0.0,0.3792448063098012,13772595.980740309,0.0556457359790552,0.5240674603174603,0.8636507936507937,0.0001211455466482
fully_optimized,3.5,2x,2.0,25,115742744.23091976,20037777.68737136,9538293.456255812,167590385.86967883,61865847.40258815,229456233.2722656,197822514.36154372,35262.48027835004,538065.7001789035,2263330.316959879,2801396.0171387824,86.30547502218178,70611.90310441368,0.0480555555555555,0.0523412698412698,0.0,0.3569792250188116,10255989.313178752,0.0521189641802436,0.670952380952381,0.9779761904761904,2.365438637753744e-05
fully_optimized,3.5,2x,2.0,26,115135755.09979056,20814988.735249165,9343098.31172114,166711492.39449367,64265455.82413117,230976948.2186238,193774201.68799275,34540.855915863234,532708.0430980263,2351118.7611068888,2883826.804204915,84.53928804666603,66283.20391791195,0.040595238095238,0.0450198412698412,0.0,0.3511754373598013,8754932.529152399,0.0510045632619568,0.695734126984127,0.9700198412698412,2.321277370361421e-05
fully_optimized,3.5,2x,2.0,27,107113366.20744929,18487885.079656236,10193732.804433974,155095427.30982983,57080615.1749775,212176042.48480907,211416210.17964295,37685.5989625032,501079.1060699251,2088265.0486549772,2589344.1547249025,92.23609610782788,221287.00596209776,0.0581349206349206,0.0625595238095238,0.0,0.3696465517623093,17571888.156366456,0.0544335575960729,0.5854761904761905,0.9408333333333332,7.402944172192335e-05
fully_optimized,3.5,2x,2.0,28,110007166.21277612,17575336.136149805,10111067.875598067,159285522.0129136,54263156.34460372,213548678.35751677,209701754.21884304,37379.99183936596,510084.51519182115,1985189.761476324,2495274.2766681453,91.48811786794452,403110.7145325666,0.0551785714285714,0.060079365079365,0.0,0.3835072543965351,11275512.117768142,0.0549631817317555,0.6024007936507937,0.9576388888888888,0.0001245441572247
fully_optimized,3.5,2x,2.0,29,108904744.7648461,17900681.762185104,9813250.02596412,157689264.40664026,55267648.118463986,212956912.52510077,203525064.8449534,36278.97769072253,508407.5233742537,2021938.578155734,2530346.101529988,88.79336842449271,163144.03445362052,0.0563690476190476,0.0607142857142857,0.0,0.3807945033018866,11710462.827867582,0.0545541858651861,0.6349801587301588,0.917420634920635,5.464666160314026e-05
fully_optimized,3.5,2x,2.0,30,105872146.65391628,17876265.45899375,9862020.482471423,153298196.1718603,55192263.74645693,208490459.9183143,204536555.46191865,36459.279048470344,495710.86180934246,2019180.679545256,2514891.5413545985,89.23465883301577,134732.94998933218,0.0493650793650793,0.0536309523809523,0.0,0.3810482606869042,9437335.361733085,0.0542298617433502,0.6145436507936508,0.9261111111111112,4.532241778781168e-05
fully_optimized,3.5,2x,2.0,31,117921447.88456228,19429880.514450222,8954181.201227743,170745052.61303213,59988988.88448568,230734041.49751753,185708129.8032371,33103.05344086223,541397.3716769419,2194666.4100869256,2736063.7817638675,81.02024387809071,414171.8429452969,0.0405357142857142,0.0450396825396825,0.0,0.3538429012061465,7141470.081894134,0.0521567318340154,0.7073015873015873,0.9391666666666668,0.0001307635945186
fully_optimized,3.5,3x,3.0,0,80068064.5740522,9594678.737214155,12280339.320358971,115935024.06537206,29623191.74782799,145558215.8131976,254692059.1935614,45399.65404519811,388740.834517053,1083749.286285046,1472490.120802099,111.11636723464414,281119.87093102105,0.0682539682539682,0.0726984126984126,0.0,0.3738641582800029,18606768.402478267,0.0561078948301239,0.2643452380952381,0.6506349206349207,9.707443111536178e-05
fully_optimized,3.5,3x,3.0,1,80964024.9971819,11807969.091168072,12293237.571530003,117232335.2189469,36456638.32217707,153688973.54112425,254959566.63492748,45447.338081092246,390938.5258803541,1333747.4266225293,1724685.9525028835,111.23307466237846,304813.7338080052,0.0689087301587301,0.0739682539682539,0.0,0.3838595595644306,18956598.445163224,0.0577213952235211,0.2694642857142857,0.6538690476190476,0.0001065628045855
fully_optimized,3.5,3x,3.0,2,87957287.08434793,10447585.172606517,11911727.86055228,127358270.10552524,32256506.689430103,159614776.79495558,247047122.90219617,44036.92030342177,421415.049394022,1180087.7636786911,1601502.813072713,107.7810549711738,276314.9959310202,0.0620436507936508,0.0667857142857142,0.0,0.3737140296508383,14008184.79621242,0.0558149105143801,0.32375,0.7016468253968254,9.477173244288156e-05
fully_optimized,3.5,3x,3.0,3,70657345.9226709,8734763.889059883,12365530.831710516,102308718.75720105,26968238.60855561,129276957.36575677,256458916.0275567,45714.60178744326,346625.3913245547,986619.1865206324,1333244.5778451872,111.88720678668552,1950270.0565478909,0.0744246031746031,0.0792460317460317,0.0,0.3943269982196166,16650599.637575928,0.0595193771268334,0.2119642857142857,0.4558134920634921,0.0006103644275763
fully_optimized,3.5,3x,3.0,4,72207932.55167928,9023598.684670012,12604853.294550337,104553899.76795612,27860004.635135964,132413904.4030902,261422421.45535684,46599.36211325434,351577.20135304873,1019243.9895150944,1370821.1908681432,114.0526715979282,413455.0964870322,0.0854761904761904,0.0904960317460317,0.0,0.4136515836716432,21434299.575449426,0.0608475767790594,0.2031150793650793,0.6029365079365079,0.0001400013860164
