mechanism,workload,propagation_time_s,execution_time_s,floor_rate,balanced_floor_rate,safe_payload_bytes,execution_capacity_gas,payload_capacity_gas,safe_common_limit,physical_binding_constraint,shared_limit,shared_target,target_limit_ratio,n_replications,burn_in_blocks,measured_blocks,daily_block_length,equilibrium_fee_wei,equilibrium_floor_bounded,equilibrium_binding_branch,equilibrium_regular_gas,equilibrium_state_gas,equilibrium_execution_gas,equilibrium_data_gas,m_execution,m_data,m_state,included_execution,included_execution_p05,included_execution_p95,included_data,included_data_p05,included_data_p95,included_state,included_state_p05,included_state_p95,included_execution_metered,included_execution_metered_p05,included_execution_metered_p95,included_data_metered,included_data_metered_p05,included_data_metered_p95,included_state_metered,included_state_metered_p05,included_state_metered_p95,included_regular_metered,included_regular_metered_p05,included_regular_metered_p95,shared_gas_used,shared_gas_used_p05,shared_gas_used_p95,shared_target_utilisation,shared_target_utilisation_p05,shared_target_utilisation_p95,shared_fee_wei,shared_fee_wei_p05,shared_fee_wei_p95,shared_fee_log_return_sd,shared_fee_log_return_sd_p05,shared_fee_log_return_sd_p95,shared_limit_hit_fraction,shared_limit_hit_fraction_p05,shared_limit_hit_fraction_p95,shared_near_limit_fraction,shared_near_limit_fraction_p05,shared_near_limit_fraction_p95,shared_fee_floor_bounded_fraction,shared_fee_floor_bounded_fraction_p05,shared_fee_floor_bounded_fraction_p95,shared_target_deviation,shared_target_deviation_p05,shared_target_deviation_p95,shared_rationed_gas,shared_rationed_gas_p05,shared_rationed_gas_p95,regular_binding_fraction,regular_binding_fraction_p05,regular_binding_fraction_p95,runtime_bal_bytes,runtime_bal_bytes_p05,runtime_bal_bytes_p95,runtime_bal_floor_gas,runtime_bal_floor_gas_p05,runtime_bal_floor_gas_p95,base_fee_burn_eth_per_block,base_fee_burn_eth_per_block_p05,base_fee_burn_eth_per_block_p95,base_fee_exposure_proxy_eth_per_block,base_fee_exposure_proxy_eth_per_block_p05,base_fee_exposure_proxy_eth_per_block_p95,equilibrium_log_rmse,equilibrium_log_rmse_p05,equilibrium_log_rmse_p95
shared_fee_8131_8279,full_multiscale_60d,3.0,6.0,96,95.02262443438914,5619286.0,600000000.0,539451456.0,533959303.1674208,transfer payload,300000000.0,150000000.0,0.5,32,7200,50400,8,149473.1157370768,False,state,89124050.63668549,149999999.9999987,73501735.5231773,15622315.11350819,1.4479558695732846,4.032547620151323,5.656315259465248,52665596.60763423,48339152.45397296,56650035.926823646,4164390.5885573365,3576309.172122736,5009295.574627833,26099304.03629498,25644262.839013405,26429091.742652036,76257459.73260283,69992959.52592763,82026752.03178053,16793103.35726746,14421637.040968787,20200222.948099844,147625891.68190676,145052035.2140387,149491274.91775894,93050563.08987036,84426202.63541536,100457188.10283281,152169576.1342041,152024219.96263507,152357552.8971571,1.014463840894694,1.0134947997509005,1.0157170193143807,288706.40852996847,125222.44870126821,544006.963833795,0.060046464434842156,0.05802904695596089,0.062398394607430616,0.07472532242063493,0.06677281746031746,0.0840595238095238,0.07964471726190477,0.0710406746031746,0.08968353174603175,0.0,0.0,0.0,0.3922403273804457,0.37573538027176717,0.41253249521531077,9675870.56727757,7757125.862404143,12005352.769875988,0.15715587797619046,0.10703869047619048,0.22305456349206348,301592.30242878245,282287.6142895212,318969.58298043394,28952861.03316312,27099610.97179403,30621079.966121662,4.3304772458334626e-05,1.87825957708271e-05,8.160012010210944e-05,6.233045961317598e-05,2.8734006691555187e-05,0.00011451281778497338,1.1853609825937506,1.038675074337382,1.4067570061817247
shared_fee_8131_8279,full_multiscale_60d,3.0,6.0,96,95.02262443438914,5619286.0,600000000.0,539451456.0,533959303.1674208,transfer payload,325000000.0,162500000.0,0.5,32,7200,50400,8,117693.76672129458,False,state,92164702.32439743,162500000.00000328,75661538.49123295,16503163.833164483,1.4479558695732846,4.032547620151323,5.656315259465248,54329188.49993248,49826160.54172542,58474505.66841643,4422893.160424279,3789163.281211272,5329155.347763562,28433821.825005338,28026986.71945462,28732944.402890544,78666267.37763055,72146081.61469236,84668503.70297948,17835527.28825244,15279981.372013163,21490072.715040684,160830660.27368978,158529472.65807736,162522591.87543118,96501794.6658829,87426435.17875744,104374979.78838219,164869181.6915676,164709047.2224563,165072582.63357922,1.014579579640416,1.0135941367535772,1.0158312777451028,224023.04413772497,97140.46374810452,420853.44185405073,0.06028715932807787,0.058255530824986135,0.06261902606444249,0.07640811011904762,0.06860515873015874,0.08581150793650794,0.08135850694444445,0.07279960317460317,0.09154563492063492,0.0,0.0,0.0,0.3938049639268818,0.3772634924247301,0.413901136091231,10750467.353308419,8650114.308371272,13289054.271337466,0.13080233134920632,0.0879454365079365,0.18733630952380953,315072.72103034076,294830.4981382647,333248.4627429152,30246981.218912713,28303727.821273413,31991852.42331986,3.6402725916857564e-05,1.5784672347862725e-05,6.838788474612522e-05,5.175142184362118e-05,2.384192827976909e-05,9.49774039636553e-05,1.1954930152625607,1.0443286573169144,1.417196481227028
shared_fee_8131_8279,full_multiscale_60d,3.0,6.0,96,95.02262443438914,5619286.0,600000000.0,539451456.0,533959303.1674208,transfer payload,350000000.0,175000000.0,0.5,32,7200,50400,8,94328.02942269108,False,state,95080663.72820413,175000000.00001046,77717743.53039083,17362920.197813306,1.4479558695732846,4.032547620151323,5.656315259465248,55893717.700894974,51231633.71275789,60183884.158721395,4672205.872926012,3995568.2776753968,5637099.432612422,30749625.792884342,30381770.392811414,31024370.435155578,80931636.61728308,74181144.74221684,87143608.32133973,18840892.673724756,16112319.34929203,22731871.901537586,173929577.59514636,171848871.48243767,175483619.9076854,99772529.29100776,90283676.03587414,108067137.83585794,177567311.66214558,177392493.4518096,177786050.1460869,1.0146703523551177,1.0136713911531978,1.015920286549068,177546.23871651848,77008.48372035129,333359.0158414076,0.06048069040288251,0.058416365688428284,0.06279773805169868,0.07770523313492064,0.0702390873015873,0.08723412698412698,0.08266803075396825,0.07431746031746032,0.09280853174603175,0.0,0.0,0.0,0.3950210411826477,0.37839204318902114,0.4149900967354257,11804879.987423018,9520016.87698216,14594952.572403071,0.11089161706349206,0.07403769841269842,0.15886011904761904,328066.3129412653,306990.44743802736,346950.075816806,31494366.042361464,29471082.954050627,33307207.278413378,3.106969016579692e-05,1.3475903178562544e-05,5.833796948004811e-05,4.367049181818867e-05,2.010940667520627e-05,8.00626162525543e-05,1.20319699341169,1.0487024875971138,1.42521520446157
shared_fee_8131_8279,full_multiscale_60d,3.0,6.0,96,95.02262443438914,5619286.0,600000000.0,539451456.0,533959303.1674208,transfer payload,375000000.0,187500000.0,0.5,32,7200,50400,8,76764.77445877087,False,state,97885767.54392162,187500000.00001308,79682221.25328617,18203546.29063545,1.4479558695732846,4.032547620151323,5.656315259465248,57375287.16137457,52567086.29050975,61797894.15094899,4913842.131754504,4196463.113459293,5935218.822022113,33052058.71012769,32716094.614997648,33306387.265624117,83076883.81376499,76114821.14070977,89480623.56313512,19815302.394205928,16922437.341232963,23934052.535822507,186952864.03885272,185052545.20093548,188391426.52822492,102892186.20797102,93018370.39538348,111573053.1593741,190264908.91190442,190075247.72954956,190498615.21588036,1.0147461808634903,1.0137346545575976,1.0159926144846951,143220.599379442,62152.72017808895,269420.3409680263,0.060638253031924466,0.05855372026592031,0.06294370433448326,0.07872705853174604,0.07140178571428571,0.08833630952380953,0.08375248015873016,0.07560714285714286,0.09392857142857143,0.0,0.0,0.0,0.3959974588406686,0.37913855529333435,0.415899084446243,12843641.752535384,10372979.222899841,15878482.67682347,0.0952591765873016,0.0627579365079365,0.13718948412698412,340658.1276291573,318826.4755081388,360180.42137401126,32703180.252399094,30607341.64878133,34577320.45190508,2.6853070148898797e-05,1.1653123155371804e-05,5.051643730485143e-05,3.735125457915373e-05,1.7192886020970592e-05,6.837549179050722e-05,1.2091786639993065,1.0521340678277313,1.4314665134467046
shared_fee_8131_8279,full_multiscale_60d,3.0,6.0,96,95.02262443438914,5619286.0,600000000.0,539451456.0,533959303.1674208,transfer payload,400000000.0,200000000.0,0.5,32,7200,50400,8,63308.22922671631,False,state,100591497.90366645,199999999.99998695,81564794.00591955,19026703.897746902,1.4479558695732846,4.032547620151323,5.656315259465248,58785451.55235944,53841183.25318661,63330968.8786812,5148834.5000331625,4392444.423541669,6224908.971018267,35344183.63030453,35035057.51989915,35581066.96528694,85118739.62075472,77959657.31622292,91700448.11364911,20762920.309661716,17712741.306799907,25102241.856738,199917845.20143813,198169330.46605337,201257732.02381432,105881659.93041658,95645515.69349098,114921078.98117518,202961127.98043498,202756506.17195442,203209853.90512905,1.014805639902175,1.013782530859772,1.0160492695256451,117285.81303751472,50933.30769301406,220943.88562684986,0.060769385788986434,0.058667924607268065,0.0630685154580248,0.07957775297619049,0.07243849206349207,0.08933928571428572,0.08463107638888889,0.07654166666666666,0.09480357142857143,0.0,0.0,0.0,0.3967950004687586,0.37972203730576193,0.4166703141496796,13869542.240209613,11211641.916488903,17145142.19199384,0.08280629960317461,0.053892857142857145,0.11899007936507937,352907.2805862926,330380.94163510174,373015.94153777184,33879098.936284095,31716570.396969765,35809530.3876261,2.345644186009505e-05,1.0186190375763426e-05,4.4188862558931024e-05,3.231379518328506e-05,1.4869472378437464e-05,5.9072703013807805e-05,1.2138791441601087,1.0548483598355323,1.436419177962227
shared_fee_8131_8279,full_multiscale_60d,3.0,6.0,96,95.02262443438914,5619286.0,600000000.0,539451456.0,533959303.1674208,transfer payload,425000000.0,212500000.0,0.5,32,7200,50400,8,52824.37891763159,False,state,103207509.81107071,212499999.9999876,83373693.53520703,19833816.275863677,1.4479558695732846,4.032547620151323,5.656315259465248,60133319.88970755,55061335.21986606,64811328.66847712,5377993.050349302,4584092.208116193,6507195.066273722,37628422.02668395,37341526.34726727,37850565.21059489,87070393.49122992,79726383.51814784,93843943.76036444,21687013.07637644,18485570.124393295,26240573.978362657,212838217.69912136,211215445.28976214,214094729.58006367,108757406.56760636,98177630.07491559,118132299.77741957,215656987.75600052,215437664.3442411,215920760.80521408,1.0148564129694142,1.0138243027964289,1.0160976979068896,97306.12589311646,42287.423195433774,183505.87339884188,0.0608787378339116,0.05876509208815392,0.06317481392949377,0.0802579365079365,0.07317162698412699,0.0900704365079365,0.08535714285714285,0.07725992063492064,0.09556746031746031,0.0,0.0,0.0,0.3974663578938776,0.38030005561330626,0.4173412186203584,14885477.214052804,12039961.952255739,18397275.47548396,0.07278149801587303,0.04761805555555555,0.10496130952380953,364860.2889647891,341688.0121974964,385513.59011124755,35026587.74061976,32802049.170959655,37009304.65067977,2.0676897184386486e-05,8.985645815717323e-06,3.899506060965307e-05,2.8231890485314496e-05,1.2986629084627829e-05,5.1553995097683046e-05,1.2176455944654805,1.0570617061462486,1.4403795714370646
shared_fee_8131_8279,full_multiscale_60d,3.0,6.0,96,95.02262443438914,5619286.0,600000000.0,539451456.0,533959303.1674208,transfer payload,450000000.0,225000000.0,0.5,32,7200,50400,8,44535.26644046533,False,state,105742010.12468356,225000000.00000715,85115895.78368536,20626114.34099821,1.4479558695732846,4.032547620151323,5.656315259465248,61426200.570103854,56233550.093734816,66228685.925956346,5601971.963361649,4771792.572672486,6783021.404366828,39906549.19522256,39639054.6547176,40115900.288464375,88942427.66106772,81423698.92516674,95896214.5206144,22590218.70900847,19242480.78278613,27352856.821614873,225724023.16552645,224210989.7142459,226908178.948816,111532646.37007615,100624606.66800885,121225458.52279879,228351915.10666126,228118146.31100532,228630693.918792,1.0148974004740499,1.0138584280489127,1.0161364174168535,81652.19538700116,35510.99989777949,154114.23029257762,0.06097177031672684,0.058850283558841074,0.0632654383778553,0.08078993055555556,0.0736984126984127,0.0904970238095238,0.0859517609126984,0.07795138888888889,0.09620634920634921,0.0,0.0,0.0,0.3980535132993793,0.3808396497319977,0.417940658194294,15893158.055156197,12859882.01218884,19637727.325686302,0.06464905753968253,0.04221726190476191,0.0932688492063492,376554.12738267373,352775.15186668816,397720.64360913885,36149196.228736684,33866414.57920206,38181181.78647733,1.8371139593118624e-05,7.989574134139142e-06,3.4675738337912866e-05,2.487710969787448e-05,1.143911511369782e-05,4.5388768798925203e-05,1.2206940731272633,1.0588681595037566,1.443570645621737
shared_fee_8131_8279,full_multiscale_60d,3.0,6.0,96,95.02262443438914,5619286.0,600000000.0,539451456.0,533959303.1674208,transfer payload,475000000.0,237500000.0,0.5,32,7200,50400,8,37895.07442306996,False,state,108202042.58366069,237500000.00000367,86797370.73081948,21404671.852841206,1.4479558695732846,4.032547620151323,5.656315259465248,62669954.96890928,57362509.82665962,67589570.40134718,5821295.174560778,4955869.393893288,7053006.284190527,42179790.123908386,41929058.91680656,42378403.48717636,90743329.14312577,83058382.79696679,97866715.18456857,23474650.002373416,19984779.330125235,28441583.70622471,238582190.51893127,237163975.766175,239705610.31631926,114217979.14549918,102994492.1799752,124213468.22976254,241045915.70694965,240797465.05142865,241339642.72135204,1.0149301713976828,1.0138840633744364,1.0161669167214824,69205.16641704515,30120.296130415638,130709.39313415744,0.06105139423542822,0.05892710420463174,0.06334208261056463,0.08126860119047619,0.07418253968253968,0.09111904761904763,0.08641927083333334,0.0784345238095238,0.09653273809523809,0.0,0.0,0.0,0.398574969196396,0.3813258395313799,0.4184736701446571,16893969.962054208,13674274.008861786,20867237.333799202,0.0579985119047619,0.038228174603174604,0.08323809523809524,388017.95066212164,363664.858450844,409671.49572025053,37249723.26356368,34911826.41128103,39328463.58914405,1.643566035966967e-05,7.1531835899389064e-06,3.104349137189755e-05,2.20857661454313e-05,1.0151830073656173e-05,4.026380383154919e-05,1.2231946066083932,1.0603582178885407,1.4461694155879525
shared_fee_8131_8279,full_multiscale_60d,3.0,6.0,96,95.02262443438914,5619286.0,600000000.0,539451456.0,533959303.1674208,transfer payload,500000000.0,250000000.0,0.5,32,7200,50400,8,32513.150702776144,False,state,110593704.78999232,250000000.00000274,88423272.13360794,22170432.65638438,1.4479558695732846,4.032547620151323,5.656315259465248,63869536.58580226,58452450.26937821,68900035.48160905,6036411.057277896,5136614.545363958,7317398.521088579,44449293.195426136,44213003.24737184,44638685.7316595,92480270.38633792,84636568.45848665,99764210.7894032,24342115.043281145,20713642.76054225,29507757.991914444,251419215.3737472,250082684.93491054,252490479.26647294,116822385.42961913,105294627.62560146,127107383.95147413,253739623.93823257,253476342.27187607,254048276.21941298,1.0149584957529303,1.0139053690875042,1.016193104877652,59178.87168555547,25774.96035159903,111834.35873940546,0.06111989183248726,0.05899410613513613,0.06340753920729462,0.08167906746031747,0.07449107142857143,0.09149503968253968,0.08685949900793652,0.07900595238095239,0.0967797619047619,0.0,0.0,0.0,0.3990476834676403,0.38179970637891125,0.4189576081245564,17889290.00121437,14485633.983126504,22088170.587134317,0.05250124007936508,0.0345625,0.07519940476190476,399276.64813844743,374377.5784318447,421393.92366078735,38330558.22129096,35940247.52945709,40453816.67143559,1.4794187932836598e-05,6.443372952561493e-06,2.7958584537267333e-05,1.9738062496929208e-05,9.069125024630637e-06,3.595900973514071e-05,1.225279546190257,1.0616214682310674,1.4483586354649975
shared_fee_8131_8279,full_multiscale_60d,3.0,6.0,96,95.02262443438914,5619286.0,600000000.0,539451456.0,533959303.1674208,transfer payload,525000000.0,262500000.0,0.5,32,7200,50400,8,28104.879612834324,False,state,112922315.95941868,262499999.99998045,89998083.87911603,22924232.080302663,1.4479558695732846,4.032547620151323,5.656315259465248,65029030.10047313,59506651.06424907,70165057.25792931,6247686.900378703,5314307.065216115,7576420.511467842,46715851.191688016,46492224.41278048,46897121.227041356,94159165.82663795,86163004.68712877,101595906.49556413,25194094.941572808,21430196.30859062,30552276.502785675,264239581.95445535,262974678.39249584,265264902.42151192,119353260.76821084,107530948.64676434,129916418.8298844,266433881.06393677,266155573.8802872,266757995.6950921,1.0149862135769019,1.0139259957344273,1.0162209359813033,51009.0081545346,22231.606846958963,96437.05911192628,0.06117838287117634,0.05905207636355096,0.06346235911789848,0.08203807043650793,0.07477777777777778,0.09184821428571428,0.0872482638888889,0.0794454365079365,0.09708234126984128,0.0,0.0,0.0,0.39948311522436764,0.38224652860178204,0.4193994329486864,18880575.73114759,15293215.723792579,23300988.280774236,0.04778893849206349,0.03096626984126984,0.0680843253968254,410350.35058333044,384929.7700416074,432912.59009860153,39393633.65599972,36953257.92399431,41559608.64946575,1.3389379389454155e-05,5.835463542992419e-06,2.53147204281712e-05,1.7744546696722728e-05,8.149841130131484e-06,3.230794145009065e-05,1.227044965070956,1.0626954671326807,1.4502058800938566
shared_fee_8131_8279,full_multiscale_60d,3.0,6.0,96,95.02262443438914,5619286.0,600000000.0,539451456.0,533959303.1674208,transfer payload,533959303.1674208,266979651.5837104,0.5,32,7200,50400,8,26719.968495497193,False,state,113742390.1831887,266979651.5837113,90550783.97764835,23191606.20554035,1.4479558695732846,4.032547620151323,5.656315259465248,65435431.58575786,59876250.934679404,70608105.97583571,6322517.271664839,5377288.911697196,7668161.232984291,47527414.03089394,47307918.23822435,47705920.14557807,94747617.24265933,86698168.98891138,102237421.48716348,25495851.977217663,21684173.603730466,30922225.331007484,268830037.22585773,267588499.824395,269839724.08625585,120243469.21987703,108317840.16602917,130903873.41785629,270982791.181607,270699983.07570785,271311890.94398594,1.014994174927378,1.0139348878085974,1.016226852251012,48450.76665584536,21121.412070890387,91611.90085550204,0.06119752872083828,0.059070907077755724,0.06348000141896529,0.08216331845238095,0.07484623015873015,0.09203075396825397,0.08736793154761904,0.07960912698412698,0.0971795634920635,0.0,0.0,0.0,0.3996311021946536,0.38240019168266476,0.4195465908369337,19234763.780434027,15576071.336708361,23733694.361458182,0.04628038194444445,0.029802579365079365,0.06571527777777778,414276.6341657889,388674.6780718438,436994.92685690254,39770556.87991574,37312769.09489701,41951512.97826264,1.2934894874672751e-05,5.6386610572849796e-06,2.4458499285136342e-05,1.7102910412216155e-05,7.853984753099019e-06,3.113334224321774e-05,1.2276050183273164,1.0630373683846333,1.4508287996763565
shared_fee_8131_8279,full_multiscale_60d,3.5,5.5,82,81.18030855011673,6775042.0,550000000.0,555553444.0,550000000.0,execution,50000000.0,25000000.0,0.5,32,7200,50400,8,1809103294.6667218,False,regular,25000000.000000313,6439837.973654982,23529537.797066905,1470462.2029334065,1.4479558695732846,3.0874605142255307,5.656315259465248,16335271.324542731,16157366.296962509,16494166.64860397,471440.63326955156,419438.1412125889,557966.3159892395,1157371.315037148,947585.307117308,1439492.7517741406,23652751.995443866,23395153.366532315,23882825.412566237,1455554.3400212168,1294998.6991540072,1722698.9688846671,6546457.030112,5359841.23229278,8142224.817749713,25108306.33546505,24951096.7288378,25217271.25971878,25262374.01023853,25241582.542331368,25291687.549012225,1.010494960409541,1.0096633016932548,1.011667501960489,3407706490.254631,1616763880.4854739,7707845920.18108,0.05100690540946362,0.04896060106318695,0.05322627332266559,0.027455357142857142,0.0217390873015873,0.03344345238095238,0.03337859623015872,0.02660218253968254,0.04062698412698413,0.0,0.0,0.0,0.3185832051308073,0.3028489106532104,0.33587197661505636,106927.9830603367,67459.70084332145,142187.80306048557,0.9823425099206349,0.9628829365079365,0.9933740079365079,75454.10520762166,74557.79668151481,76300.4916564593,6187236.627024977,6113739.327884214,6256640.315829663,0.08519283550988108,0.040415312172822876,0.19269438914138662,0.10269675662602473,0.050158831442575026,0.22571504679825005,1.0578345527176363,0.8107494127842139,1.4149958995739065
shared_fee_8131_8279,full_multiscale_60d,3.5,5.5,82,81.18030855011673,6775042.0,550000000.0,555553444.0,550000000.0,execution,75000000.0,37500000.0,0.5,32,7200,50400,8,77419328.48529305,False,regular,37499999.99999877,18500117.521558683,34469474.6309856,3030525.369013168,1.4479558695732846,3.0874605142255307,5.656315259465248,23500212.548526403,22971496.639205657,23887537.008087922,936701.1861672498,840016.2439061735,1112851.9905905349,3047074.0888820356,2566092.8948319755,3641902.9185702694,34027270.69585857,33261713.39162061,34588099.420509934,2892027.9259196,2593516.9843683634,3435886.5791255413,17235211.665664576,14514630.398243343,20599751.05179984,36919298.62177816,36184635.31810065,37387707.13067,37902048.504667446,37869439.59763012,37945685.90147519,1.0107212934577987,1.0098517226034698,1.0118849573726716,165534052.43672138,78435728.11216575,353970281.0287343,0.051590329338659355,0.049413219570704534,0.054046760361628594,0.02985925099206349,0.02409027777777778,0.03683829365079365,0.035888516865079365,0.029172619047619048,0.04323511904761904,0.0,0.0,0.0,0.32278481460459063,0.3060817214190501,0.3416248653436017,302137.0644639749,163540.4531310904,479015.5145802233,0.9289880952380952,0.8833144841269841,0.9613859126984127,112158.53834510136,110438.5172207336,114166.35949999793,9197000.144298311,9055958.412100155,9361641.47899983,0.0062075265456353656,0.0029409772577951407,0.013273819347238284,0.008548236248637871,0.004324292375954414,0.01759427612620181,1.0235786008870549,0.7663355299565026,1.440643976854686
shared_fee_8131_8279,full_multiscale_60d,3.5,5.5,82,81.18030855011673,6775042.0,550000000.0,555553444.0,550000000.0,execution,100000000.0,50000000.0,0.5,32,7200,50400,8,8603200.453679793,False,regular,49999999.99999975,38609853.38296529,44982568.16505367,5017431.834946073,1.4479558695732846,3.0874605142255307,5.656315259465248,29616609.442422003,28595855.325251725,30450601.70256634,1453415.2336699264,1308772.716972279,1735885.8024997276,5590926.896221404,4853266.1126056025,6378054.094290314,42883543.47901443,41405536.56366677,44091127.46726947,4487362.144729765,4040784.0857475903,5359478.872422565,31624045.117652006,27451603.1709771,36076284.69922957,47370905.62374412,45688939.10533717,48659378.96071982,50560817.488639176,50514069.64238196,50619542.96673818,1.0112163497727837,1.010281392847639,1.0123908593347635,25277570.32562766,12769007.180810366,50302321.6529897,0.05282511125139223,0.050596798524911515,0.05529300951177984,0.0338609871031746,0.02665079365079365,0.042095238095238095,0.039804067460317456,0.03276190476190476,0.049298611111111106,0.0,0.0,0.0,0.33339770319368744,0.3154214153911461,0.3533383217071601,811141.5448255717,453112.021524378,1287859.0776158476,0.8340730406746031,0.7542619047619048,0.8965813492063491,145908.80991759727,142744.1154237266,149522.47443564175,11964522.413242977,11705017.46474558,12260842.903722623,0.0012638689772840547,0.0006384004137154076,0.0025149731230093945,0.0019077579032625524,0.0009946756891242364,0.003668783934796942,1.0787607963693442,0.7710711267953834,1.5526103395481943
shared_fee_8131_8279,full_multiscale_60d,3.5,5.5,82,81.18030855011673,6775042.0,550000000.0,555553444.0,550000000.0,execution,125000000.0,62500000.0,0.5,32,7200,50400,8,2041657.8574558252,False,state,60525970.16889999,62500000.00000275,53546380.709798254,6979589.459101735,1.4479558695732846,3.0874605142255307,5.656315259465248,34609256.09269194,32869685.12309542,36088452.511991955,1959611.0235983087,1744905.86178508,2352146.161269827,8411515.555318778,7538220.834028747,9220813.347318284,50112675.500978276,47593853.505011894,52254486.6385551,6050221.6586008575,5387327.94930217,7262158.396607777,47578183.79077946,42638553.53273607,52155827.241119355,56162897.159579106,53203367.58705587,58430553.51413921,63246251.37154746,63189606.30850642,63318559.67109855,1.0119400219447594,1.0110337009361028,1.0130969547375768,7520265.472520523,3761185.5359688615,15301367.165264387,0.05452979226736911,0.05238253617556237,0.05713984061489593,0.04033668154761905,0.03218650793650794,0.05023511904761905,0.045853174603174604,0.038003968253968255,0.05480257936507937,0.0,0.0,0.0,0.34792740380958714,0.33037943223704597,0.37138304672666894,1676134.0791015807,1043035.4510863118,2468567.82504225,0.7129117063492063,0.6065128968253968,0.7988720238095237,175386.31709750148,169268.96668998862,180348.28946259114,14381678.00199512,13880055.268579068,14788559.735932473,0.00047000975304797567,0.00023505293919669828,0.0009563387316276185,0.0007354050473753323,0.0003835240380770629,0.001467726841718427,1.1548929730610435,0.8458947989820037,1.5768680418964072
shared_fee_8131_8279,full_multiscale_60d,3.5,5.5,82,81.18030855011673,6775042.0,550000000.0,555553444.0,550000000.0,execution,150000000.0,75000000.0,0.5,32,7200,50400,8,1184472.6608413283,False,state,65106253.68956362,75000000.00000046,57197805.08629793,7908448.603265688,1.4479558695732846,3.0874605142255307,5.656315259465248,38629804.569347814,36229097.5110248,40740299.545302995,2424994.013216125,2156939.326464615,2916739.441084838,11248305.55001286,10368319.57026333,11967045.892358031,55934252.26665604,52458134.39043183,58990155.85479528,7487073.263038076,6659465.00203971,9005317.854633681,63623962.32566258,58646484.200290084,67689384.29166147,63421325.52969402,59240599.55147278,66720020.283047,75949490.9482174,75879315.15882504,76041950.5960004,1.0126598793095654,1.0117242021176671,1.0138926746133385,3277625.7156546144,1576089.50869168,6230687.705223041,0.056156211556259036,0.05405562115282617,0.05877019734762484,0.04840897817460317,0.039202380952380954,0.05935714285714285,0.05345362103174603,0.044432539682539685,0.06409325396825397,0.0,0.0,0.0,0.36168320635818074,0.3441213150569867,0.38543261763120756,2805089.86580961,1922958.8355052618,3899738.892814861,0.5791201636904761,0.46153472222222225,0.6828115079365079,200594.65949369167,191353.64391373086,207638.82390132846,16448762.078482717,15690998.800925931,17026383.559908934,0.0002458172256236308,0.00011820449390762145,0.00046730160522783876,0.0003850746181452325,0.0001922881107011635,0.0007235582762151918,1.0628917337999624,0.8520676570143395,1.3613906054114795
shared_fee_8131_8279,full_multiscale_60d,3.5,5.5,82,81.18030855011673,6775042.0,550000000.0,555553444.0,550000000.0,execution,175000000.0,87500000.0,0.5,32,7200,50400,8,747485.4019818847,False,state,69268222.18328112,87500000.00000663,60478631.076628886,8789591.106652234,1.4479558695732846,3.0874605142255307,5.656315259465248,41898010.83199842,38954809.384553075,44553730.764843665,2841696.3639809117,2499565.5960720377,3415601.555668684,13977074.974422403,13177774.326756025,14568872.771095766,60666470.7076371,56404844.89647195,64511835.97234329,8773625.317209348,7717310.080589061,10545534.935454344,79058742.46051729,74537646.01022114,82406137.36835995,69440096.02484652,64219319.91626074,73563076.3010242,88658573.62219603,88575178.88944899,88766738.48305868,1.0132408413965261,1.01228775873656,1.0144770112349561,1774209.4340998158,805029.3577429155,3366359.8410585322,0.05743512886953494,0.05548486043088516,0.05998770197716598,0.05643043154761905,0.04774305555555555,0.06725396825396826,0.06108320932539683,0.05194246031746032,0.07184027777777778,0.0,0.0,0.0,0.37236355728944903,0.3555781886938573,0.39518716913505897,4046873.8688747543,2940962.099255268,5320481.1089765895,0.4528751240079365,0.3414871031746032,0.566188492063492,222192.40067883104,210188.52305389897,232759.61054730407,18219776.85566414,17235458.890419714,19086288.064878933,0.0001552398836555047,7.043840311869089e-05,0.0002945547570039509,0.0002400405424170933,0.00011464306889294276,0.0004381083316339362,1.0784604513678413,0.9100992131544599,1.3313518327141352
shared_fee_8131_8279,full_multiscale_60d,3.5,5.5,82,81.18030855011673,6775042.0,550000000.0,555553444.0,550000000.0,execution,200000000.0,100000000.0,0.5,32,7200,50400,8,501674.6078754611,False,state,73104185.06538334,99999999.99999495,63472340.56784292,9631844.497540416,1.4479558695732846,3.0874605142255307,5.656315259465248,44631127.114288196,41263622.59187977,47714405.66837831,3215745.977072916,2803456.4636158654,3860142.066867304,16579975.899243664,15888408.518169964,17057269.862075645,64623902.470804945,59747904.53176964,69088353.75072946,9928488.72799222,8655561.134764384,11918036.210753674,93781570.6804601,89869847.5499449,96481295.80567624,74552391.19879724,68489154.4431653,79406840.77041666,101367627.6417137,101274605.53290713,101492489.85436822,1.0136762764171368,1.0127460553290712,1.0149248985436823,1091093.0097687119,481832.3393757451,2084564.8698826327,0.058375477330170976,0.05638897994511968,0.06087517229181182,0.06288938492063492,0.05498611111111111,0.07366765873015874,0.06756944444444443,0.05954563492063492,0.07840476190476191,0.0,0.0,0.0,0.3799851224725863,0.3629921599604678,0.4018524373124816,5295052.669472043,4037511.3318311507,6787645.052214268,0.34857762896825395,0.2543660714285714,0.458265873015873,241098.2294953713,226822.8103500785,253912.87239314304,19770054.81862045,18599470.448706437,20820855.53623773,0.0001091066757676598,4.8181384455370613e-05,0.00020845478245078413,0.00016585499255011347,7.75498036613458e-05,0.00030557807040452746,1.1137823878610909,0.9664181693523467,1.3471523603161515
