mechanism,workload,propagation_time_s,execution_time_s,safe_payload_bytes,execution_capacity_gas,transfer_capacity_gas,maximum_candidate_limit,physical_binding_constraint,benchmark,benchmark_label,optimize_floor,match_state_growth,shared_limit,shared_target,minimum_sufficient_floor_rate,floor_rate,cpsb,m_data,m_state,floor_payload_feasible,target_limit_ratio,n_replications,burn_in_blocks,measured_blocks,daily_block_length,m_execution,reference_cpsb,reference_m_state,static_bytes_per_reference_data_gas,equilibrium_fee_wei,equilibrium_floor_bounded,equilibrium_binding_branch,equilibrium_regular_gas,equilibrium_state_gas,equilibrium_execution_gas,equilibrium_data_gas,equilibrium_state_activity_multiple,equilibrium_state_bytes,equilibrium_annual_state_gib,included_execution,included_execution_p05,included_execution_p95,included_data,included_data_p05,included_data_p95,included_state,included_state_p05,included_state_p95,included_execution_metered,included_execution_metered_p05,included_execution_metered_p95,included_data_metered,included_data_metered_p05,included_data_metered_p95,included_state_metered,included_state_metered_p05,included_state_metered_p95,included_regular_metered,included_regular_metered_p05,included_regular_metered_p95,shared_gas_used,shared_gas_used_p05,shared_gas_used_p95,shared_target_utilisation,shared_target_utilisation_p05,shared_target_utilisation_p95,shared_fee_wei,shared_fee_wei_p05,shared_fee_wei_p95,shared_fee_log_return_sd,shared_fee_log_return_sd_p05,shared_fee_log_return_sd_p95,shared_limit_hit_fraction,shared_limit_hit_fraction_p05,shared_limit_hit_fraction_p95,shared_near_limit_fraction,shared_near_limit_fraction_p05,shared_near_limit_fraction_p95,shared_fee_floor_bounded_fraction,shared_fee_floor_bounded_fraction_p05,shared_fee_floor_bounded_fraction_p95,shared_target_deviation,shared_target_deviation_p05,shared_target_deviation_p95,shared_rationed_gas,shared_rationed_gas_p05,shared_rationed_gas_p95,regular_binding_fraction,regular_binding_fraction_p05,regular_binding_fraction_p95,runtime_bal_bytes,runtime_bal_bytes_p05,runtime_bal_bytes_p95,estimated_static_payload_bytes,estimated_static_payload_bytes_p05,estimated_static_payload_bytes_p95,estimated_counted_payload_bytes,estimated_counted_payload_bytes_p05,estimated_counted_payload_bytes_p95,included_state_bytes,included_state_bytes_p05,included_state_bytes_p95,annualized_state_growth_gib,annualized_state_growth_gib_p05,annualized_state_growth_gib_p95,base_fee_burn_eth_per_block,base_fee_burn_eth_per_block_p05,base_fee_burn_eth_per_block_p95,base_fee_exposure_proxy_eth_per_block,base_fee_exposure_proxy_eth_per_block_p05,base_fee_exposure_proxy_eth_per_block_p95,equilibrium_log_rmse,equilibrium_log_rmse_p05,equilibrium_log_rmse_p95,throughput_gap_from_best
shared_fee_8131_8279,full_multiscale_60d,5.0,4.0,10242311.0,400000000.0,973251271.4932127,400000000.0,execution,fully_optimized,"Floor- and state-growth-adjusted: derived F, matched CPSB",True,True,400000000.0,200000000.0,40,40,4080.0,1.5887467517058966,15.083507358573994,True,0.5,32,7200,50400,8,1.4479558695732846,1530.0,5.656315259465248,0.11295316038895495,444177.2478155956,False,state,70351606.57577027,199999999.99998647,64415404.01753994,5936202.558230327,2.5284371408599626,49019.60784313394,119.97626108280942,46627399.118345425,42637445.81636592,50379616.91334803,4133131.267950279,3506028.5457128678,5053435.1830215305,13414811.25729956,13390425.395355636,13440287.103059648,67514416.23634417,61737139.9334198,72947462.01653546,6566498.876330068,5570191.463389485,8028628.731981716,202342404.3133415,201974579.98526478,202726669.42032847,74080915.11267433,67359791.5363442,80379263.03502977,203043308.92657512,202825724.13784072,203284120.75501078,1.0152165446328754,1.0141286206892037,1.016420603775054,795179.9465141844,347966.15704881656,1507546.2167335427,0.06156818348533703,0.059470650441017354,0.06381413015294518,0.08388454861111111,0.07620734126984127,0.09333630952380952,0.08921006944444443,0.08172123015873016,0.09858829365079365,0.0,0.0,0.0,0.40225135893322883,0.3855615031905218,0.42180003988827935,14783294.336975146,11855503.262335759,18224756.702311818,0.022739335317460318,0.016293650793650794,0.03191468253968254,241561.8669608452,223358.56353838966,258332.70598625342,466850.2390173926,396017.00465216,570801.4747430189,708412.1059782379,618599.9471646671,834944.3092220413,49593.72654738762,49503.57352580019,49687.90917164914,121.38142564011241,121.16077470202269,121.61193909411683,0.00015903167901240098,6.959082765151494e-05,0.00030151042665616207,0.00020231895263551634,9.208180833401859e-05,0.0003686786623971799,1.237427491768533,1.0687359391182567,1.4630498573009834,0.0
shared_fee_8131_8279,full_multiscale_60d,3.0,6.0,5619286.0,600000000.0,533959303.1674208,533959303.1674208,transfer payload,proposal_faithful,"Proposal-faithful: F=64, CPSB=1530",False,False,359634304.0,179817152.0,64,64,1530.0,2.161501805529043,5.656315259465248,True,0.5,32,7200,50400,8,1.4479558695732846,1530.0,5.656315259465248,0.11295316038895495,86980.77679364083,False,state,89425354.40921809,179817152.00000554,78485084.93699026,10940269.472227827,6.06208487574008,117527.550326801,287.650527673618,56609526.95518505,51824932.58213765,61031781.94668158,5544846.492650914,4721713.323954433,6727992.791304464,31840753.092405237,31613207.23856639,32007885.809127606,81968096.82852739,75040215.32254551,88371326.90021421,11985195.705246333,10205991.874918085,14542568.565990869,180101337.58944395,178814266.5041484,181046692.9253996,93953292.53377353,85341970.3286295,101825050.19536099,182485684.5234608,182299407.30472785,182705555.35029042,1.014840255747465,1.0138043299936583,1.0160630024342194,160818.28462849784,69840.85407334182,303755.10707902984,0.06082416312595653,0.058765176846273144,0.06309385124747645,0.07991753472222221,0.07307738095238095,0.08953373015873016,0.08496155753968254,0.07725793650793651,0.09500992063492064,0.0,0.0,0.0,0.39733759263558033,0.3809924879801629,0.416718156834223,12563392.258356906,10172581.873649001,15562774.234042816,0.07510478670634921,0.05173214285714286,0.10838690476190475,334088.94521165115,312197.53735734563,353623.0183386848,626307.935216533,533332.4423912907,759948.0488519458,960396.880428184,844610.3909801766,1117963.350438118,117713.29254212024,116872.0696105545,118331.17184666642,288.1051346666105,286.04622831245626,289.61740398131246,2.891704525246963e-05,1.2558057924266555e-05,5.4620536783869e-05,3.982004517765663e-05,1.823937232889731e-05,7.310984301472536e-05,1.2194423167951107,1.0587429900085779,1.4446010848789603,0.0
shared_fee_8131_8279,full_multiscale_60d,3.5,5.5,6775042.0,550000000.0,643782271.4932127,550000000.0,execution,proposal_faithful,"Proposal-faithful: F=64, CPSB=1530",False,False,433602688.0,216801344.0,64,64,1530.0,2.161501805529043,5.656315259465248,True,0.5,32,7200,50400,8,1.4479558695732846,1530.0,5.656315259465248,0.11295316038895495,49755.90583132637,False,state,96416784.6836919,216801344.00000364,83980404.31904954,12436380.364642369,7.308914271440045,141700.22483660368,346.8135286780023,60678424.34747968,55518757.504789926,65486702.36932788,6331279.390597401,5381632.790273157,7693573.284298323,38575139.38587348,38406575.66760916,38709775.49546135,87859680.6903917,80388710.80047664,94821855.07466719,13685071.834085131,11632408.992869725,16629672.544980936,218193149.54430205,217239700.01249224,218954693.8254384,101544752.52447677,92131888.4626484,110236326.50391057,220049409.74844614,219819663.36667597,220312556.6664849,1.014981760207382,1.0139220509937243,1.016195529980132,90609.38207634162,39454.94211407393,171490.86674691775,0.061131139366878445,0.059047620693184304,0.06339496713627454,0.08169394841269842,0.07457440476190476,0.09137003968253968,0.08686135912698412,0.07938888888888888,0.09672222222222222,0.0,0.0,0.0,0.3991885932378997,0.3826211625642784,0.41867014974480826,15543287.914566241,12562609.605629569,19226550.855596635,0.049780505952380955,0.03482142857142857,0.0720109126984127,369749.61454132374,346007.1195943836,390902.4798393711,715138.0164734332,607872.4317141831,869013.4171455274,1084887.6310147569,952973.8265969884,1267010.2207699006,142609.90166294255,141986.73203430866,143107.64302316235,349.03997701612576,347.51475955002303,350.25820682278896,1.964361338624243e-05,8.553482008860908e-06,3.717952050107899e-05,2.6306446905446964e-05,1.203996943975276e-05,4.81028821575989e-05,1.2280374897908446,1.0634641797766875,1.4527978898191285,0.0
shared_fee_8131_8279,full_multiscale_60d,4.0,5.0,7930799.0,500000000.0,753605334.841629,500000000.0,execution,proposal_faithful,"Proposal-faithful: F=64, CPSB=1530",False,False,500000000.0,250000000.0,64,64,1530.0,2.161501805529043,5.656315259465248,True,0.5,32,7200,50400,8,1.4479558695732846,1530.0,5.656315259465248,0.11295316038895495,32513.150702776144,False,state,102135178.9179452,250000000.00000274,88423272.13360794,13711906.784337273,8.428123802867203,163398.6928104593,399.9208702760628,63942136.18715669,58489669.972070634,69042417.33812033,6995943.793958072,5941537.30237735,8516300.75587385,44588112.65353063,44453451.29718933,44709582.43488538,92585391.40524773,84690460.94546382,99970373.4342596,15121745.14202009,12842643.60670675,18407999.460249692,252204421.99293405,251442734.90819958,252891493.3707756,107707136.54726765,97655945.05839735,117033150.1752075,253762090.88906035,253493969.63471836,254065432.37979525,1.0150483635562413,1.0139758785388733,1.0162617295191811,58740.027521369426,25630.093408147724,111256.90796758045,0.06130308609811684,0.059210834024498,0.06356133728950689,0.08268663194444444,0.07537103174603174,0.09241765873015872,0.08791604662698413,0.08064484126984127,0.09750892857142857,0.0,0.0,0.0,0.40038797950657545,0.3836659764299102,0.41997199723645806,18168710.93304833,14646274.690602686,22437501.05508343,0.0372984871031746,0.025763888888888888,0.053080357142857144,399957.30824797496,374790.6818232186,422444.54718779336,790213.96143106,671115.4158723875,961943.0851987972,1190171.2696790348,1045007.6846454507,1392319.6713875425,164839.49149864967,164341.65680274484,165288.55775867688,403.4472477235378,402.22878947631773,404.54634445701055,1.4684478489680866e-05,6.407161117939733e-06,2.7814217785336174e-05,1.927386473936777e-05,8.812939681712843e-06,3.516262871026871e-05,1.232126183646736,1.065828529830052,1.4561039926473933,0.0
shared_fee_8131_8279,full_multiscale_60d,4.5,4.5,9086555.0,450000000.0,863428303.1674209,450000000.0,execution,proposal_faithful,"Proposal-faithful: F=64, CPSB=1530",False,False,450000000.0,225000000.0,50,64,1530.0,2.161501805529043,5.656315259465248,True,0.5,32,7200,50400,8,1.4479558695732846,1530.0,5.656315259465248,0.11295316038895495,44535.26644046533,False,state,97872676.92324537,225000000.00000715,85115895.78368536,12756781.139560016,7.5853114225806415,147058.82352941643,359.928783248464,61514194.244159505,56279079.695890896,66398454.1366672,6498603.936558321,5522435.788985322,7899440.423009887,40062076.93841502,39903302.658567466,40191712.82367155,89069838.6179019,81489623.77984828,96142031.3977799,14046744.14228895,11936754.928810053,17074654.73700483,226603737.11261642,225705659.73070335,227336998.5485666,103116582.7601907,93540262.88622957,111972101.9244565,228375167.37758636,228136022.6173076,228648230.2061318,1.0150007439003839,1.013937878299145,1.016214356471697,80914.76994925336,35252.963928533856,153181.89742749828,0.06118085327052285,0.059094569742564405,0.06344321515716013,0.08195808531746031,0.07475297619047619,0.09168353174603175,0.08716951884920635,0.07978174603174602,0.09687599206349207,0.0,0.0,0.0,0.3995121137692181,0.38290062678650066,0.4190282047025519,16194789.137400769,13079796.831574531,20024133.200321846,0.04606212797619048,0.03219444444444445,0.06648611111111111,377346.4878368638,353235.54875621357,398822.90164619434,734037.8527503662,623776.5754109641,892266.7610832299,1111384.34058723,976108.2683766261,1298594.8137433894,148107.01772066433,147520.0390396754,148586.27356115464,362.4942550155389,361.0576154629392,363.66724122195916,1.8205221858931135e-05,7.931523754153933e-06,3.446596725223885e-05,2.4250393655915014e-05,1.1096479030807863e-05,4.431387443210023e-05,1.229259718342402,1.0641684945627194,1.4539439816648612,0.0
shared_fee_8131_8279,full_multiscale_60d,5.0,4.0,10242311.0,400000000.0,973251271.4932127,400000000.0,execution,proposal_faithful,"Proposal-faithful: F=64, CPSB=1530",False,False,400000000.0,200000000.0,40,64,1530.0,2.161501805529043,5.656315259465248,True,0.5,32,7200,50400,8,1.4479558695732846,1530.0,5.656315259465248,0.11295316038895495,63308.22922671631,False,state,93332376.27653272,199999999.99998695,81564794.00591955,11767582.270613175,6.742499042293249,130718.95424835748,319.93669622082587,58895373.03587954,53898253.99714342,63538241.97413843,5980897.8354590405,5087187.539660841,7263487.04576304,35522052.71588774,35330147.38383136,35669168.5611552,85277901.07800992,78042293.23491555,92000570.40882206,12927721.470029492,10995965.052041827,15700040.36385374,200923928.824409,199838451.76632637,201756062.4249061,98205622.54803947,89142448.7690534,106543086.14232093,202985159.5124051,202775076.1532325,203228768.56923294,1.0149257975620256,1.0138753807661627,1.0161438428461647,115952.90777771476,50430.79300353097,219305.92777169115,0.061012333778740636,0.058936400495442416,0.06327942856737612,0.08096292162698412,0.07406944444444444,0.09054662698412698,0.08615327380952381,0.07861904761904762,0.09613690476190476,0.0,0.0,0.0,0.39844636631948993,0.38197146593966946,0.41786582889136475,14198755.431741074,11488740.736445002,17576817.287294317,0.05916790674603174,0.04111904761904762,0.08551686507936508,353854.9856466438,330911.1201985515,374307.4834292506,675561.3124785584,574613.910096004,820433.8172631693,1029416.2981252023,904614.2436933444,1200750.7707139102,131322.82929699938,130613.36716753358,131866.70746725888,321.41468989896987,319.6782701800375,322.74584027375687,2.3189865833110667e-05,1.0085701117148761e-05,4.386128041505357e-05,3.1425168584055486e-05,1.4389123999121383e-05,5.75528402401188e-05,1.2248700994173995,1.0616974305327451,1.4497633030902193,0.0
shared_fee_8131_8279,full_multiscale_60d,3.0,6.0,5619286.0,600000000.0,533959303.1674208,533959303.1674208,transfer payload,state_matched_64,"State-matched 64: F=64, matched CPSB",False,True,350000000.0,175000000.0,64,64,3570.0,2.161501805529043,13.198068938752245,True,0.5,32,7200,50400,8,1.4479558695732846,1530.0,5.656315259465248,0.11295316038895495,507631.14036054903,False,state,70679917.35061637,175000000.0000034,63381633.9279308,7298283.42268556,2.5284371408601825,49019.607843138205,119.97626108281985,45841357.68557389,41928863.62562861,49507811.18986781,3726712.1694564223,3163606.2891503973,4545481.074108108,13382657.745904505,13346457.27097856,13416378.428989917,66376262.930035084,60711144.191266775,71685125.80209531,8055295.082967113,6838140.7059816215,9825065.548682816,176625239.51415896,176147463.15047106,177070287.41418073,74431558.01300229,67614130.61149786,80785544.06672138,177644604.2300746,177456873.34430188,177854143.35484695,1.015112024171855,1.0140392762531536,1.0163093905991256,916492.6160710745,399927.88632374693,1736635.273502786,0.061355310349743064,0.059269130089793814,0.06360738629547494,0.08281249999999998,0.07552678571428571,0.09249305555555556,0.08804501488095239,0.08077380952380953,0.0975922619047619,0.0,0.0,0.0,0.4005488890264458,0.3839128316566178,0.4200569372912567,12747290.980679974,10260511.713507729,15746967.724571768,0.03507750496031746,0.02489186507936508,0.04941170634920635,238003.3417058838,220143.7106662835,254338.24843797358,420943.9174000815,357339.3285859114,513426.45280869235,658947.2591059653,576708.6889173192,773396.7152762357,49474.85700676721,49341.02609256893,49599.52028408424,121.09049057009094,120.7629373029537,121.3956059017902,0.00016038188579865006,6.998493905762449e-05,0.0003039124196695345,0.00021016351403797774,9.59281513525224e-05,0.0003837715170052084,1.233442141972453,1.06660052644009,1.4580595384028825,159016.33381704986
shared_fee_8131_8279,full_multiscale_60d,3.0,6.0,5619286.0,600000000.0,533959303.1674208,533959303.1674208,transfer payload,state_matched_64,"State-matched 64: F=64, matched CPSB",False,True,359634304.0,179817152.0,64,64,3668.2699008,2.161501805529043,13.561366676949092,True,0.5,32,7200,50400,8,1.4479558695732846,1530.0,5.656315259465248,0.11295316038895495,494032.12416077335,False,state,70934409.00786011,179817152.00000036,63590505.69486087,7343903.312999236,2.5284371408601385,49019.60784313735,119.97626108281777,46000374.01939094,42072238.72101439,49684083.68791472,3751673.681043147,3184301.4472557018,4577812.389620717,13389340.27467749,13356266.662827624,13421407.441127699,66606511.563943505,60918745.00218145,71940360.60028651,8109249.435330538,6882873.327591932,9894949.745538408,181577753.02732736,181129229.64970165,182012627.62984607,74715760.99927396,67866930.48474464,81104900.4465083,182538284.24712357,182344862.60599175,182753407.1821104,1.0151327735805955,1.014057116231002,1.0163291162686772,890377.4359276632,388735.4957718778,1687324.1736716793,0.06139750569389514,0.059308864822356956,0.06364867597745837,0.08304563492063491,0.0757142857142857,0.0926845238095238,0.08828559027777777,0.08097321428571429,0.09784126984126984,0.0,0.0,0.0,0.400858847249031,0.3841926480438433,0.4203907025669296,13137313.339804413,10567924.567280026,16220666.714510432,0.032475198412698414,0.023131944444444445,0.04550496031746032,238723.69566568386,220793.47716842726,255146.2728290937,423763.39902188757,359676.9120986546,517078.3770753739,662487.0946875715,579696.6674145922,777888.4519116795,49499.56190184581,49377.290806818724,49618.11223055086,121.15095618930718,120.85169576138222,121.44110998314588,0.00016010081377368932,6.989887213415634e-05,0.0003034110685078813,0.0002086775573481467,9.521884660260162e-05,0.0003808576554018112,1.23427164090517,1.0670732471183102,1.459117887827415,0.0
shared_fee_8131_8279,full_multiscale_60d,3.5,5.5,6775042.0,550000000.0,643782271.4932127,550000000.0,execution,state_matched_64,"State-matched 64: F=64, matched CPSB",False,True,425000000.0,212500000.0,64,64,4335.0,2.161501805529043,16.02622656848487,True,0.5,32,7200,50400,8,1.4479558695732846,1530.0,5.656315259465248,0.11295316038895495,418049.17441461334,False,state,72521099.91512787,212499999.99999672,64890295.112177975,7630804.802949905,2.528437140860094,49019.6078431365,119.97626108281568,46976611.693066865,42955745.82757974,50757750.941094875,3905919.4144505085,3313277.6675562654,4774662.96946728,13419533.95832016,13395967.632941542,13443883.525314713,68020060.63364121,62198024.30294247,73494983.40149736,8442651.866585694,7161655.660641983,10320442.62929613,215064491.6594966,214686812.38959214,215454723.33699414,76462712.50022672,69427201.84536251,83050071.81321962,215737815.80903023,215506196.2960427,215994182.94606474,1.0152367802777893,1.0141468060990244,1.016443213863834,747192.4745274038,327184.5667474817,1416452.5797617682,0.06160926789915284,0.05950902476504531,0.06385488654324517,0.08408420138888888,0.0763531746031746,0.09347718253968254,0.08941220238095238,0.08185813492063491,0.09878174603174604,0.0,0.0,0.0,0.4026088110486718,0.38588304849659366,0.422145376755693,15745314.066947805,12623263.066967739,19399455.987463098,0.020908358134920632,0.014634920634920636,0.029073412698412696,243118.92665988614,224777.16498821325,260022.28267067557,441185.9420867613,374245.1837966254,539313.2721934416,684304.8687466474,598235.7464358343,805162.2433870914,49611.18608062205,49524.06283496935,49701.204922028635,121.42415812227387,121.21092260843092,121.64448065226082,0.00015877408303043602,6.952431745629763e-05,0.00030099737386557533,0.0002006172785560644,9.133642819920401e-05,0.0003651939570163553,1.2378382719293526,1.0689914273236942,1.4636176763780369,117291.37567774206
shared_fee_8131_8279,full_multiscale_60d,3.5,5.5,6775042.0,550000000.0,643782271.4932127,550000000.0,execution,state_matched_64,"State-matched 64: F=64, matched CPSB",False,True,433602688.0,216801344.0,64,64,4422.7474176,2.161501805529043,16.350623337863656,True,0.5,32,7200,50400,8,1.4479558695732846,1530.0,5.656315259465248,0.11295316038895495,409755.0685067893,False,state,72714015.57298979,216801344.00001404,65048039.09721432,7665976.475775467,2.5284371408602975,49019.60784314043,119.9762610828253,47093903.06874461,43062191.548320405,50886051.36854557,3924584.818616966,3328975.9884787593,4798234.761234832,13422177.804104906,13399389.350885907,13445527.755145565,68189893.3695041,62352153.00907983,73680756.75849341,8482997.171392452,7195587.609659687,10371393.099761331,219460973.64873394,219088368.23369804,219842759.9031563,76672890.5408965,69615485.2632465,83282638.21965638,220106893.759323,219870284.7811192,220368710.47246155,1.0152469062153184,1.0141555431553007,1.0164545403946461,731802.7902176398,320547.8992684528,1387283.2455907415,0.06162999899299293,0.05952870802582578,0.06387499976745108,0.08418588789682539,0.07641269841269842,0.09356249999999999,0.08951450892857143,0.08189980158730159,0.09887400793650794,0.0,0.0,0.0,0.4027914440569722,0.38606543082247496,0.422321386468848,16084853.684125882,12890710.063552495,19815894.470834143,0.01990141369047619,0.013913690476190475,0.02758531746031746,243644.54445219273,225254.71500814694,260600.95778315308,443294.25847729977,376018.35875762114,541975.7805696169,686938.8029294924,600482.2993398947,808420.7714288854,49620.96021477625,49536.712714330446,49707.28353789957,121.44808046932516,121.24188338710033,121.65935816019781,0.00015865150875818092,6.949281195674382e-05,0.00030076606445745424,0.00019975764866917795,9.091898954123853e-05,0.00036353632280092333,1.2381284258865588,1.0691414320743744,1.4639776814943228,0.0
shared_fee_8131_8279,full_multiscale_60d,4.0,5.0,7930799.0,500000000.0,753605334.841629,500000000.0,execution,state_matched_64,"State-matched 64: F=64, matched CPSB",False,True,500000000.0,250000000.0,64,64,5100.0,2.161501805529043,18.854384198217492,True,0.5,32,7200,50400,8,1.4479558695732846,1530.0,5.656315259465248,0.11295316038895495,355341.79825234425,False,state,74101462.14605744,250000000.00001428,66180699.361574434,7920762.784483012,2.528437140860278,49019.60784314005,119.97626108282438,47931252.52850194,43823192.43301533,51798803.341016896,4058812.556272481,3442135.4099594695,4966551.889999106,13436950.009955227,13418758.329193877,13455669.164846962,69402338.43464363,63454048.70682348,75002381.33449762,8773130.668686923,7440181.903502864,10735210.877486741,253345417.93991548,253002425.00162953,253698356.0781059,78175469.10333073,70963531.29957844,84938619.11351986,253827169.03437638,253551813.32502866,254131083.42607835,1.0153086761375056,1.0142072533001145,1.0165243337043135,631802.7511734357,277279.2646886538,1197761.477339723,0.061755299947506684,0.0596463764780745,0.0639960876069246,0.08476190476190476,0.07679166666666666,0.09400793650793651,0.0900657242063492,0.08222123015873016,0.09931150793650795,0.0,0.0,0.0,0.4038986948612562,0.3871440690142614,0.4234084586022548,18687483.59037468,14942169.384016134,22997514.21447381,0.014344618055555557,0.009724206349206349,0.020720238095238094,247386.8163056804,228659.14242559296,264700.71217257937,458455.7056573498,388800.07304165314,560987.7322111363,705842.5219630301,616641.8624077447,831649.4144961298,49675.57214508146,49608.318627770495,49744.77570158939,121.5817440275793,121.41713998632586,121.75112082043375,0.00015794638149225915,6.931744678234737e-05,0.0002994415395478368,0.00019419464340343892,8.819234290068263e-05,0.0003528907556564988,1.2396728076611145,1.069900472812236,1.4658439827915022,0.0
shared_fee_8131_8279,full_multiscale_60d,4.5,4.5,9086555.0,450000000.0,863428303.1674209,450000000.0,execution,state_matched_64,"State-matched 64: F=64, matched CPSB",False,True,450000000.0,225000000.0,50,64,4590.0,2.161501805529043,16.968945778395742,True,0.5,32,7200,50400,8,1.4479558695732846,1530.0,5.656315259465248,0.11295316038895495,394824.2202804984,False,state,73072793.8330985,224999999.9999907,65341240.410287745,7731553.422810756,2.5284371408600292,49019.60784313523,119.97626108281257,47311425.02465351,43259708.01803644,51123660.93024812,3959291.185826384,3358188.7254866236,4841971.452064113,13426665.966960244,13405219.723887766,13448303.483880514,68504855.56232345,62638148.14074203,74024804.91802691,8558015.046778966,7258730.993446661,10465930.03595663,227836366.7779593,227472446.64211246,228203532.62935817,77062870.60910241,69965037.53455214,83713485.82508487,228434560.8727523,228188395.6370304,228706753.14835906,1.0152647149900103,1.0141706472756906,1.0164744584371515,704202.7179403005,308630.8964745652,1334968.7490276187,0.061666191951045404,0.059562921361231404,0.06391024941826853,0.08435763888888889,0.07654662698412698,0.0936656746031746,0.08966145833333333,0.08198511904761904,0.0990436507936508,0.0,0.0,0.0,0.40311277147233776,0.38639299162713453,0.4226290750387821,16730351.962812576,13399218.759644344,20606524.192044362,0.01822606646825397,0.012696428571428572,0.025612103174603173,244618.2991321027,226139.8327130391,261670.94998990232,447214.45233922324,379318.0297262708,546915.9780237388,691832.7514713259,604659.6620998967,814462.2501836235,49637.55267493666,49558.2672422903,49717.545235154284,121.48869077650231,121.2946384332505,121.68447382560507,0.00015844129421224338,6.943955373562392e-05,0.00030036915423299593,0.00019821866902397986,9.01689719860104e-05,0.00036057295700980227,1.2386136845035693,1.069385223295127,1.4645672236791465,0.0
shared_fee_8131_8279,full_multiscale_60d,5.0,4.0,10242311.0,400000000.0,973251271.4932127,400000000.0,execution,state_matched_64,"State-matched 64: F=64, matched CPSB",False,True,400000000.0,200000000.0,40,64,4080.0,2.161501805529043,15.083507358573994,True,0.5,32,7200,50400,8,1.4479558695732846,1530.0,5.656315259465248,0.11295316038895495,444177.2478155956,False,state,71940784.88356473,199999999.99998647,64415404.01753994,7525380.866024785,2.5284371408599626,49019.60784313394,119.97626108280942,46622153.86652689,42634420.604368776,50369323.171016894,3849701.478376771,3266048.9826049022,4703443.966074512,13410414.471507587,13384544.151551712,13437311.079414029,67506821.34318647,61732759.55995224,72932557.1319081,8321136.6962592285,7059570.772846773,10166502.624874784,202276085.36249393,201885870.20107207,202681780.54577053,75827958.03944573,68859239.72169346,82346269.18640427,203040650.819862,202823552.4409966,203281167.77430958,1.0152032540993101,1.014117762204983,1.016405838871548,795955.2737333064,348187.4215160777,1508806.4977454473,0.06154085648799744,0.05944458497904469,0.06378811635913076,0.08375372023809524,0.07615674603174603,0.09324404761904762,0.08906808035714285,0.08164583333333333,0.09853373015873015,0.0,0.0,0.0,0.40201600760556194,0.38530351086227,0.42156486054538495,14754430.632427925,11842427.614966867,18182989.634720888,0.024459325396825396,0.017237103174603176,0.03425099206349206,241527.69221692247,223332.569645785,258265.99177195498,434835.94853668835,368910.55457035464,531268.8606804769,676363.6407536109,591469.7710290145,795306.4752994976,49577.47190257204,49481.83093163531,49676.906996512385,121.34164214130429,121.10755936087817,121.58501109744844,0.00015918673856884537,6.963507023573405e-05,0.00030176251803537595,0.0002033480970553561,9.265897279439692e-05,0.0003704744732222362,1.2368040495374735,1.068437201581849,1.462311989943572,0.0
