data_limit,execution_target,data_target,target_ratio,included_execution,execution_fill,data_limit_hit_fraction,data_limit_hit_ci95,longest_data_limit_run,rationed_data,execution_floor_fraction,data_fee_sd,execution_used,execution_utilisation,execution_limit_hit_fraction,execution_rationed,execution_fee_wei,execution_fee_sd,execution_price_sd,execution_price_p95,execution_price_p99,data_used,data_utilisation,data_rationed,data_floor_fraction,data_fee_wei,data_price_sd,data_price_p95,data_price_p99,state_used,state_utilisation,state_limit_hit_fraction,state_rationed,state_floor_fraction,state_fee_wei,state_fee_sd,state_price_sd,state_price_p95,state_price_p99
90000000.0,175000000.0,36000000.0,0.4,174987350.08077025,0.9999277147472586,0.005145089285714286,0.0002701953976494453,2.53125,88278.69916354839,0.00404327876984127,0.041456674787121076,174987350.08077025,0.9999277147472586,0.021658606150793652,560732.0555268375,233.14071552579367,0.048609271461001954,0.04403073753349776,0.1,0.12,36001236.18390892,1.0000343384419144,88278.69916354839,0.0,1563.287396453373,0.04145667478712107,0.09,0.12875,75001185.9697946,1.0000158129305947,0.0,0.0,0.0,5971196.382828621,0.1844435583334012,0.18444282983345542,0.33999999999999997,0.7065625
90000000.0,175000000.0,45000000.0,0.5,175001591.31369394,1.0000090932211083,0.031549479166666665,0.0006888459187705095,4.28125,513200.60118869005,0.0,0.050754838125572035,175001591.31369394,1.0000090932211083,0.021627604166666665,538568.9227740265,283.3880493551587,0.04667665199235332,0.04621368509995394,0.1,0.12,45001191.63755852,1.0000264808346337,513200.60118869005,0.0,448.1397054811508,0.050754838125572035,0.11,0.12,75001185.9619897,1.0000158128265293,0.0,0.0,0.0,5971206.242632069,0.18444356963792824,0.18444337142000308,0.33999999999999997,0.7065625
90000000.0,175000000.0,52470000.0,0.583,175001513.13675913,1.0000086464957665,0.08211061507936508,0.0012200251806959797,7.1875,1612528.0043449919,0.0,0.056447415848056404,175001513.13675913,1.0000086464957665,0.02148189484126984,534557.3538909196,295.7961675347222,0.04664773480810518,0.046539392033671835,0.100625,0.12,52471114.51361804,1.000021240968516,1612528.0043449919,0.0,183.0800322420635,0.056447415848056376,0.11,0.13,75001185.9603093,1.0000158128041239,0.0,0.0,0.0,5971208.571310144,0.18444357015846818,0.18444349171406893,0.33999999999999997,0.7065625
90000000.0,175000000.0,60030000.0,0.667,175001479.8372237,1.000008456212707,0.16752418154761906,0.0019441454900810248,13.25,4115126.0396604016,0.0,0.060652361235163904,175001479.8372237,1.000008456212707,0.02146825396825397,532428.7070828015,300.81775731646826,0.04663384788971372,0.04659607712184678,0.100625,0.12,60031136.11703021,1.0000189258209264,4115126.0396604016,0.0,77.23908110119048,0.06065236123516389,0.1184375,0.15,75001185.95957734,1.0000158127943646,0.0,0.0,0.0,5971209.497738715,0.18444357063486755,0.1844435382161546,0.33999999999999997,0.7065625
90000000.0,175000000.0,67500000.0,0.75,175001463.98397756,1.000008365622729,0.29211309523809526,0.002294310886247087,15.40625,9186440.65514025,0.0,0.06720619200304245,175001463.98397756,1.000008365622729,0.02142733134920635,531233.522566058,302.9930902777778,0.046626419684905475,0.04660206640758812,0.100625,0.12,67501267.15802336,1.0000187727114571,9186440.65514025,2.9761904761904762e-05,31.876975446428574,0.06720619200304245,0.1403125,0.19,75001185.95923564,1.0000158127898084,0.0,0.0,0.0,5971209.89969432,0.18444357192299368,0.18444355860776326,0.33999999999999997,0.7065625
90000000.0,175000000.0,76950000.0,0.855,175001465.763993,1.0000083757942457,0.5361005704365079,0.0024422767457958124,25.25,24865613.910007462,0.0,0.1111013867418229,175001465.763993,1.0000083757942457,0.02140687003968254,530579.1067120836,304.13885912698413,0.04662399103363936,0.046611283922539826,0.100625,0.12,76944971.54083967,0.9999346529023999,24865613.910007462,0.027314608134920634,8.200295758928572,0.1111013867418229,0.24125,0.46968750000000004,75001185.95896935,1.000015812786258,0.0,0.0,0.0,5971210.105610119,0.18444357142996365,0.18444356793470262,0.33999999999999997,0.7065625
90000000.0,200000000.0,22500000.0,0.25,154260317.3251467,0.7713015866257336,0.00018973214285714286,4.5565728973207666e-05,1.28125,9323.723465735795,0.9990364583333333,0.025307189137149917,154260317.3251467,0.7713015866257336,0.00015687003968253968,2202.2500665343846,1.0009641617063492,0.009224836781872626,0.025268165476723795,0.055312499999999994,0.0778125,22501171.99331419,1.0000520885917419,9323.723465735795,0.0,20291.34323784722,0.025307189137149917,0.055937499999999994,0.07812500000000001,75001186.08374757,1.0000158144499676,0.0,0.0,0.0,5971029.476067089,0.18444334920857258,0.18443297414351553,0.33999999999999997,0.7065625
90000000.0,200000000.0,29970000.0,0.333,184405007.75556064,0.9220250387778032,0.0009095982142857144,7.33411052749854e-05,1.78125,26186.8907874149,0.8943030753968255,0.034017990516436954,184405007.75556064,0.9220250387778032,0.010363963293650793,240580.00731143693,1.333426959325397,0.06277636343168021,0.03387948366036524,0.07,0.1015625,29971169.16489614,1.000039011174379,26186.8907874149,0.0,4694.685624379959,0.03401799051643696,0.07,0.1015625,75001185.98827966,1.000015813177062,0.0,0.0,0.0,5971168.546730531,0.18444352855257523,0.18444122852277123,0.33999999999999997,0.7065625
90000000.0,200000000.0,36000000.0,0.4,198147141.92558104,0.9907357096279051,0.004488467261904761,0.0002543274635290787,2.5,78716.39696666153,0.15889570932539682,0.04100565401840711,198147141.92558104,0.9907357096279051,0.021351686507936507,649826.6896366341,31.391082589285716,0.06910912773560238,0.04165216314363575,0.09,0.11875,36001301.150030285,1.0000361430563969,78716.39696666153,0.0,1788.3455028521826,0.04100565401840711,0.09,0.1253125,75001185.97045201,1.0000158129393601,0.0,0.0,0.0,5971194.372752977,0.18444355546812036,0.18444271171842613,0.33999999999999997,0.7065625
90000000.0,200000000.0,45000000.0,0.5,199957722.1548748,0.999788610774374,0.030101686507936508,0.0006587541827212092,4.28125,474949.5163422818,0.010571056547619048,0.050343542120579954,199957722.1548748,0.999788610774374,0.021667286706349206,640604.4514809325,78.2543359375,0.05197939216890911,0.046821659761547056,0.1,0.12,45001183.82285872,1.0000263071746383,474949.5163422818,0.0,508.10914992559526,0.05034354212057994,0.11,0.12,75001185.9624668,1.0000158128328906,0.0,0.0,0.0,5971205.710288318,0.18444356831358857,0.18444334215784813,0.33999999999999997,0.7065625
