design,window_days,lambda_bal,rho_A,eps_execution,eps_data,eps_state,execution_target,execution_limit,data_target,data_limit,state_target,no_bal_execution_ceiling,regime,execution_fill,execution_fill_ci95,data_fill,state_fill,included_execution,included_data,included_state,execution_floor_bounded_fraction,mean_execution_fee_wei,mean_data_fee_wei,mean_state_fee_wei,data_limit_hit_fraction,any_limit_hit_fraction,rationed_execution,rationed_data,fee_sd_execution,fee_sd_data,fee_sd_state
E200_D45,35,0.0,1.0,0.1211596378167212,0.2294762749968381,0.3348638470580465,200000000.0,400000000.0,45000000.0,90000000.0,75000000.0,328281194.05229217,capacity_constrained,0.9938247045035515,0.0025855445055671215,0.9999502046986487,0.9999635425432623,198764940.90071028,44997759.21143919,74997265.69074467,0.03755704365079365,88.99118489583333,918.6470331101191,3343343.9587258184,0.054249131944444445,0.07337549603174603,3908055.866321873,1675586.366186551,0.06032107014587153,0.05524965660661701,0.14992494489389743
E200_D45,35,0.0,1.25,0.1211596378167212,0.2294762749968381,0.3348638470580465,200000000.0,400000000.0,45000000.0,90000000.0,75000000.0,328281194.05229217,capacity_constrained,0.9847349245473378,0.005429477570745788,0.9999611036283255,0.999963536352131,196946984.90946755,44998249.663274646,74997265.22640982,0.11548363095238096,63.06242683531746,1462.109373139881,3361547.4272805057,0.049570312500000005,0.06716889880952381,3405896.9105750653,1336189.4588576478,0.07089523624051561,0.05497728435300291,0.1497576335664153
E200_D45,35,0.5,0.75,0.1211596378167212,0.2294762749968381,0.3348638470580465,200000000.0,400000000.0,45000000.0,90000000.0,75000000.0,328281194.05229217,capacity_constrained,0.9971419920103038,0.0012807335251722482,0.999946554459991,0.999963472318515,199428398.40206075,44997594.9506996,74997260.42388862,0.016789434523809522,98.10718998015872,673.1375998263889,3323250.811889261,0.06059771825396825,0.08020833333333333,4479447.001863988,2016976.3002274719,0.05708129290166284,0.05714839691259513,0.14987463919108068
E200_D45,35,0.5,1.0,0.1211596378167212,0.2294762749968381,0.3348638470580465,200000000.0,400000000.0,45000000.0,90000000.0,75000000.0,328281194.05229217,capacity_constrained,0.9953573724178932,0.0019542953929956434,0.9999484727019033,0.9999634349224009,199071474.48357868,44997681.27158565,74997257.61918007,0.027395833333333335,93.43660590277779,849.073363095238,3336227.3592416914,0.05634734623015873,0.07571738591269842,4093340.7501489557,1775648.1757236836,0.05880341929217363,0.05594333674465539,0.1497822532586652
E200_D45,35,0.5,1.25,0.1211596378167212,0.2294762749968381,0.3348638470580465,200000000.0,400000000.0,45000000.0,90000000.0,75000000.0,328281194.05229217,capacity_constrained,0.9908138947904309,0.0037152466945510254,0.9999551822901958,0.9999634455653577,198162778.9580862,44997983.20305881,74997258.41740182,0.06099826388888889,78.35152653769842,1222.001826016865,3351976.7538157245,0.05204551091269841,0.07050285218253968,3663715.544312914,1479560.3655427205,0.06411265069615571,0.05535612180690589,0.1496241939798912
E200_D45,35,1.0,0.75,0.1211596378167212,0.2294762749968381,0.3348638470580465,200000000.0,400000000.0,45000000.0,90000000.0,75000000.0,328281194.05229217,capacity_constrained,0.997904127865819,0.0010109987016103212,0.9999465403097267,0.9999634023831139,199580825.5731638,44997594.3139377,74997255.17873354,0.013642113095238096,99.74218625992063,659.0900620039682,3318873.6030195933,0.06175719246031747,0.08150049603174603,4573410.15764262,2061872.6733633114,0.056134681277652,0.057713433229471686,0.14966712828168038
E200_D45,35,1.0,1.0,0.1211596378167212,0.2294762749968381,0.3348638470580465,200000000.0,400000000.0,45000000.0,90000000.0,75000000.0,328281194.05229217,capacity_constrained,0.9966852148642271,0.00145505470632623,0.9999472229356822,0.9999633759083847,199337042.97284544,44997625.0321057,74997253.19312885,0.019803447420634918,97.07012648809524,783.4550657242064,3328559.6203726437,0.05872829861111111,0.07829427083333333,4287557.6581345815,1881435.82763398,0.057441753565303094,0.05659739278965364,0.14959491215491677
E200_D45,35,1.0,1.25,0.1211596378167212,0.2294762749968381,0.3348638470580465,200000000.0,400000000.0,45000000.0,90000000.0,75000000.0,328281194.05229217,capacity_constrained,0.9943439874727309,0.002382243118977074,0.9999506611232034,0.9999633200881477,198868797.49454618,44997779.75054415,74997249.00661108,0.03591517857142857,89.44253100198412,1022.3957012648809,3340930.764879092,0.05523375496031746,0.07418650793650794,3950062.338582889,1646901.3882357879,0.05995913479773193,0.055971304326730364,0.14946874657106426
E200_D45,60,0.0,0.75,0.0816682106235291,0.2046910570850992,0.279675525753271,200000000.0,400000000.0,45000000.0,90000000.0,75000000.0,160896940.00019467,demand_constrained,0.7481006715839074,0.011163306623077157,0.9991085280984975,0.9999553998835723,149620134.3167815,44959883.764432386,74996654.99126792,0.8108643353174603,1.0173170882936506,206.99436941964285,3766156.041998388,0.0626500496031746,0.06371155753968255,2824170.9250595155,2111561.5042625642,0.016267145811173923,0.08248941262101553,0.14985829883272717
E200_D45,60,0.0,1.0,0.0816682106235291,0.2046910570850992,0.279675525753271,200000000.0,400000000.0,45000000.0,90000000.0,75000000.0,160896940.00019467,demand_constrained,0.7312484628264511,0.010513332702920639,0.9994081837321235,0.9999555381207907,146249692.5652902,44973368.26794556,74996665.3590593,0.8276469494047618,1.005313740079365,248.55112413194445,3775603.7710137656,0.05995039682539682,0.060585937500000006,2565206.954753982,1925393.8232806125,0.009909912142900983,0.07625388705693933,0.14977839981311536
E200_D45,60,0.0,1.25,0.0816682106235291,0.2046910570850992,0.279675525753271,200000000.0,400000000.0,45000000.0,90000000.0,75000000.0,160896940.00019467,demand_constrained,0.7071550285119643,0.009605030892218959,0.9996531063951272,0.9999554930606744,141431005.70239288,44984389.787780724,74996661.97955059,0.8486421130952381,1.0013244047619048,319.802734375,3782409.936112351,0.058150421626984125,0.058389136904761905,2324800.887294808,1724400.242446814,0.004378652799414176,0.06960634415369593,0.14965065668042252
E200_D45,60,0.5,0.75,0.0816682106235291,0.2046910570850992,0.279675525753271,200000000.0,400000000.0,45000000.0,90000000.0,75000000.0,160896940.00019467,demand_constrained,0.7546306609730222,0.011340393560632675,0.9991192432052046,0.9999553215848808,150926132.19460446,44960365.94423421,74996649.11886606,0.8038058035714286,1.0232031250000002,209.09122147817462,3764316.9700806052,0.06304563492063492,0.06430989583333334,2873167.232643367,2124730.4833082184,0.017745549667351233,0.08287041751752527,0.14968613472426545
E200_D45,60,0.5,1.0,0.0816682106235291,0.2046910570850992,0.279675525753271,200000000.0,400000000.0,45000000.0,90000000.0,75000000.0,160896940.00019467,demand_constrained,0.7406435034536084,0.010780911735708186,0.9993667663964686,0.9999554870094891,148128700.69072166,44971504.487841085,74996661.52571169,0.8187692212301587,1.0095653521825398,242.51737351190476,3772120.1478255205,0.06084573412698413,0.061679687500000004,2654597.502242104,1972592.5223903274,0.012615468856671426,0.07789255918287386,0.14962195838585549
E200_D45,60,0.5,1.25,0.0816682106235291,0.2046910570850992,0.279675525753271,200000000.0,400000000.0,45000000.0,90000000.0,75000000.0,160896940.00019467,demand_constrained,0.7206597631135896,0.009999731510821827,0.9995852115313123,0.9999553564675006,144131952.62271792,44981334.51890905,74996651.73506254,0.8373790922619048,1.0020969742063492,297.7944196428572,3778881.338340154,0.05901971726190476,0.05945188492063492,2434194.695904047,1797756.9227492427,0.0066443209503587375,0.07198099163561097,0.1495132857202404
E200_D45,60,1.0,0.75,0.0816682106235291,0.2046910570850992,0.279675525753271,200000000.0,400000000.0,45000000.0,90000000.0,75000000.0,160896940.00019467,demand_constrained,0.7622030869483913,0.01154999748702114,0.999129091754286,0.9999552859236002,152440617.38967827,44960809.12894287,74996646.44427001,0.7952703373015872,1.0316480654761904,210.91703373015872,3761713.0341077624,0.06347594246031746,0.06500434027777777,2932927.8105330495,2140501.6284616203,0.019392638657767084,0.08333195106073651,0.14947960716624656
E200_D45,60,1.0,1.0,0.0816682106235291,0.2046910570850992,0.279675525753271,200000000.0,400000000.0,45000000.0,90000000.0,75000000.0,160896940.00019467,demand_constrained,0.7512405758452104,0.011092725253088326,0.9993193465971526,0.9999552397814451,150248115.16904208,44969370.59687187,74996642.98360838,0.8079656498015872,1.0171279761904763,235.9856634424603,3767736.492834822,0.06177021329365079,0.06289620535714285,2759453.3911029575,2024627.0469649704,0.01605576481563303,0.07941836149634199,0.1494301407238301
E200_D45,60,1.0,1.25,0.0816682106235291,0.2046910570850992,0.279675525753271,200000000.0,400000000.0,45000000.0,90000000.0,75000000.0,160896940.00019467,demand_constrained,0.7356624074935455,0.010447939573138516,0.9995053277026528,0.9999552924525406,147132481.4987091,44977739.74661937,74996646.93394054,0.8237282986111112,1.0052424355158731,275.9198369295635,3774242.495071304,0.06034288194444444,0.0610546875,2571904.6725909626,1884387.9035122516,0.009802016855732263,0.07489837155241047,0.14933950917381394
E200_D45,75,0.0,0.75,0.0785108223582338,0.2013910565486362,0.253555905620326,200000000.0,400000000.0,45000000.0,90000000.0,75000000.0,151980206.51826182,demand_constrained,0.7142742353213261,0.010777542737741593,0.9984034757328817,0.9999504895971068,142854847.0642652,44928156.407979675,74996286.71978301,0.8418322172619048,1.0061941964285714,174.91871341765875,4462670.123409598,0.06291480654761904,0.06339533730158729,2697895.5132616633,2126640.9512079433,0.009577673218633969,0.08942735249396952,0.14984436105059631
E200_D45,75,0.0,1.0,0.0785108223582338,0.2013910565486362,0.253555905620326,200000000.0,400000000.0,45000000.0,90000000.0,75000000.0,151980206.51826182,demand_constrained,0.7007273975232842,0.010171971355917415,0.9989200344027691,0.9999504186846722,140145479.50465682,44951401.54812461,74996281.40135041,0.8536805555555556,1.0019053819444443,208.51502356150797,4471293.111918403,0.06056671626984127,0.06084945436507937,2481222.146533897,1953359.9646916736,0.006095355646549467,0.08357304412474761,0.14976715668298057
E200_D45,75,0.0,1.25,0.0785108223582338,0.2013910565486362,0.253555905620326,200000000.0,400000000.0,45000000.0,90000000.0,75000000.0,151980206.51826182,demand_constrained,0.6810693773705185,0.009352814145826973,0.9993678264958096,0.9999503622780438,136213875.4741037,44971552.19231143,74996277.17085329,0.8690749007936508,1.0008122519841272,265.3916827876984,4476481.350383185,0.05878658234126984,0.058877728174603176,2275507.0399049353,1764496.893797487,0.0033434261670956186,0.07610750333232165,0.1496481595042272
E200_D45,75,0.5,0.75,0.0785108223582338,0.2013910565486362,0.253555905620326,200000000.0,400000000.0,45000000.0,90000000.0,75000000.0,151980206.51826182,demand_constrained,0.7196649532494362,0.010960570422041405,0.9984345872501821,0.9999503764568972,143932990.64988723,44929556.42625819,74996278.2342673,0.8368322172619047,1.0083258928571428,177.18463975694445,4461129.683115699,0.06322234623015872,0.06379092261904762,2733751.654565855,2136020.534054847,0.010907382632923745,0.0897184531768216,0.1496711821338324
E200_D45,75,0.5,1.0,0.0785108223582338,0.2013910565486362,0.253555905620326,200000000.0,400000000.0,45000000.0,90000000.0,75000000.0,151980206.51826182,demand_constrained,0.7084811443620745,0.010430909428886009,0.9988519173520756,0.9999503723076753,141696228.87241492,44948336.2808434,74996277.92307565,0.8469934275793651,1.0032074652777778,204.27653769841268,4468360.981321304,0.06129960317460317,0.0616796875,2552205.919311355,1994267.5122968866,0.007230222459014622,0.08513418897325187,0.1496106777723843
E200_D45,75,0.5,1.25,0.0785108223582338,0.2013910565486362,0.253555905620326,200000000.0,400000000.0,45000000.0,90000000.0,75000000.0,151980206.51826182,demand_constrained,0.692337624045569,0.009717694789794128,0.9992540438065901,0.9999501177477912,138467524.80911377,44966431.97129656,74996258.83108434,0.8603769841269842,1.001081969246032,248.55166294642856,4473230.153713417,0.05960007440476191,0.05976748511904762,2367946.829628328,1832717.077300164,0.004165250097015732,0.0786110479238028,0.14951072614631256
E200_D45,75,1.0,0.75,0.0785108223582338,0.2013910565486362,0.253555905620326,200000000.0,400000000.0,45000000.0,90000000.0,75000000.0,151980206.51826182,demand_constrained,0.7259126391044664,0.011184405128436502,0.9984638078766422,0.9999503117026091,145182527.8208933,44930871.3544489,74996273.37769568,0.830889136904762,1.0114893353174603,179.2498511904762,4458309.018975695,0.06358382936507936,0.06429935515873016,2777788.4948642435,2147552.6047100425,0.012274111718809329,0.09013134344877397,0.14946870388733102
E200_D45,75,1.0,1.0,0.0785108223582338,0.2013910565486362,0.253555905620326,200000000.0,400000000.0,45000000.0,90000000.0,75000000.0,151980206.51826182,demand_constrained,0.7171828477670161,0.01073770232815815,0.9987762218761077,0.99995028373637,143436569.55340326,44944929.984424844,74996271.28022775,0.8391858878968255,1.0060106646825397,199.6187574404762,4464084.199348338,0.06212239583333333,0.06264570932539681,2635891.679785489,2040641.3862632946,0.00955412289546095,0.08678623682283898,0.14942068793095029
E200_D45,75,1.0,1.25,0.0785108223582338,0.2013910565486362,0.253555905620326,200000000.0,400000000.0,45000000.0,90000000.0,75000000.0,151980206.51826182,demand_constrained,0.7047267549609817,0.010140218498947697,0.9991127506810602,0.9999501377471284,140945350.99219632,44960073.78064771,74996260.33103463,0.8502808779761906,1.0018594990079364,231.71122395833333,4469475.260763888,0.06084759424603174,0.06116691468253968,2481894.279316227,1911785.4687596436,0.006086714884827784,0.08135743830569579,0.14933944267932314
E225_D45,21,0.0,0.75,0.1170668159071278,0.2017901574997101,0.4784376616162406,225000000.0,450000000.0,45000000.0,90000000.0,75000000.0,304894385.26551247,capacity_constrained,0.9938909738064488,0.0019010319312557787,0.9992316961024225,0.9999749851559341,223625469.10645095,44965426.32460901,74998123.88669506,0.04945374503968254,22.98616195436508,217.8895523313492,3972003.29266307,0.058373015873015875,0.07762648809523809,4790336.394034827,1920929.004906145,0.08763957104950423,0.0807489390923006,0.15133288372607864
E225_D45,21,0.0,1.0,0.1170668159071278,0.2017901574997101,0.4784376616162406,225000000.0,450000000.0,45000000.0,90000000.0,75000000.0,304894385.26551247,capacity_constrained,0.9900066072052621,0.003259415206517347,0.9997252560259478,0.9999750130805035,222751486.621184,44987636.52116765,74998125.98103777,0.07634796626984128,21.011358506944443,310.8719847470238,3989223.463529886,0.052175099206349204,0.07086743551587302,4141558.055924562,1578539.6768617167,0.09049039983481363,0.06763417800429793,0.15120795352069893
E225_D45,21,0.0,1.25,0.1170668159071278,0.2017901574997101,0.4784376616162406,225000000.0,450000000.0,45000000.0,90000000.0,75000000.0,304894385.26551247,capacity_constrained,0.9727935009714345,0.0070070039744067406,0.9999372076557705,0.9999748891904175,218878537.71857274,44997174.344509676,74998116.68928131,0.2329830109126984,12.508846106150795,552.8876450892857,4008394.5107415677,0.04716517857142857,0.06291542658730158,3438520.5092258765,1197543.2374719372,0.09305322573869301,0.05785186958351064,0.15101785476085727
E225_D45,21,0.5,0.75,0.1170668159071278,0.2017901574997101,0.4784376616162406,225000000.0,450000000.0,45000000.0,90000000.0,75000000.0,304894385.26551247,capacity_constrained,0.9948085195777885,0.0016267107036219103,0.9991257941563921,0.9999749471259002,223831916.90500242,44960660.737037644,74998121.03444251,0.0448406498015873,23.33071490575397,212.00850322420635,3966991.4463337054,0.059759424603174606,0.0790829613095238,4918647.583576242,1976151.3075944204,0.08722504770310621,0.08291017526176114,0.15116104362204824
E225_D45,21,0.5,1.0,0.1170668159071278,0.2017901574997101,0.4784376616162406,225000000.0,450000000.0,45000000.0,90000000.0,75000000.0,304894385.26551247,capacity_constrained,0.9921715903698322,0.002494224929520341,0.999607940561024,0.9999749966056661,223238607.83321226,44982357.32524608,74998124.74542496,0.06196366567460317,22.164859871031744,281.62428881448415,3980838.6200508433,0.05469618055555556,0.07370659722222223,4399146.362564899,1698306.9863652997,0.08836489274379064,0.0719241069821635,0.15105870524396395
E225_D45,21,0.5,1.25,0.1170668159071278,0.2017901574997101,0.4784376616162406,225000000.0,450000000.0,45000000.0,90000000.0,75000000.0,304894385.26551247,capacity_constrained,0.9842688226715983,0.00488916202484676,0.9998895105221834,0.999974885524116,221460485.10110962,44995027.973498255,74998116.4143087,0.13300533234126985,17.433296750992064,442.2339967757937,3997745.524254092,0.04973152281746032,0.06717137896825397,3797965.513944149,1355623.34959376,0.09373796146969773,0.06117688019696556,0.15087567368721314
E225_D45,21,1.0,0.75,0.1170668159071278,0.2017901574997101,0.4784376616162406,225000000.0,450000000.0,45000000.0,90000000.0,75000000.0,304894385.26551247,capacity_constrained,0.9957874079684075,0.001348869857275959,0.9990063593634394,0.9999749328704025,224052166.79289168,44955286.17135477,74998119.96528019,0.040004960317460314,23.643907490079364,205.84367621527775,3961482.266381448,0.06117621527777778,0.08066344246031745,5054769.776400911,2032927.264300386,0.08692351764600345,0.0850592398886618,0.1509356956266551
E225_D45,21,1.0,1.0,0.1170668159071278,0.2017901574997101,0.4784376616162406,225000000.0,450000000.0,45000000.0,90000000.0,75000000.0,304894385.26551247,capacity_constrained,0.9940055457049568,0.0018721292594250558,0.9994565552157061,0.9999749563114441,223651247.78361523,44975544.984706774,74998121.7233583,0.0496155753968254,23.030411706349206,254.56993737599208,3971659.2582397074,0.057550843253968254,0.07680431547619049,4669317.2173173465,1826151.4116993137,0.08758449573849612,0.0767655365542271,0.15085503448113707
E225_D45,21,1.0,1.25,0.1170668159071278,0.2017901574997101,0.4784376616162406,225000000.0,450000000.0,45000000.0,90000000.0,75000000.0,304894385.26551247,capacity_constrained,0.9902486023520471,0.003178889278020163,0.9997874924603053,0.9999748409246627,222805935.52921063,44990437.16071374,74998113.0693497,0.07714719742063492,20.82774677579365,354.16451078869045,3985018.06859189,0.05351872519841269,0.07183345734126985,4194420.634124775,1549603.9330676678,0.09076178029189817,0.06624001909779587,0.15070456924859804
E225_D45,35,0.0,0.75,0.1211596378167212,0.2294762749968381,0.3348638470580465,225000000.0,450000000.0,45000000.0,90000000.0,75000000.0,328281194.05229217,capacity_constrained,0.9901886129569837,0.0035017021598173427,0.9999490832879087,0.9999636014961246,222792437.91532132,44997708.74795589,74997270.11220935,0.06417844742063492,31.88485119047619,703.5111396329364,3330690.8197433036,0.0582750496031746,0.07703125000000001,4747058.010601036,1911128.484761265,0.07695887614628802,0.05613078737557733,0.15002759086508433
E225_D45,35,0.0,1.0,0.1211596378167212,0.2294762749968381,0.3348638470580465,225000000.0,450000000.0,45000000.0,90000000.0,75000000.0,328281194.05229217,capacity_constrained,0.979552857634379,0.006286345110972819,0.9999557029275647,0.9999636812711535,220399392.9677353,44998006.63174041,74997276.09533651,0.15472904265873016,23.962557663690475,967.3635825892858,3348981.274027778,0.05205791170634921,0.06998697916666666,4071224.163133328,1573497.290747307,0.08338579148934436,0.05473119989608743,0.1499072648858159
E225_D45,35,0.0,1.25,0.1211596378167212,0.2294762749968381,0.3348638470580465,225000000.0,450000000.0,45000000.0,90000000.0,75000000.0,328281194.05229217,capacity_constrained,0.9320147717751424,0.01005840792815972,0.9999708998548226,0.9999635621899596,209703323.64940703,44998690.49346702,74997267.16424698,0.46553881448412693,6.44184585813492,1578.9837475198415,3365724.604264013,0.04876364087301587,0.0606671626984127,3255587.536004123,1242931.840268469,0.0691622945599073,0.054827093279680064,0.1497261082195213
E225_D45,35,0.5,0.75,0.1211596378167212,0.2294762749968381,0.3348638470580465,225000000.0,450000000.0,45000000.0,90000000.0,75000000.0,328281194.05229217,capacity_constrained,0.9921629463103685,0.0027959687114328686,0.9999481643354903,0.9999635253838461,223236662.91983294,44997667.39509706,74997264.40378846,0.05236607142857143,33.57155691964286,686.5116648065476,3325957.849868552,0.05959573412698413,0.07864025297619048,4881540.859929869,1966196.5317790012,0.07506426566737615,0.05674492288157663,0.14986686146324574
E225_D45,35,0.5,1.0,0.1211596378167212,0.2294762749968381,0.3348638470580465,225000000.0,450000000.0,45000000.0,90000000.0,75000000.0,328281194.05229217,capacity_constrained,0.9859754013874402,0.0047807375638432145,0.9999524457349482,0.9999635489386062,221844465.31217408,44997860.05807267,74997266.17039546,0.10099082341269841,28.19852430555555,885.0656653025794,3340954.6504433285,0.054506448412698416,0.07311135912698413,4351055.794270178,1688592.3927043066,0.08179238782540199,0.05540262245873791,0.1497662628341222
E225_D45,35,0.5,1.25,0.1211596378167212,0.2294762749968381,0.3348638470580465,225000000.0,450000000.0,45000000.0,90000000.0,75000000.0,328281194.05229217,capacity_constrained,0.9612972554212214,0.008538241845842384,0.9999649467015557,0.9999635424138149,216291882.4697748,44998422.60157,74997265.68103611,0.3000018601190476,14.432987351190476,1319.5939366319444,3357639.71593316,0.050274677579365074,0.06589347718253968,3703796.563714251,1372327.3031215926,0.08171363999320808,0.05506667857703339,0.14959030998282175
E225_D45,35,1.0,0.75,0.1211596378167212,0.2294762749968381,0.3348638470580465,225000000.0,450000000.0,45000000.0,90000000.0,75000000.0,328281194.05229217,capacity_constrained,0.9940440205631601,0.002099031802434044,0.9999475915689243,0.9999634030609326,223659904.626711,44997641.620601594,74997255.22956994,0.04055865575396825,35.176515997023806,668.8660404265872,3320961.1678503226,0.06102554563492063,0.08028521825396825,5023920.252554296,2024188.959337567,0.07418340262220338,0.05740992925362423,0.14966184989196835
E225_D45,35,1.0,1.0,0.1211596378167212,0.2294762749968381,0.3348638470580465,225000000.0,450000000.0,45000000.0,90000000.0,75000000.0,328281194.05229217,capacity_constrained,0.990471537983325,0.003414202636764564,0.9999499922509044,0.999963423207529,222856096.0462481,44997749.6512907,74997256.74056467,0.06442894345238095,31.93911892361111,807.8145114087301,3332125.8763169646,0.05730096726190476,0.0763845486111111,4633539.8129771035,1813774.1817718733,0.07716307940052228,0.05624063989751712,0.14958113833107486
E225_D45,35,1.0,1.25,0.1211596378167212,0.2294762749968381,0.3348638470580465,225000000.0,450000000.0,45000000.0,90000000.0,75000000.0,328281194.05229217,capacity_constrained,0.9803364945673002,0.0060523136989076125,0.9999572225569017,0.9999634125497345,220575711.27764255,44998075.015060574,74997255.94123009,0.15523871527777777,23.728563368055553,1086.9048995535713,3346347.726612103,0.053461061507936516,0.07148313492063492,4159863.522027891,1546092.9256202765,0.0837786977716711,0.055584217564405486,0.14943659910507143
E225_D45,60,0.0,0.75,0.0816682106235291,0.2046910570850992,0.279675525753271,225000000.0,450000000.0,45000000.0,90000000.0,75000000.0,160896940.00019467,demand_constrained,0.6652749857606229,0.009981725504950413,0.9991085715679529,0.9999553998833791,149686871.79614013,44959885.720557876,74996654.99125344,0.8808953373015873,1.0009033978174604,207.01758680555554,3766175.0327653773,0.0626500496031746,0.06275793650793651,2794671.5127986083,2110987.165129165,0.004282546136510739,0.08249899030223067,0.14985904202807424
