design,window_days,lambda_bal,rho_A,eps_execution,eps_data,eps_state,execution_target,execution_limit,data_target,data_limit,state_target,no_bal_execution_ceiling,regime,execution_fill,execution_fill_ci95,data_fill,state_fill,included_execution,included_data,included_state,execution_floor_bounded_fraction,mean_execution_fee_wei,mean_data_fee_wei,mean_state_fee_wei,data_limit_hit_fraction,any_limit_hit_fraction,rationed_execution,rationed_data,fee_sd_execution,fee_sd_data,fee_sd_state,sensitivity,is_central,setting,setting_order,central_execution_fill,central_data_limit_hit_fraction,central_execution_floor_bounded_fraction,central_rationed_data,central_fee_sd_data,delta_execution_fill,delta_data_limit_hit_fraction,delta_execution_floor_bounded_fraction,delta_rationed_data,delta_fee_sd_data
E250_D60,75,0.0,1.0,0.0785108223582338,0.2013910565486362,0.253555905620326,250000000.0,500000000.0,60000000.0,90000000.0,75000000.0,151980206.51826182,demand_constrained,0.5621564074705323,0.008724831902955787,0.9760014247494518,0.9999505739813592,140539101.8676331,58560085.48496711,74996293.04860194,0.9594593253968253,1.000021701388889,19.47812003968254,4057862.1475031003,0.18836495535714287,0.18836743551587304,10274309.490942106,7763028.968703648,0.00040935157627839275,0.14000249359352146,0.14905638648282335,elasticity_window,False,75 days,75.0,0.9791178061640191,0.19263640873015875,0.18594742063492065,7321837.384679087,0.07260637749559413,-0.4169613986934868,-0.004271453373015877,0.7735119047619047,441191.58402456064,0.06739611609792732
E250_D60,35,0.0,1.0,0.1211596378167212,0.2294762749968381,0.3348638470580465,250000000.0,500000000.0,60000000.0,90000000.0,75000000.0,328281194.05229217,capacity_constrained,0.9791178061640191,0.005101842330440655,0.9998666304024899,0.9999619532630376,244779451.54100475,59991997.82414939,74997146.49472782,0.18594742063492065,7.734636656746032,141.3509623015873,2975805.15937438,0.19263640873015875,0.20071304563492062,19416836.466132477,7321837.384679087,0.10504811135403778,0.07260637749559413,0.14857331725294182,lambda,True,0,0.0,0.9791178061640191,0.19263640873015875,0.18594742063492065,7321837.384679087,0.07260637749559413,0.0,0.0,0.0,0.0,0.0
E250_D60,35,0.5,1.0,0.1211596378167212,0.2294762749968381,0.3348638470580465,250000000.0,500000000.0,60000000.0,90000000.0,75000000.0,328281194.05229217,capacity_constrained,0.983227886008782,0.004119555735933732,0.9998232835469969,0.9999618289851888,245806971.50219548,59989397.01281981,74997137.17388916,0.15551339285714283,8.385814732142856,125.6951376488095,2959815.575985863,0.1954656498015873,0.20415240575396826,20172263.85724868,7646795.570690196,0.10783825961518254,0.07545713233469137,0.14824204851284956,lambda,False,0.5,0.5,0.9791178061640191,0.19263640873015875,0.18594742063492065,7321837.384679087,0.07260637749559413,0.0041100798447628595,0.00282924107142854,-0.030434027777777817,324958.18601110857,0.002850754839097233
E250_D60,35,1.0,1.0,0.1211596378167212,0.2294762749968381,0.3348638470580465,250000000.0,500000000.0,60000000.0,90000000.0,75000000.0,328281194.05229217,capacity_constrained,0.9864982278952227,0.003229238510273457,0.9997631638713484,0.9999618559852058,246624556.97380567,59985789.832280904,74997139.19889043,0.13056423611111112,8.917094494047621,110.96085751488096,2942916.8310993304,0.19871465773809527,0.20793402777777778,20967570.031543564,7994586.759309417,0.11075967577704454,0.07898215336742233,0.14782156058125673,lambda,False,1,1.0,0.9791178061640191,0.19263640873015875,0.18594742063492065,7321837.384679087,0.07260637749559413,0.007380421731203568,0.00607824900793652,-0.055383184523809526,672749.3746303292,0.006375775871828193
E250_D60,35,0.0,0.75,0.1211596378167212,0.2294762749968381,0.3348638470580465,250000000.0,500000000.0,60000000.0,90000000.0,75000000.0,328281194.05229217,capacity_constrained,0.9864318794930143,0.0032371402350838377,0.9996869084459876,0.9999620930208727,246607969.87325352,59981214.506759256,74997156.97656545,0.1286706349206349,9.031326264880953,94.37121279761905,2953626.7245796127,0.19638950892857143,0.20615203373015872,20816751.62618038,8118827.697410214,0.11092198471308604,0.08146052295609191,0.1492007182721942,rho_A,False,0.75,0.75,0.9791178061640191,0.19263640873015875,0.18594742063492065,7321837.384679087,0.07260637749559413,0.007314073328995141,0.0037531001984126844,-0.05727678571428574,796990.3127311263,0.008854145460497773
E250_D60,35,0.0,1.0,0.1211596378167212,0.2294762749968381,0.3348638470580465,250000000.0,500000000.0,60000000.0,90000000.0,75000000.0,328281194.05229217,capacity_constrained,0.9791178061640191,0.005101842330440655,0.9998666304024899,0.9999619532630376,244779451.54100475,59991997.82414939,74997146.49472782,0.18594742063492065,7.734636656746032,141.3509623015873,2975805.15937438,0.19263640873015875,0.20071304563492062,19416836.466132477,7321837.384679087,0.10504811135403778,0.07260637749559413,0.14857331725294182,rho_A,True,1,1.0,0.9791178061640191,0.19263640873015875,0.18594742063492065,7321837.384679087,0.07260637749559413,0.0,0.0,0.0,0.0,0.0
E250_D60,35,0.0,1.25,0.1211596378167212,0.2294762749968381,0.3348638470580465,250000000.0,500000000.0,60000000.0,90000000.0,75000000.0,328281194.05229217,capacity_constrained,0.9490002779021873,0.008817309266311158,0.9999628251663402,0.9999621537637313,237250069.47554684,59997769.50998041,74997161.53227985,0.3880791170634921,3.7535106646825396,247.83960131448413,2978107.249481647,0.19580171130952384,0.2001984126984127,18482232.06008874,6657567.847852636,0.08441794506105088,0.06493757942079786,0.14738469213708003,rho_A,False,1.25,1.25,0.9791178061640191,0.19263640873015875,0.18594742063492065,7321837.384679087,0.07260637749559413,-0.030117528261831783,0.0031653025793650924,0.20213169642857143,-664269.5368264513,-0.007668798074796271
E300_D77,21,0.0,1.0,0.1170668159071278,0.2017901574997101,0.4784376616162406,300000000.0,600000000.0,77000000.0,90000000.0,75000000.0,304894385.26551247,capacity_constrained,0.8578143792311446,0.010859251156814942,0.9042559044744295,0.9999767748766112,257344313.76934338,69627704.64453107,74998258.11574584,0.6600341021825398,1.0981231398809523,1.7177529761904762,3043247.707886285,0.3673418898809524,0.3698914930555556,47784336.17913826,19975897.71084912,0.04683348091607793,0.08492442254223614,0.14958991585558956,elasticity_window,False,21 days,21.0,0.8285927571823564,0.5137053571428571,0.7104799107142857,31823682.649663404,0.12515551414195109,0.0292216220487882,-0.14636346726190474,-0.05044580853174596,-11847784.938814282,-0.04023109159971494
E300_D77,35,0.0,1.0,0.1211596378167212,0.2294762749968381,0.3348638470580465,300000000.0,600000000.0,77000000.0,90000000.0,75000000.0,328281194.05229217,capacity_constrained,0.8285927571823564,0.01118479819361671,0.9917916477932489,0.9999632789464543,248577827.1547069,76367956.88008016,74997245.92098407,0.7104799107142857,1.1091462053571428,8.785147569444444,2080639.0540259178,0.5137053571428571,0.5153062996031745,72348031.61057866,31823682.649663404,0.03837037588480842,0.12515551414195109,0.1490689106275775,elasticity_window,True,35 days,35.0,0.8285927571823564,0.5137053571428571,0.7104799107142857,31823682.649663404,0.12515551414195109,0.0,0.0,0.0,0.0,0.0
E300_D77,60,0.0,1.0,0.0816682106235291,0.2046910570850992,0.279675525753271,300000000.0,600000000.0,77000000.0,90000000.0,75000000.0,160896940.00019467,demand_constrained,0.4620173385171966,0.006728411228950778,0.8826215072163469,0.9999599241851527,138605201.55515897,67961856.05565871,74996994.31388645,0.9926302083333334,1.0,1.501068328373016,2911571.1015221975,0.3479414682539682,0.3479414682539682,23839052.428981934,20092904.718583778,0.0,0.07746628998763924,0.14973540223706577,elasticity_window,False,60 days,60.0,0.8285927571823564,0.5137053571428571,0.7104799107142857,31823682.649663404,0.12515551414195109,-0.36657541866515975,-0.16576388888888893,0.28215029761904764,-11730777.931079626,-0.04768922415431184
E300_D77,75,0.0,1.0,0.0785108223582338,0.2013910565486362,0.253555905620326,300000000.0,600000000.0,77000000.0,90000000.0,75000000.0,151980206.51826182,demand_constrained,0.4438199062727747,0.00649640392376156,0.8582673220313505,0.9999556181914285,133145971.88183239,66086583.79641399,74996671.36435714,0.9943551587301587,1.0,1.3361842757936508,3630326.867903646,0.3170746527777778,0.3170746527777778,20406155.546394847,17939847.9430307,0.0,0.06645183695122443,0.1498225430248427,elasticity_window,False,75 days,75.0,0.8285927571823564,0.5137053571428571,0.7104799107142857,31823682.649663404,0.12515551414195109,-0.3847728509095817,-0.19663070436507935,0.28387524801587294,-13883834.706632704,-0.05870367719072665
E300_D77,35,0.0,1.0,0.1211596378167212,0.2294762749968381,0.3348638470580465,300000000.0,600000000.0,77000000.0,90000000.0,75000000.0,328281194.05229217,capacity_constrained,0.8285927571823564,0.01118479819361671,0.9917916477932489,0.9999632789464543,248577827.1547069,76367956.88008016,74997245.92098407,0.7104799107142857,1.1091462053571428,8.785147569444444,2080639.0540259178,0.5137053571428571,0.5153062996031745,72348031.61057866,31823682.649663404,0.03837037588480842,0.12515551414195109,0.1490689106275775,lambda,True,0,0.0,0.8285927571823564,0.5137053571428571,0.7104799107142857,31823682.649663404,0.12515551414195109,0.0,0.0,0.0,0.0,0.0
E300_D77,35,0.5,1.0,0.1211596378167212,0.2294762749968381,0.3348638470580465,300000000.0,600000000.0,77000000.0,90000000.0,75000000.0,328281194.05229217,capacity_constrained,0.833076858414818,0.011123010917946373,0.9901593709141117,0.999964044109584,249923057.5244454,76242271.5603866,74997303.30821879,0.6989546130952382,1.1334083581349206,7.761246279761904,2073288.8713312251,0.5128596230158731,0.5146657986111112,73215928.54280415,32284761.28858631,0.042215177635299944,0.1278035439631481,0.1480356058041987,lambda,False,0.5,0.5,0.8285927571823564,0.5137053571428571,0.7104799107142857,31823682.649663404,0.12515551414195109,0.004484101232461679,-0.0008457341269840768,-0.011525297619047525,461078.6389229074,0.0026480298211970232
E300_D77,35,1.0,1.0,0.1211596378167212,0.2294762749968381,0.3348638470580465,300000000.0,600000000.0,77000000.0,90000000.0,75000000.0,328281194.05229217,capacity_constrained,0.8369669163570281,0.011045780769883827,0.9882270149473,0.9999637522774947,251090074.90710843,76093480.1509421,74997281.4208121,0.6885695684523809,1.1555332341269842,6.843465401785714,2063041.0891331844,0.511555679563492,0.5135999503968254,74047848.17992033,32760281.0185353,0.04605321294937416,0.13116759004709921,0.1469729295330055,lambda,False,1,1.0,0.8285927571823564,0.5137053571428571,0.7104799107142857,31823682.649663404,0.12515551414195109,0.00837415917467177,-0.002149677579365128,-0.021910342261904803,936598.3688718975,0.006012075905148129
